step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0246,-61.29,25.84
0,0,2,0.0000,-41.13,5.50
0,0,3,0.5357,-63.15,29.79
0,0,4,0.0251,-60.23,23.82
0,0,5,0.0000,-60.36,24.05
0,1,0,0.0213,-67.13,25.84
0,1,2,0.0203,-68.98,29.80
0,1,3,0.0250,-60.57,15.62
0,1,4,0.5958,-58.33,13.16
0,1,5,0.0308,-41.43,3.59
0,2,0,0.0000,-44.58,5.50
0,2,1,0.0216,-66.60,29.80
0,2,3,0.0000,-68.73,35.10
0,2,4,0.0218,-66.29,29.11
0,2,5,0.5001,-65.99,28.44
0,3,0,0.3089,-65.29,29.79
0,3,1,0.0182,-56.87,15.62
0,3,2,0.0000,-67.42,35.10
0,3,4,0.0220,-44.40,6.00
0,3,5,0.0000,-54.17,12.70
0,4,0,0.0248,-60.85,23.82
0,4,1,0.6611,-53.11,13.16
0,4,2,0.0234,-63.46,29.11
0,4,3,0.0308,-42.88,6.00
0,4,5,0.0308,-49.05,9.63
0,5,0,0.0000,-65.09,24.05
0,5,1,0.0245,-40.32,3.59
0,5,2,0.3409,-67.27,28.44
0,5,3,0.0000,-56.76,12.70
0,5,4,0.0227,-53.16,9.63
1,0,1,0.0246,-61.29,25.84
1,0,2,0.0000,-41.13,5.50
1,0,3,0.5357,-63.15,29.79
1,0,4,0.0251,-60.23,23.82
1,0,5,0.0000,-60.36,24.05
1,1,0,0.0213,-67.13,25.84
1,1,2,0.0203,-68.98,29.80
1,1,3,0.0250,-60.57,15.62
1,1,4,0.5958,-58.33,13.16
1,1,5,0.0308,-41.43,3.59
1,2,0,0.0000,-44.58,5.50
1,2,1,0.0178,-66.60,29.80
1,2,3,0.0000,-68.73,35.10
1,2,4,0.0180,-66.29,29.11
1,2,5,0.4125,-65.99,28.44
1,3,0,0.3089,-65.29,29.79
1,3,1,0.0182,-56.87,15.62
1,3,2,0.0000,-67.42,35.10
1,3,4,0.0220,-44.40,6.00
1,3,5,0.0000,-54.17,12.70
1,4,0,0.0248,-60.85,23.82
1,4,1,0.6611,-53.11,13.16
1,4,2,0.0234,-63.46,29.11
1,4,3,0.0308,-42.88,6.00
1,4,5,0.0308,-49.05,9.63
1,5,0,0.0000,-65.09,24.05
1,5,1,0.0223,-40.32,3.59
1,5,2,0.2927,-67.27,28.44
1,5,3,0.0000,-56.76,12.70
1,5,4,0.0206,-53.16,9.63
2,0,1,0.0246,-61.29,25.84
2,0,2,0.0000,-41.13,5.50
2,0,3,0.5357,-63.15,29.79
2,0,4,0.0251,-60.23,23.82
2,0,5,0.0000,-60.36,24.05
2,1,0,0.0213,-67.13,25.84
2,1,2,0.0203,-68.98,29.80
2,1,3,0.0250,-60.57,15.62
2,1,4,0.5958,-58.33,13.16
2,1,5,0.0308,-41.43,3.59
2,2,0,0.0000,-44.58,5.50
2,2,1,0.0178,-66.60,29.80
2,2,3,0.0000,-68.73,35.10
2,2,4,0.0180,-66.29,29.11
2,2,5,0.4125,-65.99,28.44
2,3,0,0.3089,-65.29,29.79
2,3,1,0.0182,-56.87,15.62
2,3,2,0.0000,-67.42,35.10
2,3,4,0.0220,-44.40,6.00
2,3,5,0.0000,-54.17,12.70
2,4,0,0.0248,-60.85,23.82
2,4,1,0.6611,-53.11,13.16
2,4,2,0.0234,-63.46,29.11
2,4,3,0.0308,-42.88,6.00
2,4,5,0.0308,-49.05,9.63
2,5,0,0.0000,-65.09,24.05
2,5,1,0.0227,-40.32,3.59
2,5,2,0.3018,-67.27,28.44
2,5,3,0.0000,-56.76,12.70
2,5,4,0.0210,-53.16,9.63
3,0,1,0.0246,-61.29,25.84
3,0,2,0.0000,-41.13,5.50
3,0,3,0.5357,-63.15,29.79
3,0,4,0.0251,-60.23,23.82
3,0,5,0.0000,-60.36,24.05
3,1,0,0.0213,-67.13,25.84
3,1,2,0.0203,-68.98,29.80
3,1,3,0.0250,-60.57,15.62
3,1,4,0.5958,-58.33,13.16
3,1,5,0.0308,-41.43,3.59
3,2,0,0.0000,-44.58,5.50
3,2,1,0.0178,-66.60,29.80
3,2,3,0.0000,-68.73,35.10
3,2,4,0.0180,-66.29,29.11
3,2,5,0.4125,-65.99,28.44
3,3,0,0.3089,-65.29,29.79
3,3,1,0.0182,-56.87,15.62
3,3,2,0.0000,-67.42,35.10
3,3,4,0.0220,-44.40,6.00
3,3,5,0.0000,-54.17,12.70
3,4,0,0.0248,-60.85,23.82
3,4,1,0.6611,-53.11,13.16
3,4,2,0.0234,-63.46,29.11
3,4,3,0.0308,-42.88,6.00
3,4,5,0.0308,-49.05,9.63
3,5,0,0.0000,-65.09,24.05
3,5,1,0.0227,-40.32,3.59
3,5,2,0.3018,-67.27,28.44
3,5,3,0.0000,-56.76,12.70
3,5,4,0.0210,-53.16,9.63
4,0,1,0.0246,-61.29,25.84
4,0,2,0.0000,-41.13,5.50
4,0,3,0.5357,-63.15,29.79
4,0,4,0.0251,-60.23,23.82
4,0,5,0.0000,-60.36,24.05
4,1,0,0.0213,-67.13,25.84
4,1,2,0.0203,-68.98,29.80
4,1,3,0.0250,-60.57,15.62
4,1,4,0.5958,-58.33,13.16
4,1,5,0.0308,-41.43,3.59
4,2,0,0.0000,-44.58,5.50
4,2,1,0.0170,-66.60,29.80
4,2,3,0.0000,-68.73,35.10
4,2,4,0.0172,-66.29,29.11
4,2,5,0.3954,-65.99,28.44
4,3,0,0.3089,-65.29,29.79
4,3,1,0.0182,-56.87,15.62
4,3,2,0.0000,-67.42,35.10
4,3,4,0.0220,-44.40,6.00
4,3,5,0.0000,-54.17,12.70
4,4,0,0.0248,-60.85,23.82
4,4,1,0.6611,-53.11,13.16
4,4,2,0.0234,-63.46,29.11
4,4,3,0.0308,-42.88,6.00
4,4,5,0.0308,-49.05,9.63
4,5,0,0.0000,-65.09,24.05
4,5,1,0.0224,-40.32,3.59
4,5,2,0.2933,-67.27,28.44
