step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0304,-50.59,7.54
0,0,2,0.0000,-58.84,14.20
0,0,3,0.5336,-63.31,20.00
0,0,4,0.0214,-67.10,26.75
0,1,0,0.0308,-49.42,7.54
0,1,2,0.0286,-54.01,10.72
0,1,3,0.0267,-57.30,13.80
0,1,4,0.5479,-62.17,20.05
0,2,0,0.0000,-56.13,14.20
0,2,1,0.0294,-52.47,10.72
0,2,3,0.0000,-49.03,8.23
0,2,4,0.0270,-56.89,15.05
0,3,0,0.4280,-63.46,20.00
0,3,1,0.0215,-58.63,13.80
0,3,2,0.0000,-51.89,8.23
0,3,4,0.0262,-49.79,7.01
0,4,0,0.0208,-68.04,26.75
0,4,1,0.5215,-64.28,20.05
0,4,2,0.0250,-60.55,15.05
0,4,3,0.0304,-50.58,7.01
1,0,1,0.0304,-50.59,7.54
1,0,2,0.0000,-58.84,14.20
1,0,3,0.5336,-63.31,20.00
1,0,4,0.0214,-67.10,26.75
1,1,0,0.0308,-49.42,7.54
1,1,2,0.0286,-54.01,10.72
1,1,3,0.0267,-57.30,13.80
1,1,4,0.5479,-62.17,20.05
1,2,0,0.0000,-56.13,14.20
1,2,1,0.0294,-52.47,10.72
1,2,3,0.0000,-49.03,8.23
1,2,4,0.0270,-56.89,15.05
1,3,0,0.4280,-63.46,20.00
1,3,1,0.0215,-58.63,13.80
1,3,2,0.0000,-51.89,8.23
1,3,4,0.0262,-49.79,7.01
1,4,0,0.0208,-68.04,26.75
1,4,1,0.5215,-64.28,20.05
1,4,2,0.0250,-60.55,15.05
1,4,3,0.0304,-50.58,7.01
2,0,1,0.0299,-50.59,7.54
2,0,2,0.0000,-58.84,14.20
2,0,3,0.5213,-63.31,20.00
2,0,4,0.0208,-67.10,26.75
2,1,0,0.0308,-49.42,7.54
2,1,2,0.0286,-54.01,10.72
2,1,3,0.0267,-57.30,13.80
2,1,4,0.5479,-62.17,20.05
2,2,0,0.0000,-56.13,14.20
2,2,1,0.0294,-52.47,10.72
2,2,3,0.0000,-49.03,8.23
2,2,4,0.0270,-56.89,15.05
2,3,0,0.4441,-63.46,20.00
2,3,1,0.0222,-58.63,13.80
2,3,2,0.0000,-51.89,8.23
2,3,4,0.0269,-49.79,7.01
2,4,0,0.0208,-68.04,26.75
2,4,1,0.5215,-64.28,20.05
2,4,2,0.0250,-60.55,15.05
2,4,3,0.0304,-50.58,7.01
3,0,1,0.0299,-50.59,7.54
3,0,2,0.0000,-58.84,14.20
3,0,3,0.5213,-63.31,20.00
3,0,4,0.0208,-67.10,26.75
3,1,0,0.0307,-49.42,7.54
3,1,2,0.0285,-54.01,10.72
3,1,3,0.0267,-57.30,13.80
3,1,4,0.5460,-62.17,20.05
3,2,0,0.0000,-56.13,14.20
3,2,1,0.0294,-52.47,10.72
3,2,3,0.0000,-49.03,8.23
3,2,4,0.0270,-56.89,15.05
3,3,0,0.4599,-63.46,20.00
3,3,1,0.0229,-58.63,13.80
3,3,2,0.0000,-51.89,8.23
3,3,4,0.0276,-49.79,7.01
3,4,0,0.0208,-68.04,26.75
3,4,1,0.5215,-64.28,20.05
3,4,2,0.0250,-60.55,15.05
3,4,3,0.0304,-50.58,7.01
4,0,1,0.0299,-50.59,7.54
4,0,2,0.0000,-58.84,14.20
4,0,3,0.5213,-63.31,20.00
4,0,4,0.0208,-67.10,26.75
4,1,0,0.0290,-49.42,7.54
4,1,2,0.0268,-54.01,10.72
4,1,3,0.0249,-57.30,13.80
4,1,4,0.5069,-62.17,20.05
4,2,0,0.0000,-56.13,14.20
4,2,1,0.0294,-52.47,10.72
4,2,3,0.0000,-49.03,8.23
4,2,4,0.0270,-56.89,15.05
4,3,0,0.5049,-63.46,20.00
4,3,1,0.0248,-58.63,13.80
4,3,2,0.0000,-51.89,8.23
4,3,4,0.0296,-49.79,7.01
4,4,0,0.0208,-68.04,26.75
4,4,1,0.5215,-64.28,20.05
4,4,2,0.0250,-60.55,15.05
4,4,3,0.0304,-50.58,7.01
5,0,1,0.0286,-50.59,7.54
5,0,2,0.0000,-58.84,14.20
5,0,3,0.4920,-63.31,20.00
5,0,4,0.0195,-67.10,26.75
5,1,0,0.0285,-49.42,7.54
5,1,2,0.0263,-54.01,10.72
5,1,3,0.0245,-57.30,13.80
5,1,4,0.4961,-62.17,20.05
5,2,0,0.0000,-56.13,14.20
5,2,1,0.0294,-52.47,10.72
5,2,3,0.0000,-49.03,8.23
5,2,4,0.0270,-56.89,15.05
5,3,0,0.5318,-63.46,20.00
5,3,1,0.0260,-58.63,13.80
5,3,2,0.0000,-51.89,8.23
5,3,4,0.0308,-49.79,7.01
5,4,0,0.0208,-68.04,26.75
5,4,1,0.5215,-64.28,20.05
5,4,2,0.0250,-60.55,15.05
5,4,3,0.0304,-50.58,7.01
6,0,1,0.0286,-50.59,7.54
6,0,2,0.0000,-58.84,14.20
6,0,3,0.4920,-63.31,20.00
6,0,4,0.0195,-67.10,26.75
6,1,0,0.0285,-49.42,7.54
6,1,2,0.0263,-54.01,10.72
6,1,3,0.0245,-57.30,13.80
6,1,4,0.4961,-62.17,20.05
6,2,0,0.0000,-56.13,14.20
6,2,1,0.0294,-52.47,10.72
6,2,3,0.0000,-49.03,8.23
6,2,4,0.0270,-56.89,15.05
6,3,0,0.5067,-63.46,20.00
6,3,1,0.0249,-58.63,13.80
6,3,2,0.0000,-51.89,8.23
6,3,4,0.0297,-49.79,7.01
6,4,0,0.0208,-68.04,26.75
6,4,1,0.5215,-64.28,20.05
6,4,2,0.0250,-60.55,15.05
6,4,3,0.0304,-50.58,7.01
7,0,1,0.0278,-50.59,7.54
7,0,2,0.0000,-58.84,14.20
7,0,3,0.4744,-63.31,20.00
7,0,4,0.0188,-67.10,26.75
7,1,0,0.0272,-49.42,7.54
7,1,2,0.0250,-54.01,10.72
7,1,3,0.0232,-57.30,13.80
7,1,4,0.4669,-62.17,20.05
7,2,0,0.0000,-56.13,14.20
7,2,1,0.0294,-52.47,10.72
7,2,3,0.0000,-49.03,8.23
7,2,4,0.0270,-56.89,15.05
7,3,0,0.4231,-63.46,20.00
7,3,1,0.0212,-58.63,13.80
7,3,2,0.0000,-51.89,8.23
7,3,4,0.0260,-49.79,7.01
7,4,0,0.0208,-68.04,26.75
7,4,1,0.5215,-64.28,20.05
7,4,2,0.0250,-60.55,15.05
7,4,3,0.0304,-50.58,7.01
8,0,1,0.0263,-50.59,7.54
8,0,2,0.0000,-58.84,14.20
8,0,3,0.4404,-63.31,20.00
8,0,4,0.0173,-67.10,26.75
8,1,0,0.0272,-49.42,7.54
8,1,2,0.0250,-54.01,10.72
8,1,3,0.0232,-57.30,13.80
8,1,4,0.4669,-62.17,20.05
8,2,0,0.0000,-56.13,14.20
8,2,1,0.0294,-52.47,10.72
8,2,3,0.0000,-49.03,8.23
8,2,4,0.0270,-56.89,15.05
8,3,0,0.3958,-63.46,20.00
8,3,1,0.0200,-58.63,13.80
8,3,2,0.0000,-51.89,8.23
8,3,4,0.0248,-49.79,7.01
8,4,0,0.0208,-68.04,26.75
8,4,1,0.5215,-64.28,20.05
8,4,2,0.0250,-60.55,15.05
8,4,3,0.0304,-50.58,7.01
9,0,1,0.0234,-50.59,7.54
9,0,2,0.0000,-58.84,14.20
9,0,3,0.3727,-63.31,20.00
9,0,4,0.0143,-67.10,26.75
9,1,0,0.0288,-49.42,7.54
9,1,2,0.0266,-54.01,10.72
9,1,3,0.0248,-57.30,13.80
9,1,4,0.5036,-62.17,20.05
9,2,0,0.0000,-56.13,14.20
9,2,1,0.0294,-52.47,10.72
9,2,3,0.0000,-49.03,8.23
9,2,4,0.0270,-56.89,15.05
9,3,0,0.4228,-63.46,20.00
9,3,1,0.0212,-58.63,13.80
9,3,2,0.0000,-51.89,8.23
9,3,4,0.0260,-49.79,7.01
9,4,0,0.0208,-68.04,26.75
9,4,1,0.5215,-64.28,20.05
9,4,2,0.0250,-60.55,15.05
9,4,3,0.0304,-50.58,7.01
10,0,1,0.0234,-50.59,7.54
10,0,2,0.0000,-58.84,14.20
10,0,3,0.3727,-63.31,20.00
10,0,4,0.0143,-67.10,26.75
10,1,0,0.0299,-49.42,7.54
10,1,2,0.0277,-54.01,10.72
10,1,3,0.0259,-57.30,13.80
10,1,4,0.5290,-62.17,20.05
10,2,0,0.0000,-56.13,14.20
10,2,1,0.0294,-52.47,10.72
10,2,3,0.0000,-49.03,8.23
10,2,4,0.0270,-56.89,15.05
10,3,0,0.3745,-63.46,20.00
10,3,1,0.0191,-58.63,13.80
10,3,2,0.0000,-51.89,8.23
10,3,4,0.0238,-49.79,7.01
10,4,0,0.0208,-68.04,26.75
10,4,1,0.5215,-64.28,20.05
10,4,2,0.0250,-60.55,15.05
10,4,3,0.0304,-50.58,7.01
11,0,1,0.0225,-50.59,7.54
11,0,2,0.0000,-58.84,14.20
11,0,3,0.3531,-63.31,20.00
11,0,4,0.0134,-67.10,26.75
11,1,0,0.0272,-49.42,7.54
11,1,2,0.0250,-54.01,10.72
11,1,3,0.0232,-57.30,13.80
11,1,4,0.4669,-62.17,20.05
11,2,0,0.0000,-56.13,14.20
11,2,1,0.0294,-52.47,10.72
11,2,3,0.0000,-49.03,8.23
11,2,4,0.0270,-56.89,15.05
11,3,0,0.3745,-63.46,20.00
11,3,1,0.0191,-58.63,13.80
11,3,2,0.0000,-51.89,8.23
11,3,4,0.0238,-49.79,7.01
11,4,0,0.0208,-68.04,26.75
11,4,1,0.5215,-64.28,20.05
11,4,2,0.0250,-60.55,15.05
11,4,3,0.0304,-50.58,7.01
12,0,1,0.0216,-50.59,7.54
12,0,2,0.0000,-58.84,14.20
12,0,3,0.3336,-63.31,20.00
12,0,4,0.0126,-67.10,26.75
12,1,0,0.0281,-49.42,7.54
12,1,2,0.0259,-54.01,10.72
12,1,3,0.0240,-57.30,13.80
12,1,4,0.4863,-62.17,20.05
12,2,0,0.0000,-56.13,14.20
12,2,1,0.0294,-52.47,10.72
12,2,3,0.0000,-49.03,8.23
12,2,4,0.0270,-56.89,15.05
12,3,0,0.3657,-63.46,20.00
12,3,1,0.0187,-58.63,13.80
12,3,2,0.0000,-51.89,8.23
12,3,4,0.0235,-49.79,7.01
12,4,0,0.0208,-68.04,26.75
12,4,1,0.5215,-64.28,20.05
12,4,2,0.0250,-60.55,15.05
12,4,3,0.0304,-50.58,7.01
13,0,1,0.0216,-50.59,7.54
13,0,2,0.0000,-58.84,14.20
13,0,3,0.3336,-63.31,20.00
13,0,4,0.0126,-67.10,26.75
13,1,0,0.0261,-49.42,7.54
13,1,2,0.0239,-54.01,10.72
13,1,3,0.0221,-57.30,13.80
13,1,4,0.4430,-62.17,20.05
13,2,0,0.0000,-56.13,14.20
13,2,1,0.0294,-52.47,10.72
13,2,3,0.0000,-49.03,8.23
13,2,4,0.0270,-56.89,15.05
13,3,0,0.4301,-63.46,20.00
13,3,1,0.0216,-58.63,13.80
13,3,2,0.0000,-51.89,8.23
13,3,4,0.0263,-49.79,7.01
13,4,0,0.0208,-68.04,26.75
13,4,1,0.5215,-64.28,20.05
13,4,2,0.0250,-60.55,15.05
13,4,3,0.0304,-50.58,7.01
14,0,1,0.0234,-50.59,7.54
14,0,2,0.0000,-58.84,14.20
14,0,3,0.3735,-63.31,20.00
14,0,4,0.0143,-67.10,26.75
14,1,0,0.0244,-49.42,7.54
14,1,2,0.0222,-54.01,10.72
14,1,3,0.0204,-57.30,13.80
14,1,4,0.4031,-62.17,20.05
14,2,0,0.0000,-56.13,14.20
14,2,1,0.0294,-52.47,10.72
14,2,3,0.0000,-49.03,8.23
14,2,4,0.0270,-56.89,15.05
14,3,0,0.4301,-63.46,20.00
14,3,1,0.0216,-58.63,13.80
14,3,2,0.0000,-51.89,8.23
14,3,4,0.0263,-49.79,7.01
14,4,0,0.0208,-68.04,26.75
14,4,1,0.5215,-64.28,20.05
14,4,2,0.0250,-60.55,15.05
14,4,3,0.0304,-50.58,7.01
15,0,1,0.0234,-50.59,7.54
15,0,2,0.0000,-58.84,14.20
15,0,3,0.3735,-63.31,20.00
15,0,4,0.0143,-67.10,26.75
15,1,0,0.0244,-49.42,7.54
15,1,2,0.0222,-54.01,10.72
15,1,3,0.0204,-57.30,13.80
15,1,4,0.4031,-62.17,20.05
15,2,0,0.0000,-56.13,14.20
15,2,1,0.0294,-52.47,10.72
15,2,3,0.0000,-49.03,8.23
15,2,4,0.0270,-56.89,15.05
15,3,0,0.4301,-63.46,20.00
15,3,1,0.0216,-58.63,13.80
15,3,2,0.0000,-51.89,8.23
15,3,4,0.0263,-49.79,7.01
15,4,0,0.0208,-68.04,26.75
15,4,1,0.5215,-64.28,20.05
15,4,2,0.0250,-60.55,15.05
15,4,3,0.0304,-50.58,7.01
16,0,1,0.0234,-50.59,7.54
16,0,2,0.0000,-58.84,14.20
16,0,3,0.3735,-63.31,20.00
16,0,4,0.0143,-67.10,26.75
16,1,0,0.0244,-49.42,7.54
16,1,2,0.0222,-54.01,10.72
16,1,3,0.0204,-57.30,13.80
16,1,4,0.4031,-62.17,20.05
16,2,0,0.0000,-56.13,14.20
16,2,1,0.0294,-52.47,10.72
16,2,3,0.0000,-49.03,8.23
16,2,4,0.0270,-56.89,15.05
16,3,0,0.4343,-63.46,20.00
16,3,1,0.0217,-58.63,13.80
16,3,2,0.0000,-51.89,8.23
16,3,4,0.0265,-49.79,7.01
16,4,0,0.0208,-68.04,26.75
16,4,1,0.5215,-64.28,20.05
16,4,2,0.0250,-60.55,15.05
16,4,3,0.0304,-50.58,7.01
17,0,1,0.0234,-50.59,7.54
17,0,2,0.0000,-58.84,14.20
17,0,3,0.3735,-63.31,20.00
17,0,4,0.0143,-67.10,26.75
17,1,0,0.0245,-49.42,7.54
17,1,2,0.0223,-54.01,10.72
17,1,3,0.0205,-57.30,13.80
17,1,4,0.4056,-62.17,20.05
17,2,0,0.0000,-56.13,14.20
17,2,1,0.0294,-52.47,10.72
17,2,3,0.0000,-49.03,8.23
17,2,4,0.0270,-56.89,15.05
17,3,0,0.4325,-63.46,20.00
17,3,1,0.0217,-58.63,13.80
17,3,2,0.0000,-51.89,8.23
17,3,4,0.0264,-49.79,7.01
17,4,0,0.0208,-68.04,26.75
17,4,1,0.5215,-64.28,20.05
17,4,2,0.0250,-60.55,15.05
17,4,3,0.0304,-50.58,7.01
18,0,1,0.0216,-50.59,7.54
18,0,2,0.0000,-58.84,14.20
18,0,3,0.3336,-63.31,20.00
18,0,4,0.0126,-67.10,26.75
18,1,0,0.0245,-49.42,7.54
18,1,2,0.0223,-54.01,10.72
18,1,3,0.0205,-57.30,13.80
18,1,4,0.4056,-62.17,20.05
18,2,0,0.0000,-56.13,14.20
18,2,1,0.0294,-52.47,10.72
18,2,3,0.0000,-49.03,8.23
