step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0000,-67.37,30.00
0,0,2,0.3991,-62.85,21.21
0,0,3,0.3427,-67.37,30.00
0,0,4,0.2862,-71.88,42.43
0,1,0,0.0000,-67.37,30.00
0,1,2,0.0000,-62.85,21.21
0,1,3,0.0000,-71.88,42.43
0,1,4,0.0000,-67.37,30.00
0,2,0,0.5393,-62.85,21.21
0,2,1,0.0000,-62.85,21.21
0,2,3,0.5393,-62.85,21.21
0,2,4,0.5393,-62.85,21.21
0,3,0,0.3875,-67.37,30.00
0,3,1,0.0000,-71.88,42.43
0,3,2,0.4439,-62.85,21.21
0,3,4,0.3875,-67.37,30.00
0,4,0,0.3284,-71.88,42.43
0,4,1,0.0000,-67.37,30.00
0,4,2,0.4413,-62.85,21.21
0,4,3,0.3848,-67.37,30.00
1,0,1,0.0000,-67.37,30.00
1,0,2,0.3991,-62.85,21.21
1,0,3,0.3427,-67.37,30.00
1,0,4,0.2862,-71.88,42.43
1,1,0,0.0000,-67.37,30.00
1,1,2,0.0000,-62.85,21.21
1,1,3,0.0000,-71.88,42.43
1,1,4,0.0000,-67.37,30.00
1,2,0,0.5393,-62.85,21.21
1,2,1,0.0000,-62.85,21.21
1,2,3,0.5393,-62.85,21.21
1,2,4,0.5393,-62.85,21.21
1,3,0,0.3875,-67.37,30.00
1,3,1,0.0000,-71.88,42.43
1,3,2,0.4439,-62.85,21.21
1,3,4,0.3875,-67.37,30.00
1,4,0,0.3284,-71.88,42.43
1,4,1,0.0000,-67.37,30.00
1,4,2,0.4413,-62.85,21.21
1,4,3,0.3848,-67.37,30.00
2,0,1,0.0000,-67.37,30.00
2,0,2,0.3991,-62.85,21.21
2,0,3,0.3427,-67.37,30.00
2,0,4,0.2862,-71.88,42.43
2,1,0,0.0000,-67.37,30.00
2,1,2,0.0000,-62.85,21.21
2,1,3,0.0000,-71.88,42.43
2,1,4,0.0000,-67.37,30.00
2,2,0,0.5393,-62.85,21.21
2,2,1,0.0000,-62.85,21.21
2,2,3,0.5393,-62.85,21.21
2,2,4,0.5393,-62.85,21.21
2,3,0,0.3811,-67.37,30.00
2,3,1,0.0000,-71.88,42.43
2,3,2,0.4375,-62.85,21.21
2,3,4,0.3811,-67.37,30.00
2,4,0,0.3284,-71.88,42.43
2,4,1,0.0000,-67.37,30.00
2,4,2,0.4413,-62.85,21.21
2,4,3,0.3848,-67.37,30.00
3,0,1,0.0000,-67.37,30.00
3,0,2,0.3991,-62.85,21.21
3,0,3,0.3427,-67.37,30.00
3,0,4,0.2862,-71.88,42.43
3,1,0,0.0000,-67.37,30.00
3,1,2,0.0000,-62.85,21.21
3,1,3,0.0000,-71.88,42.43
3,1,4,0.0000,-67.37,30.00
3,2,0,0.5179,-62.85,21.21
3,2,1,0.0000,-62.85,21.21
3,2,3,0.5179,-62.85,21.21
3,2,4,0.5179,-62.85,21.21
3,3,0,0.3755,-67.37,30.00
3,3,1,0.0000,-71.88,42.43
3,3,2,0.4320,-62.85,21.21
3,3,4,0.3755,-67.37,30.00
3,4,0,0.3545,-71.88,42.43
