step,client_id,x,y,associated_ap,demand_mbps,sinr_db,max_rate_mbps,throughput_mbps,airtime_fraction,velocity,direction
0,0,44.21,23.12,3,28.75,-6.40,5.95,5.95,0.0772,1.32,0.00
0,1,40.78,23.71,3,11.51,-6.09,6.34,6.34,0.0824,0.82,0.00
0,2,31.63,41.80,0,24.05,10.00,69.17,24.05,0.3326,1.10,0.00
0,3,13.48,18.02,1,19.94,51.67,343.31,15.04,0.1003,0.66,0.00
0,4,42.27,28.40,3,8.85,-6.75,5.53,5.53,0.0719,1.50,0.00
0,5,10.03,21.96,1,15.37,25.06,166.62,11.59,0.0773,1.13,0.00
0,6,30.05,35.06,3,28.80,-7.87,4.36,4.36,0.0567,1.76,0.00
0,7,15.56,25.61,3,6.25,3.26,32.80,6.25,0.0812,1.08,0.00
0,8,42.41,23.46,3,29.51,-6.25,6.13,6.13,0.0797,1.69,0.00
0,9,13.36,17.56,1,8.68,46.27,307.38,6.55,0.0436,1.78,0.00
0,10,41.00,13.27,1,34.52,13.52,91.08,26.05,0.1736,0.77,0.00
0,11,15.71,11.25,1,28.65,26.40,175.48,21.62,0.1441,0.83,0.00
0,12,33.03,9.67,1,5.00,16.08,107.53,3.78,0.0252,1.65,0.00
0,13,36.81,12.32,1,8.18,14.60,97.96,6.17,0.0411,0.88,0.00
0,14,5.29,43.64,2,15.10,24.15,160.56,15.10,1.0000,1.96,0.00
0,15,27.04,17.59,1,16.35,17.20,114.79,12.34,0.0823,0.75,0.00
0,16,34.74,16.00,1,34.06,14.38,96.56,25.69,0.1713,1.01,0.00
0,17,28.64,38.13,0,32.60,9.74,67.60,32.60,0.4507,0.95,0.00
0,18,8.54,28.68,3,17.94,-4.67,8.47,8.47,0.1100,1.34,0.00
0,19,9.28,28.95,3,34.87,-4.31,9.10,9.10,0.1182,1.51,0.00
0,20,22.43,41.77,0,15.68,15.89,106.33,15.68,0.2168,1.46,0.00
0,21,38.78,21.81,3,10.28,-5.69,6.90,6.90,0.0896,1.13,0.00
0,22,40.69,28.38,3,28.91,-6.61,5.70,5.70,0.0740,1.77,0.00
0,23,32.12,28.89,3,18.43,-5.35,7.38,7.38,0.0959,0.61,0.00
