step,ap_id,x,y,tx_power,channel,bandwidth,noise_floor,max_throughput,allocated_throughput,duty_cycle,num_clients,inc_energy_dbm
0,0,10.0,23.265577215674796,21.30531806088788,1,20,-95.0,150.0,44.18195550242558,0.2945,3,-36.64
0,1,15.0,21.605405397118485,28.56503615365816,6,20,-95.0,150.0,83.62542125525468,0.5575,5,-23.84
0,2,20.0,29.64631097895988,20.150711712587693,11,20,-95.0,150.0,150.0,1.0000,17,-38.57
0,3,25.0,20.02484678974888,20.910900086924812,1,20,-95.0,150.0,91.7353820359488,0.6116,6,-34.68
0,4,30.0,24.709716264963536,23.088837438419162,6,20,-95.0,150.0,19.087898692720046,0.1273,2,-41.26
0,5,35.0,26.87774609993289,20.964922341152935,11,20,-95.0,150.0,38.15353033555769,0.2544,4,-40.02
0,6,40.0,29.34189553359854,27.97571491526525,1,20,-95.0,150.0,150.0,1.0000,9,-30.34
1,0,10.0,23.265577215674796,21.30531806088788,1,20,-95.0,150.0,0.0,0.0000,0,-39.96
1,1,15.0,21.605405397118485,28.56503615365816,6,20,-95.0,150.0,149.99999999999997,1.0000,15,-31.51
1,2,20.0,29.64631097895988,20.150711712587693,11,20,-95.0,150.0,146.4543330647545,0.9764,7,-40.54
1,3,25.0,20.02484678974888,20.910900086924812,1,20,-95.0,150.0,46.595435690638986,0.3106,3,-37.56
1,4,30.0,24.709716264963536,23.088837438419162,6,20,-95.0,150.0,26.400932390563952,0.1760,3,-39.74
1,5,35.0,26.87774609993289,20.964922341152935,11,20,-95.0,150.0,0.0,0.0000,0,-40.04
1,6,40.0,29.34189553359854,27.97571491526525,1,20,-95.0,150.0,149.99999999999997,1.0000,18,-40.05
2,0,10.0,23.265577215674796,21.30531806088788,1,20,-95.0,150.0,0.0,0.0000,0,-40.47
2,1,15.0,21.605405397118485,28.56503615365816,6,20,-95.0,150.0,150.0,1.0000,14,-37.63
2,2,20.0,29.64631097895988,20.150711712587693,11,20,-95.0,150.0,72.6926906172295,0.4846,4,-40.11
2,3,25.0,20.02484678974888,20.910900086924812,1,20,-95.0,150.0,48.49134711698217,0.3233,3,-40.35
2,4,30.0,24.709716264963536,23.088837438419162,6,20,-95.0,150.0,79.46176411747959,0.5297,5,-40.35
2,5,35.0,26.87774609993289,20.964922341152935,11,20,-95.0,150.0,0.0,0.0000,0,-39.84
2,6,40.0,29.34189553359854,27.97571491526525,1,20,-95.0,150.0,150.0,1.0000,20,-42.34
3,0,10.0,23.265577215674796,21.30531806088788,1,20,-95.0,150.0,0.0,0.0000,0,-40.63
3,1,15.0,21.605405397118485,28.56503615365816,6,20,-95.0,150.0,150.00000000000003,1.0000,9,-41.56
3,2,20.0,29.64631097895988,20.150711712587693,11,20,-95.0,150.0,109.45432058626969,0.7297,6,-39.25
3,3,25.0,20.02484678974888,20.910900086924812,1,20,-95.0,150.0,48.49134711698217,0.3233,3,-41.14
3,4,30.0,24.709716264963536,23.088837438419162,6,20,-95.0,150.0,70.01298645524875,0.4668,4,-41.18
3,5,35.0,26.87774609993289,20.964922341152935,11,20,-95.0,150.0,9.448777662230833,0.0630,1,-38.16
3,6,40.0,29.34189553359854,27.97571491526525,1,20,-95.0,150.0,150.00000000000003,1.0000,23,-43.64
4,0,10.0,23.265577215674796,21.30531806088788,1,20,-95.0,150.0,0.0,0.0000,0,-40.71
4,1,15.0,21.605405397118485,28.56503615365816,6,20,-95.0,150.0,149.9843867511409,0.9999,8,-43.75
4,2,20.0,29.64631097895988,20.150711712587693,11,20,-95.0,150.0,130.47413720619363,0.8698,7,-32.84
4,3,25.0,20.02484678974888,20.910900086924812,1,20,-95.0,150.0,48.49134711698217,0.3233,3,-40.98
4,4,30.0,24.709716264963536,23.088837438419162,6,20,-95.0,150.0,62.699952757404844,0.4180,3,-38.42
4,5,35.0,26.87774609993289,20.964922341152935,11,20,-95.0,150.0,16.761811360074738,0.1117,2,-30.65
4,6,40.0,29.34189553359854,27.97571491526525,1,20,-95.0,150.0,150.00000000000003,1.0000,23,-44.52
5,0,10.0,23.265577215674796,21.30531806088788,1,20,-95.0,150.0,0.0,0.0000,0,-40.76
5,1,15.0,21.605405397118485,28.56503615365816,6,20,-95.0,150.0,143.21353726103675,0.9548,7,-44.74
5,2,20.0,29.64631097895988,20.150711712587693,11,20,-95.0,150.0,128.5282510285177,0.8569,7,-26.89
5,3,25.0,20.02484678974888,20.910900086924812,1,20,-95.0,150.0,48.49134711698217,0.3233,3,-40.26
5,4,30.0,24.709716264963536,23.088837438419162,6,20,-95.0,150.0,53.06083172691563,0.3537,2,-23.27
5,5,35.0,26.87774609993289,20.964922341152935,11,20,-95.0,150.0,16.761811360074738,0.1117,2,-36.26
5,6,40.0,29.34189553359854,27.97571491526525,1,20,-95.0,150.0,149.99999999999997,1.0000,25,-44.22
6,0,10.0,23.265577215674796,21.30531806088788,1,20,-95.0,150.0,0.0,0.0000,0,-40.79
6,1,15.0,21.605405397118485,28.56503615365816,6,20,-95.0,150.0,137.13980829461596,0.9143,7,-45.25
6,2,20.0,29.64631097895988,20.150711712587693,11,20,-95.0,150.0,122.89956220549202,0.8193,6,-36.24
