step,client_id,from_ap,to_ap,client_x,client_y
0,0,,2,24.70,23.43
0,1,,2,34.95,29.94
0,2,,2,23.11,28.16
0,3,,0,14.39,14.63
0,4,,3,21.54,38.49
0,5,,2,13.46,25.73
0,6,,0,6.55,17.91
0,7,,0,11.05,6.23
0,8,,3,9.38,28.76
0,9,,0,16.73,13.68
0,10,,3,13.79,40.21
0,11,,4,27.59,41.98
0,12,,2,13.93,26.56
0,13,,3,13.77,44.53
0,14,,3,17.39,35.38
0,15,,2,14.78,24.37
0,16,,3,7.12,35.23
0,17,,2,28.93,23.97
0,18,,1,29.44,10.43
0,19,,4,34.75,38.67
0,20,,0,19.82,5.11
0,21,,2,30.61,21.76
0,22,,0,8.25,5.58
0,23,,1,30.95,11.21
0,24,,3,16.02,32.79
1,1,2,4,35.99,30.25
2,4,3,2,23.49,38.23
2,24,3,2,18.18,32.27
3,14,3,2,20.00,34.11
6,20,0,1,25.14,4.14
6,21,2,1,36.00,20.26
8,4,2,4,29.46,35.77
10,1,4,1,40.94,24.16
10,17,2,4,39.40,25.90
11,3,0,2,23.40,12.58
12,9,0,1,25.41,5.59
13,0,2,4,37.34,28.27
13,2,2,4,37.40,27.84
15,24,2,4,30.10,35.48
16,13,3,4,25.39,44.18
17,7,0,2,21.45,13.64
18,15,2,1,33.16,16.56
18,18,1,4,41.59,25.20
20,5,2,4,31.92,33.10
20,12,2,4,26.67,39.26
23,8,3,4,25.74,44.11
23,14,2,1,34.80,19.19
24,16,3,4,25.61,47.75
24,17,4,1,48.25,23.78
25,4,4,1,44.49,23.88
27,11,4,2,35.73,28.72
29,7,2,1,30.40,14.69
31,5,4,1,41.29,24.70
34,3,2,4,34.24,32.10
34,12,4,3,24.88,47.40
35,2,4,2,37.19,27.41
38,15,1,2,25.47,11.26
39,20,1,2,30.09,15.47
45,1,1,2,29.47,16.14
46,21,1,2,35.33,21.54
49,18,4,3,24.25,45.36
53,15,2,3,16.18,32.43
53,22,0,3,6.98,25.32
55,2,2,3,13.63,28.89
56,14,1,2,31.12,16.95
57,9,1,4,41.68,25.61
57,24,4,2,25.11,38.80
58,19,4,2,38.11,25.98
58,24,2,3,23.81,39.12
59,0,4,2,27.57,35.86
59,1,2,3,22.42,37.66
60,21,2,3,19.40,34.80
61,10,3,0,2.17,24.25
64,4,1,0,24.62,1.58
65,14,2,4,37.75,28.96
68,2,3,0,0.85,24.42
71,1,3,4,25.06,41.97
73,19,2,1,31.07,15.11
73,20,2,3,24.17,39.63
74,13,4,2,26.79,37.20
76,8,4,2,38.25,26.39
77,3,4,2,27.75,37.14
79,1,4,2,34.65,30.30
80,0,2,0,12.61,21.44
80,11,2,3,11.98,27.21
81,21,3,2,24.39,38.03
82,14,4,2,35.62,28.82
83,16,4,2,38.70,24.66
84,1,2,1,39.52,22.70
84,15,3,2,15.47,29.96
84,23,1,2,37.58,23.18
85,7,1,0,24.27,6.40
88,12,3,2,17.13,31.14
89,21,2,4,33.36,31.89
90,16,2,1,31.71,16.01
92,13,2,0,15.02,19.28
92,22,3,4,25.01,45.52
93,15,2,0,12.55,21.68
95,14,2,0,21.97,12.96
97,7,0,2,18.32,17.19
98,9,4,2,27.04,37.47
100,6,0,2,21.69,14.31
101,11,3,0,2.61,24.99
102,24,3,2,18.23,32.33
104,8,2,1,28.65,13.17
106,6,2,1,29.66,13.83
106,18,3,2,14.76,29.07
107,3,2,0,14.08,20.28
108,11,0,3,2.06,25.13
109,16,1,2,26.66,12.35
110,13,0,1,25.83,6.73
113,5,1,4,48.32,25.52
113,19,1,4,48.40,25.34
114,8,1,0,24.85,7.12
114,11,3,0,5.69,24.75
114,18,2,0,12.65,21.78
114,21,4,2,36.44,27.94
115,14,0,3,8.68,25.26
116,12,2,1,32.11,16.61
116,14,3,2,10.53,25.52
116,17,1,2,24.62,10.42
117,17,2,0,23.93,11.04
117,24,2,1,34.92,19.65
118,0,0,1,25.25,0.21
118,17,0,2,23.35,11.87
119,6,1,4,42.09,25.43
122,1,1,2,39.21,25.28
122,16,2,4,38.26,28.86
124,1,2,4,37.81,27.61
126,7,2,4,29.62,35.70
126,23,2,3,22.80,38.38
127,22,4,1,48.85,24.45
130,11,0,2,14.75,20.55
131,14,2,1,37.97,21.60
134,15,0,2,11.70,24.72
134,21,2,3,24.08,40.26
135,9,2,1,27.82,12.16
139,19,4,3,24.82,44.50
141,17,2,4,33.38,32.33
142,10,0,1,25.30,2.07
143,13,1,0,24.88,6.49
147,24,1,4,49.62,26.89
149,8,0,2,20.05,16.07
151,14,1,2,30.54,15.55
152,4,0,2,21.05,13.96
152,12,1,0,24.73,10.23
152,15,2,1,34.38,18.87
154,22,1,2,25.92,11.05
156,22,2,0,23.96,10.78
161,6,4,1,48.61,24.94
161,16,4,1,42.57,23.92
166,7,4,1,47.17,24.00
166,11,2,1,32.17,17.06
166,14,2,3,20.57,36.75
167,3,0,2,18.44,16.70
168,13,0,3,8.47,26.34
173,2,0,3,3.59,25.83
173,24,4,2,32.72,31.69
178,13,3,2,20.98,35.82
179,13,2,3,21.91,36.93
180,7,1,2,26.91,14.04
181,5,4,2,27.02,36.73
181,10,1,2,27.35,13.01
182,14,3,2,20.93,35.20
183,8,2,4,39.16,26.50
183,18,0,2,11.41,24.62
184,0,1,2,25.55,11.23
187,4,2,4,34.30,30.72
187,17,4,1,46.14,24.76
187,19,3,0,2.25,24.90
187,24,2,0,11.87,22.67
188,7,2,0,13.59,21.12
189,0,2,0,20.88,13.64
189,6,1,2,35.91,21.03
189,15,1,0,24.79,7.62
189,24,0,3,9.34,25.02
190,3,2,4,38.10,27.09
190,13,3,4,25.63,47.88
191,7,0,3,10.18,25.43
191,9,1,2,32.79,18.94
191,14,2,0,13.73,20.87
191,21,3,4,25.03,49.55
193,6,2,4,39.36,27.76
194,8,4,1,45.64,24.98
197,5,2,0,12.58,22.28
197,15,0,2,17.47,18.60
197,23,3,0,0.55,24.73
198,16,1,2,34.90,20.48
204,4,4,3,24.53,40.93
204,8,1,4,48.88,25.22
204,15,2,3,13.24,30.38
207,8,4,1,47.27,24.74
207,9,2,3,17.47,32.93
212,6,4,2,28.16,35.03
214,10,2,3,18.16,34.30
214,14,0,1,25.61,8.44
214,16,2,3,21.35,36.89
218,11,1,0,24.99,4.96
219,21,4,2,33.05,31.59
221,22,0,2,22.18,12.85
221,24,3,2,21.07,34.41
222,1,4,2,36.63,27.54
222,6,2,3,14.16,29.42
222,13,4,1,45.99,23.94
222,19,0,3,0.54,25.17
223,0,0,2,11.40,24.18
224,2,3,2,10.49,24.69
224,15,3,4,26.27,43.59
225,2,2,0,10.49,23.62
225,18,2,1,31.28,15.73
227,20,3,0,5.86,24.45
230,22,2,1,26.79,11.64
232,23,0,1,26.06,6.72
232,24,2,4,35.96,30.61
233,9,3,2,16.58,30.64
233,17,1,0,24.34,9.19
235,5,0,1,25.26,8.24
235,18,1,0,24.91,4.63
236,14,1,4,44.15,25.23
237,0,2,3,19.43,34.57
237,7,3,0,4.48,24.88
240,14,4,2,37.86,25.77
242,4,3,0,3.56,24.89
242,15,4,1,43.99,24.26
243,13,1,0,24.59,8.35
244,9,2,0,19.10,13.92
244,12,0,2,13.35,23.13
244,24,4,1,50.00,24.81
245,3,4,1,44.81,24.94
246,6,3,4,25.09,42.48
247,2,0,1,25.70,4.33
251,24,1,4,40.99,25.58
253,0,3,4,25.57,49.00
254,14,2,3,15.93,31.21
256,19,3,2,14.98,28.46
257,21,2,3,13.31,28.33
258,16,3,4,25.20,43.98
259,3,1,2,34.75,20.73
259,12,2,4,25.01,40.32
261,0,4,2,25.84,39.03
263,20,0,2,19.36,16.00
265,1,2,3,14.75,30.82
266,15,1,0,24.01,1.67
267,5,1,2,31.22,17.64
268,17,0,3,8.33,25.15
269,9,0,3,6.49,26.22
270,21,3,0,0.96,24.88
271,3,2,3,22.39,38.88
271,17,3,2,11.81,26.41
272,6,4,1,46.04,24.94
273,19,2,1,25.34,9.09
274,11,0,2,15.99,19.27
276,20,2,1,32.83,17.75
278,0,2,0,9.47,23.98
280,18,0,3,4.61,25.01
285,4,0,2,11.15,24.98
285,23,1,0,24.71,4.68
286,6,1,0,24.86,9.07
287,5,2,3,23.76,39.24
288,14,3,2,24.17,37.99
288,17,2,4,29.63,36.09
290,7,0,2,24.92,11.19
292,2,1,2,29.39,14.82
292,11,2,1,29.33,13.24
293,13,0,2,15.38,20.24
294,14,2,4,32.57,33.09
295,5,3,4,25.14,47.91
296,3,3,0,1.95,23.98
296,15,0,3,1.05,25.02
297,5,4,3,24.62,50.00
297,12,4,2,39.12,24.99
300,23,0,1,25.73,10.10
301,0,0,2,24.30,12.30
301,7,2,1,32.54,17.53
303,0,2,1,27.77,11.84
303,9,3,2,13.02,26.47
303,14,4,1,43.49,24.58
307,21,0,3,6.92,25.21
309,4,2,1,37.47,21.01
309,9,2,0,16.72,17.66
310,5,3,2,23.16,37.07
310,16,4,2,33.98,29.89
310,24,4,3,24.67,43.61
311,17,4,2,30.38,33.25
313,12,2,3,21.31,38.58
313,22,1,2,30.13,15.86
315,23,1,4,42.43,26.10
316,6,0,2,23.68,11.32
318,6,2,1,27.20,11.75
318,20,1,2,38.21,23.43
318,21,3,2,21.22,35.60
319,2,2,4,32.58,33.13
319,18,3,2,13.93,27.79
320,13,2,3,21.74,36.84
320,19,1,4,45.06,25.96
323,21,2,4,29.41,36.17
325,3,0,2,23.15,12.24
326,20,2,4,36.77,28.72
327,0,1,2,37.79,24.11
327,17,2,0,16.95,17.00
328,18,2,0,20.55,13.93
331,5,2,0,18.24,15.71
332,0,2,4,33.41,32.14
332,9,0,2,17.04,19.66
334,23,4,2,27.56,35.63
335,16,2,0,20.10,13.90
336,14,1,2,27.78,12.95
338,3,2,4,37.75,27.26
339,10,3,0,3.08,23.99
341,7,1,2,30.71,16.60
342,0,4,3,24.77,46.01
342,12,3,4,25.90,49.75
342,18,0,1,25.22,6.46
344,8,1,2,36.15,22.20
344,9,2,4,27.51,37.56
344,15,3,4,25.03,49.73
346,4,1,2,32.50,18.45
347,23,2,0,15.52,18.13
348,14,2,3,16.60,32.79
349,6,1,2,29.13,15.86
349,11,1,0,24.61,9.74
354,1,3,0,2.95,24.95
354,18,1,2,36.34,22.50
354,22,2,0,15.56,18.93
355,5,0,2,20.35,16.35
356,23,0,1,26.25,4.43
357,4,2,0,21.28,12.45
357,21,4,2,32.25,31.13
358,13,3,2,11.28,25.22
359,7,2,4,37.69,27.35
360,6,2,3,14.20,30.04
360,19,4,2,26.45,38.32
365,8,2,0,14.78,18.71
365,21,2,1,33.73,17.44
367,18,2,3,21.41,37.96
370,3,4,1,47.11,24.87
371,12,4,2,34.65,29.02
372,5,2,4,27.08,39.65
372,9,4,1,43.80,24.15
375,16,0,2,15.18,21.69
376,14,3,4,26.50,46.86
377,2,4,2,30.16,33.52
377,19,2,0,15.49,18.22
378,12,2,1,34.01,18.38
379,0,3,4,25.45,48.51
379,10,0,2,17.99,17.08
379,13,2,4,30.68,35.27
380,4,0,3,4.44,25.01
383,23,1,2,31.99,17.03
385,14,4,2,33.11,30.54
386,4,3,2,11.87,25.92
386,11,0,2,14.70,20.39
386,23,2,1,28.81,13.40
388,2,2,3,17.21,32.33
388,16,2,3,17.98,34.36
390,22,0,2,23.32,11.90
392,14,2,1,34.08,17.40
393,23,1,0,24.84,3.57
394,21,1,4,45.36,25.73
395,4,2,3,19.45,34.96
396,8,0,2,21.56,13.72
396,9,1,0,24.26,3.63
396,10,2,1,33.11,17.51
396,12,1,0,24.32,6.20
397,6,3,0,2.90,23.92
398,0,4,1,41.81,23.98
398,18,3,4,25.88,47.47
398,20,4,3,24.36,48.68
398,22,2,1,31.08,15.96
399,2,3,0,5.94,24.98
401,7,4,2,30.05,33.17
401,11,2,1,35.20,19.97
402,21,4,2,32.89,31.40
403,8,2,1,29.52,13.20
406,4,3,4,25.62,50.00
406,24,3,0,2.47,24.83
408,5,4,1,44.66,23.95
410,11,1,4,48.47,25.20
410,21,2,3,23.45,39.11
411,15,4,2,31.88,32.63
412,7,2,3,14.68,29.73
412,19,0,3,7.67,25.78
413,7,3,2,13.83,28.48
413,12,0,3,0.78,25.19
413,14,1,2,31.51,17.96
415,11,4,1,44.01,24.96
416,2,0,2,14.54,21.49
417,7,2,0,10.23,24.16
417,23,0,3,6.66,25.58
418,19,3,2,15.40,30.13
419,13,4,3,24.71,45.26
421,11,1,2,35.35,20.94
422,16,3,4,25.66,42.65
423,19,2,3,20.60,35.68
424,3,1,2,27.55,12.82
424,6,0,1,25.05,3.56
426,14,2,3,13.63,29.34
426,15,2,3,16.05,31.10
428,10,1,2,34.17,19.30
428,21,3,2,16.39,31.36
430,2,2,4,28.40,37.34
430,19,3,4,25.49,46.45
430,24,0,2,17.77,18.18
431,11,2,0,22.38,12.19
433,3,2,0,20.04,14.53
434,12,3,4,25.83,49.22
434,13,3,2,18.54,31.19
434,21,2,0,12.27,21.28
434,23,3,2,18.83,32.55
435,18,4,1,46.59,24.25
437,0,1,2,32.90,19.30
437,1,0,2,21.69,13.60
437,4,4,2,26.08,38.76
438,5,1,0,23.28,2.10
439,4,2,3,22.86,39.33
439,15,3,0,6.02,24.69
440,19,4,2,25.24,38.88
442,14,3,0,8.43,24.10
442,23,2,4,31.68,34.13
443,8,1,2,32.61,18.33
444,20,3,2,17.42,32.20
447,10,2,3,14.71,31.50
447,13,2,1,30.23,13.48
447,17,0,2,12.02,23.14
448,1,2,1,29.59,14.43
449,15,0,3,1.69,25.11
450,16,4,1,40.84,24.70
451,0,2,0,10.42,23.92
451,24,2,4,30.51,35.05
453,1,1,2,32.17,17.43
453,16,1,2,38.65,24.00
453,19,2,0,15.93,17.15
455,0,0,3,3.00,25.90
455,17,2,3,13.50,28.94
456,4,3,0,3.51,24.83
456,6,1,2,25.98,11.24
456,7,0,3,9.76,25.24
457,6,2,0,24.20,10.61
458,20,2,1,33.91,18.02
458,23,4,1,46.23,24.08
459,9,0,2,24.69,11.19
459,14,0,1,26.50,5.35
459,22,1,2,33.56,18.59
460,3,0,3,9.89,25.30
460,12,4,2,33.83,29.82
