step,client_id,from_ap,to_ap,client_x,client_y
0,0,,3,33.43,28.52
0,1,,1,37.84,8.73
0,2,,1,38.92,9.88
0,3,,1,41.61,23.97
0,4,,0,14.98,11.72
0,5,,0,12.24,11.17
0,6,,3,33.11,26.28
0,7,,2,5.43,36.97
0,8,,3,33.30,29.49
0,9,,0,7.23,8.58
0,10,,3,25.07,38.91
0,11,,1,32.15,5.05
0,12,,2,24.05,28.59
0,13,,0,9.83,6.85
0,14,,3,25.74,30.91
0,15,,2,8.02,32.20
0,16,,2,13.95,25.58
0,17,,2,24.18,42.87
0,18,,1,44.20,19.34
0,19,,1,32.96,8.38
0,20,,0,8.70,10.20
0,21,,0,15.80,18.90
0,22,,1,39.35,14.94
0,23,,0,16.92,7.44
0,24,,0,6.74,17.99
0,25,,2,11.85,36.60
0,26,,2,14.09,29.86
0,27,,2,19.13,34.51
0,28,,2,20.32,40.38
0,29,,2,11.85,41.27
0,30,,3,42.26,34.77
0,31,,0,17.42,14.82
0,32,,1,30.52,10.61
0,33,,2,22.41,43.84
0,34,,1,27.17,11.03
0,35,,0,23.13,5.37
0,36,,2,16.04,34.45
0,37,,2,12.78,27.19
0,38,,1,40.16,22.80
0,39,,1,25.67,18.70
0,40,,0,20.80,23.75
0,41,,3,39.04,40.37
0,42,,0,21.56,17.14
0,43,,2,10.64,42.42
0,44,,2,11.62,44.29
0,45,,2,19.61,38.36
1,10,3,2,26.54,39.34
1,39,1,0,26.24,18.58
2,12,2,3,27.86,27.83
2,39,0,1,26.73,18.40
3,6,3,1,35.87,25.63
4,0,3,1,39.02,25.98
4,10,2,3,31.04,41.16
4,42,0,1,27.20,20.35
6,21,0,2,21.39,25.88
6,30,3,2,49.51,41.09
6,35,0,1,34.61,4.20
6,40,0,1,27.29,23.04
7,31,0,1,27.65,11.91
7,34,1,0,34.40,2.64
7,41,3,2,47.77,42.73
8,23,0,1,29.41,11.33
8,26,2,0,17.40,24.93
9,3,1,3,46.74,29.50
9,10,3,2,38.06,45.36
9,27,2,3,27.55,26.73
9,42,1,3,31.60,26.47
10,14,3,1,38.36,25.69
10,27,3,1,28.26,25.65
10,37,2,3,26.94,31.20
11,34,0,1,35.27,3.56
12,17,2,3,29.22,39.10
12,44,2,3,27.81,35.85
13,21,2,3,27.06,34.98
14,9,0,1,27.35,19.28
15,3,3,1,37.49,25.18
15,12,3,2,47.53,43.19
15,22,1,0,38.85,1.90
15,28,2,3,27.71,36.55
16,38,1,3,39.97,27.34
17,1,1,0,36.76,1.22
17,2,1,0,31.60,5.76
17,29,2,3,28.74,37.00
