step,client_id,x,y,associated_ap,demand_mbps,sinr_db,max_rate_mbps,throughput_mbps,airtime_fraction,velocity,direction
0,0,44.82,17.03,2,19.48,18.70,124.61,19.48,0.3335,1.27,0.00
0,1,37.74,40.58,4,10.75,6.37,48.32,10.75,0.0725,0.77,0.00
0,2,24.31,32.02,4,25.50,13.12,88.55,25.50,0.1720,0.51,0.00
0,3,24.84,34.28,4,5.33,11.18,76.38,5.33,0.0359,1.64,0.00
0,4,17.77,41.48,3,33.42,5.57,44.05,33.42,0.2581,1.81,0.00
0,5,20.59,34.29,4,6.55,9.75,67.70,6.55,0.0442,1.82,0.00
0,6,39.28,18.29,2,22.97,22.81,151.69,22.97,0.3932,0.75,0.00
0,7,10.42,39.63,3,23.83,6.48,48.89,23.83,0.1841,1.38,0.00
0,8,20.10,44.84,4,23.23,6.67,49.92,23.23,0.1566,1.44,0.00
0,9,26.12,42.51,4,13.45,7.56,54.89,13.45,0.0907,1.36,0.00
0,10,28.20,13.05,1,30.52,12.62,85.38,30.52,0.7170,0.91,0.00
0,11,20.98,7.31,1,6.77,6.63,49.71,6.77,0.1590,0.66,0.00
0,12,36.77,28.61,4,26.31,6.71,50.17,26.31,0.1775,0.69,0.00
0,13,8.59,8.54,0,22.44,7.24,53.07,22.44,0.4211,0.71,0.00
0,14,11.40,20.85,3,10.55,3.84,35.50,10.55,0.0815,0.71,0.00
0,15,26.85,10.00,1,5.28,10.71,73.48,5.28,0.1240,0.90,0.00
0,16,21.14,33.26,4,5.89,10.58,72.69,5.89,0.0397,1.40,0.00
0,17,10.96,8.32,0,30.85,8.78,61.90,30.85,0.5789,1.34,0.00
0,18,12.08,41.78,3,27.74,5.93,45.95,27.74,0.2143,1.33,0.00
0,19,8.43,44.99,3,33.92,5.04,41.33,33.92,0.2620,1.20,0.00
0,20,36.10,26.11,4,24.80,6.16,47.20,24.80,0.1673,1.36,0.00
0,21,42.63,7.71,2,15.96,18.71,124.70,15.96,0.2733,1.20,0.00
0,22,22.21,40.76,4,6.46,7.84,56.46,6.46,0.0436,1.86,0.00
1,0,46.07,16.62,2,19.48,18.04,120.31,19.48,0.3335,1.31,5.97
1,1,38.44,40.65,4,10.75,6.22,47.51,6.62,0.0442,0.71,0.11
1,2,24.86,31.91,4,25.50,13.34,89.95,15.72,0.1048,0.57,6.09
1,3,26.38,34.07,4,5.33,11.31,77.17,3.28,0.0219,1.55,6.15
1,4,19.65,41.20,4,33.42,7.32,53.55,20.60,0.1373,1.90,6.13
1,5,22.37,33.71,4,6.55,10.95,74.98,4.04,0.0269,1.86,5.97
1,6,40.02,18.48,2,22.97,21.75,144.71,22.97,0.3932,0.76,0.26
1,7,11.65,40.14,3,23.83,6.41,48.50,23.83,0.6931,1.33,0.39
1,8,21.55,45.30,4,23.23,6.72,50.20,14.32,0.0954,1.52,0.31
1,9,27.44,42.71,4,13.45,7.48,54.41,8.29,0.0553,1.34,0.15
1,10,29.04,12.81,1,30.52,10.18,70.30,30.52,0.7170,0.87,6.01
1,11,21.57,7.28,1,6.77,6.96,51.54,6.77,0.1590,0.59,6.24
1,12,37.41,28.52,4,26.31,6.34,48.16,16.22,0.1081,0.64,6.15
1,13,9.26,8.36,0,22.44,7.65,55.37,22.44,0.4211,0.70,6.02
1,14,12.09,20.80,3,10.55,4.05,36.50,10.55,0.3069,0.69,6.21
1,15,27.70,9.72,1,5.28,9.57,66.58,5.28,0.1240,0.89,5.96
1,16,22.52,32.91,4,5.89,11.60,78.98,3.63,0.0242,1.42,6.03
1,17,12.29,8.21,0,30.85,9.44,65.82,30.85,0.5789,1.33,6.20
1,18,13.44,41.98,4,27.74,5.95,46.08,17.10,0.1140,1.38,0.14
1,19,9.53,44.58,4,33.92,5.17,42.00,20.91,0.1394,1.18,5.93
1,20,37.53,26.09,4,24.80,5.36,42.98,15.29,0.1019,1.42,6.27
1,21,43.76,7.62,2,15.96,18.24,121.63,15.96,0.2733,1.13,6.20
1,22,24.00,40.45,4,6.46,8.11,58.01,3.98,0.0266,1.81,6.11
2,0,47.27,16.26,2,19.48,17.47,116.56,19.48,0.2341,1.25,5.99
2,1,39.20,40.64,4,10.75,6.07,46.69,6.65,0.0443,0.76,6.27
2,2,25.35,31.79,4,25.50,13.51,91.03,15.78,0.1052,0.50,6.03
2,3,27.80,33.42,4,5.33,11.47,78.16,3.30,0.0220,1.56,5.85
2,4,21.60,40.96,4,33.42,7.70,55.67,20.68,0.1379,1.96,6.16
2,5,24.14,33.54,4,6.55,11.65,79.31,4.05,0.0270,1.78,6.19
2,6,40.69,18.97,2,22.97,20.55,136.80,22.97,0.2760,0.83,0.63
2,7,13.03,40.37,4,23.83,5.95,46.05,14.75,0.0983,1.40,0.17
2,8,23.08,45.75,4,23.23,6.73,50.29,14.37,0.0958,1.60,0.28
2,9,28.67,42.93,4,13.45,7.35,53.73,8.33,0.0555,1.24,0.18
2,10,29.87,12.85,1,30.52,8.11,58.03,30.52,0.7170,0.83,0.04
2,11,22.18,7.04,1,6.77,7.10,52.29,6.77,0.1590,0.65,5.91
2,12,38.07,28.56,4,26.31,6.02,46.46,16.28,0.1086,0.66,0.06
2,13,9.88,8.07,0,22.44,7.91,56.90,22.44,0.4211,0.68,5.83
2,14,12.83,20.98,3,10.55,5.25,42.44,10.55,1.0000,0.76,0.24
2,15,28.54,9.49,1,5.28,8.48,60.15,5.28,0.1240,0.87,6.02
2,16,23.86,32.97,4,5.89,12.08,81.96,3.65,0.0243,1.35,0.04
