step,client_id,from_ap,to_ap,client_x,client_y
0,0,,4,15.17,22.17
0,1,,4,23.19,28.92
0,2,,3,42.44,19.99
0,3,,4,12.78,25.45
0,4,,5,32.22,24.85
0,5,,2,8.36,13.86
0,6,,4,5.70,22.02
0,7,,0,34.12,42.08
0,8,,4,8.76,33.33
0,9,,2,11.55,19.72
0,10,,1,38.66,37.62
0,11,,4,9.36,34.29
0,12,,4,6.68,43.16
0,13,,4,15.61,22.23
0,14,,2,10.60,19.61
0,15,,1,41.72,42.67
0,16,,2,14.91,14.74
0,17,,0,26.76,30.47
0,18,,3,37.15,18.57
0,19,,0,34.44,43.16
0,20,,4,17.89,32.77
0,21,,1,37.50,21.94
0,22,,4,20.13,38.66
0,23,,1,42.26,36.15
0,24,,1,41.61,26.55
1,0,4,0,16.59,22.11
1,3,4,0,13.71,25.68
1,5,2,0,9.05,13.64
1,6,4,0,6.83,21.79
1,8,4,0,10.41,33.04
1,9,2,0,12.67,19.93
1,10,1,0,39.46,37.56
1,11,4,0,10.02,34.54
1,12,4,0,7.31,43.04
1,13,4,0,17.16,22.83
1,14,2,0,11.78,19.44
1,15,1,0,43.08,43.07
1,21,1,3,39.49,21.69
1,22,4,0,20.66,38.54
2,4,5,1,36.08,25.32
3,1,4,0,26.24,29.05
3,24,1,3,44.52,24.93
4,0,0,2,20.91,22.28
4,10,0,1,41.53,36.60
4,16,2,3,21.95,12.21
5,8,0,4,17.44,31.66
5,17,0,1,33.55,26.91
5,20,4,0,25.73,29.13
6,3,0,4,17.89,28.28
6,4,1,3,43.80,24.28
6,23,1,3,49.86,41.14
7,14,0,2,17.60,15.73
7,15,0,3,50.00,42.07
7,19,0,1,40.62,36.11
8,0,2,0,26.01,25.03
8,5,0,3,13.54,11.47
8,15,3,0,48.62,42.08
8,23,3,0,49.11,43.30
9,20,0,1,32.81,28.32
10,8,4,0,25.77,29.90
11,1,0,5,31.74,26.16
11,14,2,3,21.55,12.52
12,6,0,2,17.00,16.80
12,9,0,2,25.39,24.42
12,11,0,4,16.43,31.79
12,17,1,3,44.01,22.76
14,8,0,5,32.09,26.55
14,13,0,1,35.78,30.91
15,0,0,1,34.75,31.04
15,1,5,1,34.49,25.16
15,3,4,0,25.89,31.64
15,8,5,1,33.87,26.31
15,9,2,0,29.19,25.68
15,19,1,3,47.95,28.01
17,10,1,3,49.70,32.57
18,9,0,1,32.68,27.55
18,18,3,1,42.38,24.58
18,20,1,3,49.88,31.03
19,2,3,1,45.79,26.51
19,10,3,1,49.49,32.84
20,20,3,1,48.25,32.91
21,8,1,3,43.90,23.91
22,3,0,1,33.79,28.79
22,6,2,3,25.45,13.83
22,11,4,0,21.71,25.51
23,1,1,3,39.64,22.10
24,23,0,1,44.19,38.22
25,11,0,2,22.49,23.21
26,4,3,2,21.39,13.09
27,0,1,0,49.21,41.79
27,4,2,3,19.50,12.44
27,17,3,2,25.96,15.49
28,18,1,0,43.92,40.29
29,5,3,2,25.83,14.53
31,20,1,3,32.17,20.92
33,17,2,0,18.95,22.30
33,20,3,2,29.57,18.14
34,4,3,0,6.31,9.25
34,9,1,0,48.34,41.17
34,22,0,1,34.51,30.41
35,10,1,0,43.80,39.24
35,21,3,2,20.19,13.90
36,3,1,3,50.00,33.77
36,11,2,3,26.42,14.33
37,3,3,1,48.79,33.69
37,17,0,4,17.08,28.22
39,20,2,3,20.35,12.70
39,21,2,0,17.75,20.23
40,23,1,3,38.60,20.65
41,18,0,1,47.19,39.05
42,4,0,3,6.95,8.36
42,7,0,1,33.95,29.42
42,17,4,0,19.09,36.05
43,0,0,1,39.92,35.61
43,2,1,0,31.48,27.05
43,24,3,2,21.02,13.17
44,20,3,0,12.01,11.40
45,5,2,1,32.14,21.80
46,13,1,3,35.41,21.11
47,12,0,1,43.94,38.50
47,18,1,3,48.85,29.53
48,5,1,3,34.53,21.17
48,24,2,0,16.09,13.64
49,0,1,0,32.33,29.15
50,3,1,3,36.95,21.36
50,22,1,3,39.95,22.07
51,7,1,3,34.41,21.14
51,14,3,2,26.50,15.50
52,20,0,3,0.00,4.78
53,0,0,2,28.35,23.45
55,16,3,0,10.75,10.93
56,11,3,0,11.77,11.32
57,0,2,3,29.69,17.05
57,3,3,2,28.56,17.14
57,4,3,0,14.42,13.07
57,12,1,3,44.55,23.14
58,8,3,0,6.80,9.08
60,14,2,0,20.04,22.06
62,3,2,3,22.76,13.21
64,17,0,1,39.28,33.45
65,19,3,0,12.11,11.55
65,20,3,0,15.23,13.70
66,4,0,4,20.51,26.43
66,6,3,1,34.97,22.20
66,20,0,2,16.74,15.00
68,6,1,5,33.76,24.04
70,17,1,3,46.48,25.23
71,6,5,1,32.32,27.47
72,4,4,0,22.50,35.82
72,6,1,0,31.82,28.72
73,8,0,2,16.65,14.56
73,20,2,3,29.54,16.97
75,11,0,3,6.09,7.54
76,21,0,1,36.95,33.14
77,8,2,3,22.98,13.31
78,0,3,2,20.20,14.32
83,0,2,0,20.25,23.05
83,12,3,2,25.87,14.66
84,18,3,1,43.12,25.65
84,21,1,3,36.99,20.14
85,0,0,4,20.19,26.50
87,3,3,0,13.90,12.79
87,20,3,1,48.67,30.38
89,0,4,0,16.13,31.70
89,12,2,0,19.26,22.90
90,18,1,0,35.11,32.66
91,3,0,2,17.08,16.38
92,15,0,1,43.04,37.21
93,9,0,4,17.48,28.51
93,10,0,4,20.52,35.14
93,20,1,0,41.81,39.22
94,4,0,1,42.20,36.25
94,21,3,2,24.89,14.72
95,1,3,1,34.32,22.17
96,9,4,0,20.84,25.56
97,1,1,5,33.43,23.49
97,11,3,2,26.92,15.32
99,9,0,2,25.49,24.29
99,13,3,0,12.25,12.58
100,5,3,2,19.89,13.44
102,1,5,1,32.39,27.04
102,4,1,3,46.66,25.33
102,9,2,0,30.19,25.04
102,21,2,0,19.75,22.19
103,9,0,5,31.43,26.10
103,11,2,0,21.09,23.13
104,9,5,1,32.72,27.00
105,1,1,0,32.44,28.99
105,10,4,0,15.83,29.69
105,11,0,4,19.77,26.53
105,15,1,3,41.63,21.85
106,5,2,0,18.76,20.32
