step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0298,-51.80,13.33
0,0,2,0.0000,-51.80,13.33
0,0,3,0.6210,-56.32,18.86
0,1,0,0.0270,-56.82,13.33
0,1,2,0.0245,-61.33,18.86
0,1,3,0.0270,-56.82,13.33
0,2,0,0.0000,-53.03,13.33
0,2,1,0.0266,-57.55,18.86
0,2,3,0.0000,-53.03,13.33
0,3,0,0.5267,-63.86,18.86
0,3,1,0.0256,-59.35,13.33
0,3,2,0.0000,-59.35,13.33
1,0,1,0.0298,-51.80,13.33
1,0,2,0.0000,-51.80,13.33
1,0,3,0.6210,-56.32,18.86
1,1,0,0.0270,-56.82,13.33
1,1,2,0.0245,-61.33,18.86
1,1,3,0.0270,-56.82,13.33
1,2,0,0.0000,-53.03,13.33
1,2,1,0.0266,-57.55,18.86
1,2,3,0.0000,-53.03,13.33
1,3,0,0.5267,-63.86,18.86
1,3,1,0.0256,-59.35,13.33
1,3,2,0.0000,-59.35,13.33
2,0,1,0.0298,-51.80,13.33
2,0,2,0.0000,-51.80,13.33
2,0,3,0.6210,-56.32,18.86
2,1,0,0.0270,-56.82,13.33
2,1,2,0.0245,-61.33,18.86
2,1,3,0.0270,-56.82,13.33
2,2,0,0.0000,-53.03,13.33
2,2,1,0.0266,-57.55,18.86
2,2,3,0.0000,-53.03,13.33
2,3,0,0.5267,-63.86,18.86
2,3,1,0.0256,-59.35,13.33
2,3,2,0.0000,-59.35,13.33
3,0,1,0.0298,-51.80,13.33
3,0,2,0.0000,-51.80,13.33
3,0,3,0.6210,-56.32,18.86
3,1,0,0.0270,-56.82,13.33
3,1,2,0.0245,-61.33,18.86
3,1,3,0.0270,-56.82,13.33
3,2,0,0.0000,-53.03,13.33
3,2,1,0.0266,-57.55,18.86
3,2,3,0.0000,-53.03,13.33
3,3,0,0.5241,-63.86,18.86
3,3,1,0.0255,-59.35,13.33
3,3,2,0.0000,-59.35,13.33
4,0,1,0.0298,-51.80,13.33
4,0,2,0.0000,-51.80,13.33
4,0,3,0.6210,-56.32,18.86
4,1,0,0.0270,-56.82,13.33
4,1,2,0.0245,-61.33,18.86
4,1,3,0.0270,-56.82,13.33
4,2,0,0.0000,-53.03,13.33
4,2,1,0.0266,-57.55,18.86
4,2,3,0.0000,-53.03,13.33
4,3,0,0.5267,-63.86,18.86
4,3,1,0.0256,-59.35,13.33
4,3,2,0.0000,-59.35,13.33
5,0,1,0.0298,-51.80,13.33
5,0,2,0.0000,-51.80,13.33
5,0,3,0.6210,-56.32,18.86
5,1,0,0.0270,-56.82,13.33
5,1,2,0.0245,-61.33,18.86
5,1,3,0.0270,-56.82,13.33
5,2,0,0.0000,-53.03,13.33
5,2,1,0.0266,-57.55,18.86
5,2,3,0.0000,-53.03,13.33
5,3,0,0.5267,-63.86,18.86
5,3,1,0.0256,-59.35,13.33
5,3,2,0.0000,-59.35,13.33
6,0,1,0.0298,-51.80,13.33
6,0,2,0.0000,-51.80,13.33
6,0,3,0.6210,-56.32,18.86
6,1,0,0.0270,-56.82,13.33
6,1,2,0.0245,-61.33,18.86
6,1,3,0.0270,-56.82,13.33
6,2,0,0.0000,-53.03,13.33
6,2,1,0.0266,-57.55,18.86
6,2,3,0.0000,-53.03,13.33
6,3,0,0.5267,-63.86,18.86
6,3,1,0.0256,-59.35,13.33
6,3,2,0.0000,-59.35,13.33
7,0,1,0.0298,-51.80,13.33
7,0,2,0.0000,-51.80,13.33
7,0,3,0.6210,-56.32,18.86
7,1,0,0.0270,-56.82,13.33
7,1,2,0.0245,-61.33,18.86
7,1,3,0.0270,-56.82,13.33
7,2,0,0.0000,-53.03,13.33
7,2,1,0.0266,-57.55,18.86
7,2,3,0.0000,-53.03,13.33
7,3,0,0.4984,-63.86,18.86
7,3,1,0.0244,-59.35,13.33
7,3,2,0.0000,-59.35,13.33
8,0,1,0.0298,-51.80,13.33
8,0,2,0.0000,-51.80,13.33
8,0,3,0.6210,-56.32,18.86
8,1,0,0.0270,-56.82,13.33
8,1,2,0.0245,-61.33,18.86
8,1,3,0.0270,-56.82,13.33
8,2,0,0.0000,-53.03,13.33
8,2,1,0.0266,-57.55,18.86
8,2,3,0.0000,-53.03,13.33
8,3,0,0.4984,-63.86,18.86
8,3,1,0.0244,-59.35,13.33
8,3,2,0.0000,-59.35,13.33
9,0,1,0.0298,-51.80,13.33
9,0,2,0.0000,-51.80,13.33
9,0,3,0.6210,-56.32,18.86
9,1,0,0.0270,-56.82,13.33
9,1,2,0.0245,-61.33,18.86
9,1,3,0.0270,-56.82,13.33
9,2,0,0.0000,-53.03,13.33
9,2,1,0.0266,-57.55,18.86
9,2,3,0.0000,-53.03,13.33
9,3,0,0.5242,-63.86,18.86
9,3,1,0.0255,-59.35,13.33
9,3,2,0.0000,-59.35,13.33
10,0,1,0.0298,-51.80,13.33
10,0,2,0.0000,-51.80,13.33
10,0,3,0.6210,-56.32,18.86
10,1,0,0.0270,-56.82,13.33
10,1,2,0.0245,-61.33,18.86
10,1,3,0.0270,-56.82,13.33
10,2,0,0.0000,-53.03,13.33
10,2,1,0.0266,-57.55,18.86
10,2,3,0.0000,-53.03,13.33
10,3,0,0.4890,-63.86,18.86
10,3,1,0.0240,-59.35,13.33
10,3,2,0.0000,-59.35,13.33
11,0,1,0.0298,-51.80,13.33
11,0,2,0.0000,-51.80,13.33
11,0,3,0.6210,-56.32,18.86
11,1,0,0.0270,-56.82,13.33
11,1,2,0.0245,-61.33,18.86
11,1,3,0.0270,-56.82,13.33
11,2,0,0.0000,-53.03,13.33
11,2,1,0.0266,-57.55,18.86
11,2,3,0.0000,-53.03,13.33
11,3,0,0.4890,-63.86,18.86
11,3,1,0.0240,-59.35,13.33
11,3,2,0.0000,-59.35,13.33
12,0,1,0.0298,-51.80,13.33
12,0,2,0.0000,-51.80,13.33
12,0,3,0.6210,-56.32,18.86
12,1,0,0.0270,-56.82,13.33
12,1,2,0.0245,-61.33,18.86
12,1,3,0.0270,-56.82,13.33
12,2,0,0.0000,-53.03,13.33
12,2,1,0.0266,-57.55,18.86
12,2,3,0.0000,-53.03,13.33
12,3,0,0.5267,-63.86,18.86
12,3,1,0.0256,-59.35,13.33
12,3,2,0.0000,-59.35,13.33
13,0,1,0.0298,-51.80,13.33
13,0,2,0.0000,-51.80,13.33
13,0,3,0.6210,-56.32,18.86
13,1,0,0.0270,-56.82,13.33
13,1,2,0.0245,-61.33,18.86
13,1,3,0.0270,-56.82,13.33
13,2,0,0.0000,-53.03,13.33
13,2,1,0.0266,-57.55,18.86
13,2,3,0.0000,-53.03,13.33
13,3,0,0.5267,-63.86,18.86
13,3,1,0.0256,-59.35,13.33
13,3,2,0.0000,-59.35,13.33
14,0,1,0.0297,-51.80,13.33
14,0,2,0.0000,-51.80,13.33
14,0,3,0.6194,-56.32,18.86
14,1,0,0.0270,-56.82,13.33
14,1,2,0.0245,-61.33,18.86
14,1,3,0.0270,-56.82,13.33
14,2,0,0.0000,-53.03,13.33
14,2,1,0.0266,-57.55,18.86
14,2,3,0.0000,-53.03,13.33
14,3,0,0.5267,-63.86,18.86
14,3,1,0.0256,-59.35,13.33
14,3,2,0.0000,-59.35,13.33
15,0,1,0.0298,-51.80,13.33
15,0,2,0.0000,-51.80,13.33
15,0,3,0.6210,-56.32,18.86
15,1,0,0.0270,-56.82,13.33
15,1,2,0.0245,-61.33,18.86
15,1,3,0.0270,-56.82,13.33
15,2,0,0.0000,-53.03,13.33
15,2,1,0.0266,-57.55,18.86
15,2,3,0.0000,-53.03,13.33
15,3,0,0.4885,-63.86,18.86
15,3,1,0.0239,-59.35,13.33
15,3,2,0.0000,-59.35,13.33
16,0,1,0.0298,-51.80,13.33
16,0,2,0.0000,-51.80,13.33
16,0,3,0.6210,-56.32,18.86
16,1,0,0.0270,-56.82,13.33
16,1,2,0.0245,-61.33,18.86
16,1,3,0.0270,-56.82,13.33
16,2,0,0.0000,-53.03,13.33
16,2,1,0.0266,-57.55,18.86
16,2,3,0.0000,-53.03,13.33
16,3,0,0.5119,-63.86,18.86
16,3,1,0.0250,-59.35,13.33
16,3,2,0.0000,-59.35,13.33
17,0,1,0.0298,-51.80,13.33
