step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0256,-54.57,10.00
0,0,2,0.0000,-63.60,20.00
0,0,3,0.5824,-54.57,10.00
0,0,4,0.0231,-59.08,14.14
0,1,0,0.0241,-57.43,10.00
0,1,2,0.0241,-57.43,10.00
0,1,3,0.0216,-61.94,14.14
0,1,4,0.5489,-57.43,10.00
0,2,0,0.0000,-60.15,20.00
0,2,1,0.0301,-51.12,10.00
0,2,3,0.0000,-61.60,22.36
0,2,4,0.0277,-55.63,14.14
0,3,0,0.6567,-53.46,10.00
0,3,1,0.0264,-57.98,14.14
0,3,2,0.0000,-63.95,22.36
0,3,4,0.0289,-53.46,10.00
0,4,0,0.0274,-56.06,14.14
0,4,1,0.6807,-51.55,10.00
0,4,2,0.0274,-56.06,14.14
0,4,3,0.0299,-51.55,10.00
1,0,1,0.0256,-54.57,10.00
1,0,2,0.0000,-63.60,20.00
1,0,3,0.5824,-54.57,10.00
1,0,4,0.0231,-59.08,14.14
1,1,0,0.0223,-57.43,10.00
1,1,2,0.0223,-57.43,10.00
1,1,3,0.0198,-61.94,14.14
1,1,4,0.5077,-57.43,10.00
1,2,0,0.0000,-60.15,20.00
1,2,1,0.0301,-51.12,10.00
1,2,3,0.0000,-61.60,22.36
1,2,4,0.0277,-55.63,14.14
1,3,0,0.6567,-53.46,10.00
1,3,1,0.0264,-57.98,14.14
1,3,2,0.0000,-63.95,22.36
1,3,4,0.0289,-53.46,10.00
1,4,0,0.0274,-56.06,14.14
1,4,1,0.6807,-51.55,10.00
1,4,2,0.0274,-56.06,14.14
1,4,3,0.0299,-51.55,10.00
2,0,1,0.0256,-54.57,10.00
2,0,2,0.0000,-63.60,20.00
2,0,3,0.5824,-54.57,10.00
2,0,4,0.0231,-59.08,14.14
2,1,0,0.0212,-57.43,10.00
2,1,2,0.0212,-57.43,10.00
2,1,3,0.0187,-61.94,14.14
2,1,4,0.4827,-57.43,10.00
2,2,0,0.0000,-60.15,20.00
2,2,1,0.0301,-51.12,10.00
2,2,3,0.0000,-61.60,22.36
2,2,4,0.0277,-55.63,14.14
2,3,0,0.6567,-53.46,10.00
2,3,1,0.0264,-57.98,14.14
2,3,2,0.0000,-63.95,22.36
2,3,4,0.0289,-53.46,10.00
2,4,0,0.0274,-56.06,14.14
2,4,1,0.6807,-51.55,10.00
2,4,2,0.0274,-56.06,14.14
2,4,3,0.0299,-51.55,10.00
3,0,1,0.0256,-54.57,10.00
3,0,2,0.0000,-63.60,20.00
3,0,3,0.5824,-54.57,10.00
3,0,4,0.0231,-59.08,14.14
3,1,0,0.0197,-57.43,10.00
3,1,2,0.0197,-57.43,10.00
3,1,3,0.0173,-61.94,14.14
3,1,4,0.4492,-57.43,10.00
3,2,0,0.0000,-60.15,20.00
3,2,1,0.0301,-51.12,10.00
3,2,3,0.0000,-61.60,22.36
3,2,4,0.0277,-55.63,14.14
3,3,0,0.6567,-53.46,10.00
3,3,1,0.0264,-57.98,14.14
3,3,2,0.0000,-63.95,22.36
3,3,4,0.0289,-53.46,10.00
3,4,0,0.0274,-56.06,14.14
3,4,1,0.6807,-51.55,10.00
3,4,2,0.0274,-56.06,14.14
3,4,3,0.0299,-51.55,10.00
4,0,1,0.0241,-54.57,10.00
4,0,2,0.0000,-63.60,20.00
4,0,3,0.5495,-54.57,10.00
4,0,4,0.0217,-59.08,14.14
4,1,0,0.0193,-57.43,10.00
4,1,2,0.0193,-57.43,10.00
4,1,3,0.0169,-61.94,14.14
4,1,4,0.4400,-57.43,10.00
4,2,0,0.0000,-60.15,20.00
4,2,1,0.0301,-51.12,10.00
4,2,3,0.0000,-61.60,22.36
4,2,4,0.0277,-55.63,14.14
4,3,0,0.5793,-53.46,10.00
4,3,1,0.0230,-57.98,14.14
4,3,2,0.0000,-63.95,22.36
4,3,4,0.0255,-53.46,10.00
4,4,0,0.0274,-56.06,14.14
4,4,1,0.6807,-51.55,10.00
4,4,2,0.0274,-56.06,14.14
4,4,3,0.0299,-51.55,10.00
5,0,1,0.0241,-54.57,10.00
5,0,2,0.0000,-63.60,20.00
5,0,3,0.5495,-54.57,10.00
5,0,4,0.0217,-59.08,14.14
5,1,0,0.0193,-57.43,10.00
5,1,2,0.0193,-57.43,10.00
5,1,3,0.0169,-61.94,14.14
5,1,4,0.4400,-57.43,10.00
5,2,0,0.0000,-60.15,20.00
5,2,1,0.0301,-51.12,10.00
5,2,3,0.0000,-61.60,22.36
5,2,4,0.0277,-55.63,14.14
5,3,0,0.5793,-53.46,10.00
5,3,1,0.0230,-57.98,14.14
5,3,2,0.0000,-63.95,22.36
5,3,4,0.0255,-53.46,10.00
5,4,0,0.0274,-56.06,14.14
5,4,1,0.6807,-51.55,10.00
5,4,2,0.0274,-56.06,14.14
5,4,3,0.0299,-51.55,10.00
6,0,1,0.0241,-54.57,10.00
6,0,2,0.0000,-63.60,20.00
6,0,3,0.5495,-54.57,10.00
6,0,4,0.0217,-59.08,14.14
6,1,0,0.0193,-57.43,10.00
6,1,2,0.0193,-57.43,10.00
6,1,3,0.0169,-61.94,14.14
6,1,4,0.4400,-57.43,10.00
6,2,0,0.0000,-60.15,20.00
6,2,1,0.0301,-51.12,10.00
6,2,3,0.0000,-61.60,22.36
6,2,4,0.0277,-55.63,14.14
6,3,0,0.5793,-53.46,10.00
6,3,1,0.0230,-57.98,14.14
6,3,2,0.0000,-63.95,22.36
6,3,4,0.0255,-53.46,10.00
6,4,0,0.0274,-56.06,14.14
6,4,1,0.6807,-51.55,10.00
6,4,2,0.0274,-56.06,14.14
6,4,3,0.0299,-51.55,10.00
7,0,1,0.0218,-54.57,10.00
7,0,2,0.0000,-63.60,20.00
7,0,3,0.4965,-54.57,10.00
7,0,4,0.0193,-59.08,14.14
7,1,0,0.0217,-57.43,10.00
7,1,2,0.0217,-57.43,10.00
7,1,3,0.0192,-61.94,14.14
7,1,4,0.4930,-57.43,10.00
7,2,0,0.0000,-60.15,20.00
7,2,1,0.0301,-51.12,10.00
7,2,3,0.0000,-61.60,22.36
7,2,4,0.0277,-55.63,14.14
7,3,0,0.5793,-53.46,10.00
7,3,1,0.0230,-57.98,14.14
7,3,2,0.0000,-63.95,22.36
