step,ap_id,x,y,tx_power,channel,bandwidth,noise_floor,max_throughput,allocated_throughput,duty_cycle,num_clients,inc_energy_dbm
0,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,150.0,1.0000,11,-27.27
0,1,42.56162968501843,18.194283362806896,26.628932729403072,6,20,-95.0,150.0,150.0,1.0000,9,-34.59
0,2,21.03284572878004,34.01700583053549,22.093548405909388,11,20,-95.0,150.0,132.78301712053616,0.8852,6,-21.34
0,3,29.14291138247421,7.7360831519846815,29.269046987437488,1,20,-95.0,150.0,106.86069716638029,0.7124,5,-32.15
0,4,25.165740485879464,28.057587669476,20.63242303129454,6,20,-95.0,150.0,150.0,1.0000,14,-38.77
0,5,33.42789448913537,16.57600945108583,23.30241959613209,11,20,-95.0,150.0,79.9161326049452,0.5328,3,-41.56
1,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,150.0,1.0000,21,-27.24
1,1,42.56162968501843,18.194283362806896,26.628932729403072,6,20,-95.0,150.0,150.0,1.0000,11,-27.45
1,2,21.03284572878004,34.01700583053549,22.093548405909388,11,20,-95.0,150.0,0.0,0.0000,0,-21.33
1,3,29.14291138247421,7.7360831519846815,29.269046987437488,1,20,-95.0,150.0,150.0,1.0000,9,-26.54
1,4,25.165740485879464,28.057587669476,20.63242303129454,6,20,-95.0,150.0,104.40502325003564,0.6960,5,-35.41
1,5,33.42789448913537,16.57600945108583,23.30241959613209,11,20,-95.0,150.0,58.957167386335406,0.3930,2,-41.50
2,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,150.0,1.0000,20,-27.21
2,1,42.56162968501843,18.194283362806896,26.628932729403072,6,20,-95.0,150.0,150.00000000000003,1.0000,11,-41.30
2,2,21.03284572878004,34.01700583053549,22.093548405909388,11,20,-95.0,150.0,0.0,0.0000,0,-21.31
2,3,29.14291138247421,7.7360831519846815,29.269046987437488,1,20,-95.0,150.0,150.0,1.0000,9,-36.52
2,4,25.165740485879464,28.057587669476,20.63242303129454,6,20,-95.0,150.0,104.40502325003564,0.6960,5,-39.77
2,5,33.42789448913537,16.57600945108583,23.30241959613209,11,20,-95.0,150.0,67.23419954146794,0.4482,3,-38.72
3,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,149.99999999999997,1.0000,19,-27.17
3,1,42.56162968501843,18.194283362806896,26.628932729403072,6,20,-95.0,150.0,150.0,1.0000,12,-43.76
3,2,21.03284572878004,34.01700583053549,22.093548405909388,11,20,-95.0,150.0,0.0,0.0000,0,-21.30
3,3,29.14291138247421,7.7360831519846815,29.269046987437488,1,20,-95.0,150.0,150.0,1.0000,9,-42.35
3,4,25.165740485879464,28.057587669476,20.63242303129454,6,20,-95.0,150.0,104.40502325003564,0.6960,5,-41.87
3,5,33.42789448913537,16.57600945108583,23.30241959613209,11,20,-95.0,150.0,67.23419954146794,0.4482,3,-36.43
4,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,150.0,1.0000,18,-27.02
4,1,42.56162968501843,18.194283362806896,26.628932729403072,6,20,-95.0,150.0,150.0,1.0000,12,-45.08
4,2,21.03284572878004,34.01700583053549,22.093548405909388,11,20,-95.0,150.0,30.129219052795968,0.2009,1,-21.29
4,3,29.14291138247421,7.7360831519846815,29.269046987437488,1,20,-95.0,150.0,150.0,1.0000,9,-44.20
4,4,25.165740485879464,28.057587669476,20.63242303129454,6,20,-95.0,150.0,104.40502325003564,0.6960,5,-42.32
4,5,33.42789448913537,16.57600945108583,23.30241959613209,11,20,-95.0,150.0,67.23419954146794,0.4482,3,-40.17
5,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,150.0,1.0000,20,-26.96
5,1,42.56162968501843,18.194283362806896,26.628932729403072,6,20,-95.0,150.0,150.0,1.0000,12,-45.77
5,2,21.03284572878004,34.01700583053549,22.093548405909388,11,20,-95.0,150.0,0.0,0.0000,0,-21.29
5,3,29.14291138247421,7.7360831519846815,29.269046987437488,1,20,-95.0,150.0,150.0,1.0000,9,-42.86
5,4,25.165740485879464,28.057587669476,20.63242303129454,6,20,-95.0,150.0,74.29015795668474,0.4953,4,-41.79
5,5,33.42789448913537,16.57600945108583,23.30241959613209,11,20,-95.0,150.0,67.23419954146794,0.4482,3,-39.77
6,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,150.0,1.0000,20,-27.06
6,1,42.56162968501843,18.194283362806896,26.628932729403072,6,20,-95.0,150.0,150.0,1.0000,12,-45.82
6,2,21.03284572878004,34.01700583053549,22.093548405909388,11,20,-95.0,150.0,0.0,0.0000,0,-21.30
6,3,29.14291138247421,7.7360831519846815,29.269046987437488,1,20,-95.0,150.0,150.0,1.0000,9,-36.08
6,4,25.165740485879464,28.057587669476,20.63242303129454,6,20,-95.0,150.0,40.42953886887307,0.2695,2,-36.66
6,5,33.42789448913537,16.57600945108583,23.30241959613209,11,20,-95.0,150.0,101.43234817527804,0.6762,5,-34.64
7,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,150.0,1.0000,18,-27.10
7,1,42.56162968501843,18.194283362806896,26.628932729403072,6,20,-95.0,150.0,150.0,1.0000,15,-45.02
7,2,21.03284572878004,34.01700583053549,22.093548405909388,11,20,-95.0,150.0,0.0,0.0000,0,-21.29
7,3,29.14291138247421,7.7360831519846815,29.269046987437488,1,20,-95.0,150.0,150.0,1.0000,9,-30.10
7,4,25.165740485879464,28.057587669476,20.63242303129454,6,20,-95.0,150.0,33.81590884863059,0.2254,2,-36.15
7,5,33.42789448913537,16.57600945108583,23.30241959613209,11,20,-95.0,150.0,76.15283784807265,0.5077,4,-38.81
8,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,149.99999999999997,1.0000,17,-27.11
8,1,42.56162968501843,18.194283362806896,26.628932729403072,6,20,-95.0,150.0,149.99999999999997,1.0000,15,-42.61
8,2,21.03284572878004,34.01700583053549,22.093548405909388,11,20,-95.0,150.0,0.0,0.0000,0,-21.28
8,3,29.14291138247421,7.7360831519846815,29.269046987437488,1,20,-95.0,150.0,150.0,1.0000,10,-40.85
8,4,25.165740485879464,28.057587669476,20.63242303129454,6,20,-95.0,150.0,33.81590884863059,0.2254,2,-38.87
8,5,33.42789448913537,16.57600945108583,23.30241959613209,11,20,-95.0,150.0,76.15283784807265,0.5077,4,-42.67
9,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,150.00000000000006,1.0000,16,-27.17
9,1,42.56162968501843,18.194283362806896,26.628932729403072,6,20,-95.0,150.0,150.00000000000003,1.0000,17,-35.84
9,2,21.03284572878004,34.01700583053549,22.093548405909388,11,20,-95.0,150.0,0.0,0.0000,0,-21.25
9,3,29.14291138247421,7.7360831519846815,29.269046987437488,1,20,-95.0,150.0,150.0,1.0000,10,-45.19
9,4,25.165740485879464,28.057587669476,20.63242303129454,6,20,-95.0,150.0,25.07562135392036,0.1672,1,-33.57
9,5,33.42789448913537,16.57600945108583,23.30241959613209,11,20,-95.0,150.0,76.15283784807265,0.5077,4,-43.37
10,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,150.0,1.0000,14,-27.28
10,1,42.56162968501843,18.194283362806896,26.628932729403072,6,20,-95.0,150.0,150.0,1.0000,20,-16.75
10,2,21.03284572878004,34.01700583053549,22.093548405909388,11,20,-95.0,150.0,0.0,0.0000,0,-21.29
10,3,29.14291138247421,7.7360831519846815,29.269046987437488,1,20,-95.0,150.0,150.0,1.0000,10,-47.10
10,4,25.165740485879464,28.057587669476,20.63242303129454,6,20,-95.0,150.0,30.58564175665485,0.2039,2,-39.81
10,5,33.42789448913537,16.57600945108583,23.30241959613209,11,20,-95.0,150.0,55.82612501153684,0.3722,2,-43.18
11,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,150.0,1.0000,15,-27.33
11,1,42.56162968501843,18.194283362806896,26.628932729403072,6,20,-95.0,150.0,150.0,1.0000,18,-35.59
11,2,21.03284572878004,34.01700583053549,22.093548405909388,11,20,-95.0,150.0,0.0,0.0000,0,-21.34
11,3,29.14291138247421,7.7360831519846815,29.269046987437488,1,20,-95.0,150.0,150.0,1.0000,10,-48.08
11,4,25.165740485879464,28.057587669476,20.63242303129454,6,20,-95.0,150.0,50.866294587048536,0.3391,3,-41.03
11,5,33.42789448913537,16.57600945108583,23.30241959613209,11,20,-95.0,150.0,50.706458017631874,0.3380,2,-42.01
12,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,150.0,1.0000,15,-27.35
12,1,42.56162968501843,18.194283362806896,26.628932729403072,6,20,-95.0,150.0,149.99999999999997,1.0000,19,-39.00
12,2,21.03284572878004,34.01700583053549,22.093548405909388,11,20,-95.0,150.0,0.0,0.0000,0,-21.35
12,3,29.14291138247421,7.7360831519846815,29.269046987437488,1,20,-95.0,150.0,129.41027795987338,0.8627,9,-48.59
12,4,25.165740485879464,28.057587669476,20.63242303129454,6,20,-95.0,150.0,27.976892332534,0.1865,2,-40.08
12,5,33.42789448913537,16.57600945108583,23.30241959613209,11,20,-95.0,150.0,85.38246598732229,0.5692,3,-38.49
13,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,150.0,1.0000,13,-27.36
13,1,42.56162968501843,18.194283362806896,26.628932729403072,6,20,-95.0,150.0,150.0,1.0000,20,-41.35
13,2,21.03284572878004,34.01700583053549,22.093548405909388,11,20,-95.0,150.0,0.0,0.0000,0,-21.36
13,3,29.14291138247421,7.7360831519846815,29.269046987437488,1,20,-95.0,150.0,124.13832403514434,0.8276,8,-48.81
13,4,25.165740485879464,28.057587669476,20.63242303129454,6,20,-95.0,150.0,64.84409539472685,0.4323,4,-37.00
13,5,33.42789448913537,16.57600945108583,23.30241959613209,11,20,-95.0,150.0,85.38246598732229,0.5692,3,-34.84
14,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,150.0,1.0000,12,-27.36
14,1,42.56162968501843,18.194283362806896,26.628932729403072,6,20,-95.0,150.0,150.00000000000003,1.0000,19,-42.51
14,2,21.03284572878004,34.01700583053549,22.093548405909388,11,20,-95.0,150.0,0.0,0.0000,0,-21.36
14,3,29.14291138247421,7.7360831519846815,29.269046987437488,1,20,-95.0,150.0,134.14492869524145,0.8943,9,-48.90
14,4,25.165740485879464,28.057587669476,20.63242303129454,6,20,-95.0,150.0,64.84409539472685,0.4323,4,-28.76
14,5,33.42789448913537,16.57600945108583,23.30241959613209,11,20,-95.0,150.0,92.36206709259285,0.6157,4,-32.11
15,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,150.00000000000003,1.0000,13,-27.37
15,1,42.56162968501843,18.194283362806896,26.628932729403072,6,20,-95.0,150.0,150.00000000000003,1.0000,19,-43.24
15,2,21.03284572878004,34.01700583053549,22.093548405909388,11,20,-95.0,150.0,0.0,0.0000,0,-21.37
15,3,29.14291138247421,7.7360831519846815,29.269046987437488,1,20,-95.0,150.0,95.10702419134125,0.6340,7,-48.95
15,4,25.165740485879464,28.057587669476,20.63242303129454,6,20,-95.0,150.0,64.84409539472685,0.4323,4,-25.79
15,5,33.42789448913537,16.57600945108583,23.30241959613209,11,20,-95.0,150.0,110.44100637788326,0.7363,5,-37.52
16,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,150.00000000000003,1.0000,12,-27.37
16,1,42.56162968501843,18.194283362806896,26.628932729403072,6,20,-95.0,150.0,150.0,1.0000,20,-43.30
16,2,21.03284572878004,34.01700583053549,22.093548405909388,11,20,-95.0,150.0,0.0,0.0000,0,-21.37
16,3,29.14291138247421,7.7360831519846815,29.269046987437488,1,20,-95.0,150.0,95.10702419134125,0.6340,7,-48.86
16,4,25.165740485879464,28.057587669476,20.63242303129454,6,20,-95.0,150.0,64.84409539472685,0.4323,4,-34.10
16,5,33.42789448913537,16.57600945108583,23.30241959613209,11,20,-95.0,150.0,104.25694534320948,0.6950,5,-39.36
17,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,150.00000000000003,1.0000,11,-27.37
17,1,42.56162968501843,18.194283362806896,26.628932729403072,6,20,-95.0,150.0,150.00000000000003,1.0000,23,-42.37
17,2,21.03284572878004,34.01700583053549,22.093548405909388,11,20,-95.0,150.0,0.0,0.0000,0,-21.37
17,3,29.14291138247421,7.7360831519846815,29.269046987437488,1,20,-95.0,150.0,72.3076388580226,0.4821,6,-48.84
17,4,25.165740485879464,28.057587669476,20.63242303129454,6,20,-95.0,150.0,42.37722346492734,0.2825,3,-32.24
17,5,33.42789448913537,16.57600945108583,23.30241959613209,11,20,-95.0,150.0,92.04780930331857,0.6137,5,-38.44
18,0,19.965506162075933,33.68419743858743,28.12659446354197,1,20,-95.0,150.0,150.00000000000003,1.0000,10,-27.36
