step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0253,-56.23,10.27
0,0,2,0.0000,-57.38,11.22
0,0,3,0.4873,-63.28,17.65
0,0,4,0.0201,-65.73,21.30
0,0,5,0.0000,-68.06,25.47
0,0,6,0.3969,-70.51,30.74
0,1,0,0.0297,-51.93,10.27
0,1,2,0.0308,-45.63,6.33
0,1,3,0.0299,-51.59,10.01
0,1,4,0.6132,-56.95,15.09
0,1,5,0.0248,-60.88,20.42
0,1,6,0.0233,-63.58,25.10
0,2,0,0.0000,-54.56,11.22
0,2,1,0.0277,-47.11,6.33
0,2,3,0.0000,-47.52,6.53
0,2,4,0.0258,-53.38,10.25
0,2,5,0.5256,-58.35,15.00
0,2,6,0.0000,-62.14,20.07
0,3,0,0.5384,-62.93,17.65
0,3,1,0.0277,-55.53,10.01
0,3,2,0.0000,-49.98,6.53
0,3,4,0.0308,-47.44,5.37
0,3,5,0.0000,-56.69,10.93
0,3,6,0.5625,-61.00,15.22
0,4,0,0.0189,-61.27,21.30
0,4,1,0.4871,-56.78,15.09
0,4,2,0.0242,-51.74,10.25
0,4,3,0.0251,-43.33,5.37
0,4,5,0.0251,-43.79,5.57
0,4,6,0.0243,-51.44,10.02
0,5,0,0.0000,-69.48,25.47
0,5,1,0.0202,-66.60,20.42
0,5,2,0.5094,-62.59,15.00
0,5,3,0.0000,-58.47,10.93
0,5,4,0.0293,-49.68,5.57
0,5,6,0.0000,-49.10,5.33
0,6,0,0.4566,-67.54,30.74
0,6,1,0.0215,-64.90,25.10
0,6,2,0.0000,-61.98,20.07
0,6,3,0.5711,-58.38,15.22
0,6,4,0.0281,-52.93,10.02
0,6,5,0.0000,-44.70,5.33
1,0,1,0.0225,-56.23,10.27
1,0,2,0.0000,-57.38,11.22
1,0,3,0.4237,-63.28,17.65
1,0,4,0.0173,-65.73,21.30
1,0,5,0.0000,-68.06,25.47
1,0,6,0.3333,-70.51,30.74
1,1,0,0.0297,-51.93,10.27
1,1,2,0.0308,-45.63,6.33
1,1,3,0.0299,-51.59,10.01
1,1,4,0.6132,-56.95,15.09
1,1,5,0.0248,-60.88,20.42
1,1,6,0.0233,-63.58,25.10
1,2,0,0.0000,-54.56,11.22
1,2,1,0.0284,-47.11,6.33
1,2,3,0.0000,-47.52,6.53
1,2,4,0.0266,-53.38,10.25
1,2,5,0.5426,-58.35,15.00
1,2,6,0.0000,-62.14,20.07
1,3,0,0.4272,-62.93,17.65
1,3,1,0.0228,-55.53,10.01
1,3,2,0.0000,-49.98,6.53
1,3,4,0.0259,-47.44,5.37
1,3,5,0.0000,-56.69,10.93
1,3,6,0.4512,-61.00,15.22
1,4,0,0.0246,-61.27,21.30
1,4,1,0.6152,-56.78,15.09
1,4,2,0.0298,-51.74,10.25
1,4,3,0.0308,-43.33,5.37
1,4,5,0.0308,-43.79,5.57
1,4,6,0.0300,-51.44,10.02
1,5,0,0.0000,-69.48,25.47
1,5,1,0.0136,-66.60,20.42
1,5,2,0.3599,-62.59,15.00
1,5,3,0.0000,-58.47,10.93
1,5,4,0.0227,-49.68,5.57
1,5,6,0.0000,-49.10,5.33
1,6,0,0.4808,-67.54,30.74
1,6,1,0.0226,-64.90,25.10
1,6,2,0.0000,-61.98,20.07
1,6,3,0.5953,-58.38,15.22
1,6,4,0.0291,-52.93,10.02
1,6,5,0.0000,-44.70,5.33
2,0,1,0.0216,-56.23,10.27
2,0,2,0.0000,-57.38,11.22
2,0,3,0.4039,-63.28,17.65
2,0,4,0.0164,-65.73,21.30
2,0,5,0.0000,-68.06,25.47
2,0,6,0.3135,-70.51,30.74
2,1,0,0.0297,-51.93,10.27
2,1,2,0.0308,-45.63,6.33
2,1,3,0.0299,-51.59,10.01
2,1,4,0.6132,-56.95,15.09
2,1,5,0.0248,-60.88,20.42
2,1,6,0.0233,-63.58,25.10
2,2,0,0.0000,-54.56,11.22
2,2,1,0.0266,-47.11,6.33
2,2,3,0.0000,-47.52,6.53
2,2,4,0.0247,-53.38,10.25
