step,client_id,from_ap,to_ap,client_x,client_y
0,0,,2,28.58,28.97
0,1,,0,12.72,16.06
0,2,,0,23.10,44.86
0,3,,2,42.23,20.92
0,4,,2,36.18,41.46
0,5,,1,19.14,7.03
0,6,,1,22.00,10.64
0,7,,0,19.06,30.08
0,8,,1,31.06,8.12
0,9,,1,8.92,8.80
0,10,,0,18.39,28.40
0,11,,0,24.77,34.60
0,12,,1,23.92,12.43
0,13,,0,21.98,31.68
0,14,,1,18.16,22.17
0,15,,2,30.20,44.56
0,16,,0,8.75,26.27
0,17,,2,44.93,29.97
0,18,,2,34.66,24.54
0,19,,2,37.99,23.45
0,20,,0,11.34,22.49
0,21,,2,42.22,26.48
0,22,,2,42.42,8.28
0,23,,0,10.28,15.73
0,24,,1,26.98,12.52
0,25,,1,24.75,28.33
0,26,,2,32.67,24.40
0,27,,0,5.49,14.95
0,28,,2,31.13,39.35
0,29,,0,7.68,14.38
0,30,,0,12.48,34.79
0,31,,0,11.21,24.55
0,32,,2,44.30,29.72
0,33,,1,18.91,9.54
0,34,,1,9.29,7.47
0,35,,1,14.97,15.05
0,36,,2,33.40,25.58
0,37,,2,31.94,40.04
0,38,,2,35.32,11.97
1,0,2,1,29.57,28.65
1,4,2,0,37.65,41.12
1,9,1,0,9.55,9.01
1,15,2,0,31.23,44.53
1,22,2,1,43.42,8.56
1,28,2,0,31.76,39.54
1,34,1,0,10.98,7.68
1,35,1,0,15.51,15.04
1,37,2,0,32.43,39.89
1,38,2,1,36.24,12.21
2,0,1,2,30.58,28.15
2,35,0,1,16.03,15.04
3,1,0,1,15.76,14.86
3,34,0,1,14.37,7.27
4,11,0,1,32.00,34.68
4,25,1,2,31.29,27.16
5,11,1,2,33.53,33.88
5,20,0,1,18.85,19.21
5,29,0,1,15.98,11.92
6,23,0,1,15.88,13.34
6,27,0,1,14.94,8.96
7,13,0,1,30.37,34.16
9,7,0,1,24.60,29.51
9,10,0,1,24.56,28.86
10,13,1,0,33.52,36.32
10,28,0,2,37.06,38.05
10,38,1,2,45.54,12.32
11,16,0,1,24.18,29.16
