step,client_id,from_ap,to_ap,client_x,client_y
0,0,,3,18.74,27.09
0,1,,4,38.35,29.41
0,2,,4,29.64,32.91
0,3,,2,33.06,7.33
0,4,,3,8.90,31.44
0,5,,2,42.62,26.48
0,6,,3,17.04,39.74
0,7,,3,13.78,30.23
0,8,,2,42.67,18.70
0,9,,2,37.70,14.54
0,10,,1,27.81,19.31
0,11,,3,15.84,35.13
0,12,,2,32.89,21.46
0,13,,4,32.01,29.09
0,14,,4,36.13,41.95
0,15,,2,37.89,11.65
0,16,,3,11.18,29.44
0,17,,1,29.89,14.91
0,18,,4,37.47,31.33
0,19,,3,14.79,25.65
0,20,,1,26.82,18.39
0,21,,2,41.15,12.86
0,22,,4,26.83,34.25
0,23,,3,5.87,43.66
0,24,,3,12.90,44.99
0,25,,3,10.39,33.40
0,26,,2,40.31,26.96
0,27,,3,19.35,36.43
0,28,,0,10.83,10.53
0,29,,4,21.01,42.31
0,30,,4,24.87,42.74
0,31,,3,14.68,38.64
0,32,,4,36.58,43.14
0,33,,2,39.97,19.79
0,34,,3,10.12,39.26
0,35,,3,13.40,33.08
0,36,,0,18.81,12.75
0,37,,3,18.21,26.83
0,38,,2,32.31,11.01
0,39,,4,23.77,20.19
0,40,,4,27.52,43.41
0,41,,4,21.02,41.07
0,42,,4,39.30,43.03
0,43,,4,37.21,31.76
0,44,,0,17.22,13.64
1,0,3,4,19.92,26.83
1,6,3,4,18.74,40.38
1,11,3,4,16.44,35.28
1,23,3,4,6.72,43.37
1,24,3,4,13.63,44.79
1,26,2,4,41.04,27.23
1,27,3,4,20.33,36.34
1,31,3,4,15.43,38.37
1,34,3,4,11.24,39.58
1,36,0,1,19.44,12.87
1,37,3,4,19.10,26.56
1,44,0,1,18.76,14.17
2,10,1,2,31.70,18.50
2,17,1,2,31.32,14.51
2,35,3,4,14.89,33.22
3,20,1,2,31.51,15.50
4,4,3,4,15.56,33.85
5,1,4,2,46.00,27.66
5,25,3,4,16.09,32.27
6,16,3,4,17.05,31.05
7,7,3,4,18.30,28.96
8,19,3,4,18.99,25.93
10,13,4,2,36.18,23.75
10,44,1,2,31.89,20.00
11,28,0,1,17.30,10.13
15,36,1,4,27.98,20.72
16,0,4,2,32.20,20.73
16,5,2,4,43.54,28.58
16,37,4,1,28.63,19.79
