step,client_id,x,y,associated_ap,demand_mbps,sinr_db,max_rate_mbps,throughput_mbps,airtime_fraction,velocity,direction
0,0,19.32,22.24,2,28.36,42.14,280.00,28.36,0.1914,1.64,0.00
0,1,30.45,17.10,3,15.60,8.14,58.18,9.15,0.0610,1.50,0.00
0,2,28.53,23.66,3,14.85,8.35,59.44,8.71,0.0580,1.86,0.00
0,3,29.30,23.30,3,26.61,9.02,63.31,15.60,0.1040,1.07,0.00
0,4,21.21,41.81,0,34.08,0.85,22.95,22.95,0.3997,1.41,0.00
0,5,41.67,31.17,1,29.23,15.97,106.86,22.88,0.1525,0.86,0.00
0,6,30.94,30.31,3,26.10,11.45,78.05,15.31,0.1020,0.74,0.00
0,7,32.63,18.83,3,16.30,9.59,66.75,9.56,0.0637,1.39,0.00
0,8,21.36,24.09,2,26.41,28.82,191.49,26.41,0.1782,0.56,0.00
0,9,10.75,20.30,2,19.40,29.11,193.46,19.40,0.1309,1.65,0.00
0,10,9.78,18.33,2,26.58,27.15,180.44,26.58,0.1794,0.61,0.00
0,11,33.51,44.78,3,13.97,7.84,56.47,8.19,0.0546,1.80,0.00
0,12,43.48,23.94,1,20.72,15.65,104.77,16.22,0.1081,1.75,0.00
0,13,6.93,5.82,2,10.32,19.89,132.46,10.32,0.0697,1.63,0.00
0,14,35.64,17.51,1,15.93,14.39,96.67,12.47,0.0831,1.15,0.00
0,15,44.27,18.23,1,32.25,15.06,100.91,25.24,0.1683,0.94,0.00
0,16,33.06,17.20,3,23.18,9.25,64.73,13.59,0.0906,0.79,0.00
0,17,41.82,43.46,1,32.90,14.80,99.29,25.75,0.1717,1.32,0.00
0,18,37.30,14.10,1,32.54,14.05,94.45,25.47,0.1698,0.85,0.00
0,19,10.18,8.41,2,23.73,21.34,142.02,23.73,0.1601,0.93,0.00
0,20,36.18,26.89,3,18.83,11.84,80.46,11.04,0.0736,0.93,0.00
0,21,43.31,36.37,1,28.08,15.35,102.81,21.98,0.1465,1.55,0.00
0,22,30.01,38.51,3,33.66,7.94,57.06,19.74,0.1316,1.77,0.00
0,23,38.18,37.75,3,30.08,11.04,75.51,17.64,0.1176,0.95,0.00
0,24,13.61,21.19,2,13.39,34.87,231.67,13.39,0.0904,1.07,0.00
0,25,17.48,30.77,0,34.46,21.94,145.96,34.46,0.6003,1.05,0.00
0,26,30.50,41.26,3,25.77,7.38,53.90,15.11,0.1007,1.05,0.00
0,27,28.52,36.87,3,10.86,7.02,51.85,6.37,0.0424,1.14,0.00
1,0,21.01,22.01,2,28.36,32.45,215.62,28.36,0.1914,1.70,6.15
1,1,31.90,17.70,1,15.60,13.30,89.70,4.97,0.0332,1.58,0.39
1,2,30.31,24.25,1,14.85,14.00,94.17,4.73,0.0316,1.88,0.32
1,3,30.44,23.40,1,26.61,13.92,93.61,8.49,0.0566,1.15,0.09
1,4,22.63,41.99,1,34.08,10.96,75.05,7.32,0.0488,1.44,0.12
1,5,42.54,30.85,1,29.23,15.92,106.52,9.32,0.0621,0.93,5.93
1,6,31.61,30.49,1,26.10,14.34,96.32,8.32,0.0555,0.70,0.25
1,7,33.91,18.98,1,16.30,14.30,96.06,5.20,0.0347,1.29,0.12
1,8,21.99,23.96,2,26.41,26.88,178.61,26.41,0.1782,0.65,6.09
1,9,12.44,20.64,2,19.40,31.94,212.21,19.40,0.1309,1.72,0.20
1,10,10.45,18.22,2,26.58,27.74,184.34,26.58,0.1794,0.68,6.11
1,11,35.32,44.70,1,13.97,14.36,96.45,4.46,0.0297,1.82,6.24
1,12,45.26,23.46,1,20.72,15.51,103.85,6.61,0.0440,1.84,6.02
1,13,8.39,5.28,2,10.32,19.82,131.96,10.32,0.0697,1.55,5.93
1,14,36.74,17.23,1,15.93,14.52,97.50,5.08,0.0339,1.13,6.04
1,15,45.25,18.02,1,32.25,15.02,100.69,10.28,0.0686,1.01,6.06
1,16,33.81,17.11,1,23.18,13.88,93.37,7.39,0.0493,0.76,6.16
1,17,43.19,43.18,1,32.90,14.85,99.58,10.49,0.0699,1.39,6.08
1,18,38.18,13.88,1,32.54,14.14,95.01,10.37,0.0692,0.91,6.03
1,19,11.09,8.18,2,23.73,21.30,141.74,23.73,0.1601,0.93,6.04
1,20,37.01,26.74,1,18.83,15.87,106.19,6.00,0.0400,0.85,6.10
1,21,44.79,36.18,1,28.08,15.35,102.79,8.96,0.0597,1.49,6.15
1,22,31.61,38.03,1,33.66,14.39,96.65,10.73,0.0716,1.68,5.99
1,23,39.04,37.48,1,30.08,15.13,101.41,9.59,0.0639,0.89,5.98
1,24,14.65,21.04,2,13.39,37.87,251.63,13.39,0.0904,1.05,6.14
1,25,18.57,30.88,0,34.46,16.33,109.19,34.46,1.0000,1.09,0.10
1,26,31.50,41.45,1,25.77,14.14,95.05,8.22,0.0548,1.02,0.19
1,27,29.53,37.21,1,10.86,14.00,94.16,3.46,0.0231,1.07,0.33
2,0,22.61,22.10,2,28.36,26.35,175.14,28.36,0.1914,1.60,0.05
2,1,33.33,18.56,1,15.60,14.05,94.44,4.86,0.0324,1.66,0.54
2,2,32.01,24.95,1,14.85,14.59,97.94,4.63,0.0308,1.84,0.39
2,3,31.47,23.72,1,26.61,14.37,96.53,8.29,0.0553,1.07,0.31
2,4,24.03,42.57,1,34.08,11.74,79.86,10.62,0.0708,1.51,0.40
2,5,43.50,30.66,1,29.23,15.84,105.98,9.10,0.0607,0.98,6.08
2,6,32.29,30.78,1,26.10,14.31,96.10,8.13,0.0542,0.73,0.41
2,7,35.04,19.53,1,16.30,14.65,98.33,5.08,0.0338,1.26,0.45
2,8,22.54,23.99,2,26.41,25.10,166.84,26.41,0.1782,0.55,0.06
2,9,14.05,20.70,2,19.40,35.65,236.87,19.40,0.1309,1.62,0.04
2,10,11.08,17.87,2,26.58,28.14,187.02,26.58,0.1794,0.72,5.79
2,11,37.05,44.33,1,13.97,14.53,97.51,4.35,0.0290,1.76,6.07
2,12,47.19,23.57,1,20.72,15.40,103.14,6.45,0.0430,1.94,0.05
2,13,9.52,4.34,2,10.32,19.51,129.94,10.32,0.0697,1.47,5.59
2,14,37.78,16.94,1,15.93,14.61,98.04,4.96,0.0331,1.07,6.01
2,15,46.21,17.68,1,32.25,14.97,100.37,10.05,0.0670,1.02,5.95
2,16,34.54,17.22,1,23.18,14.10,94.78,7.22,0.0481,0.73,0.16
2,17,44.40,42.69,1,32.90,14.89,99.86,10.25,0.0683,1.31,5.90
2,18,39.08,13.74,1,32.54,14.22,95.56,10.14,0.0676,0.91,6.14
2,19,11.81,7.76,2,23.73,21.11,140.45,23.73,0.1601,0.83,5.75
2,20,37.80,26.35,1,18.83,16.12,107.82,5.86,0.0391,0.88,5.83
2,21,46.29,36.54,1,28.08,15.28,102.39,8.75,0.0583,1.55,0.24
2,22,33.17,37.64,1,33.66,14.62,98.11,10.48,0.0699,1.60,6.03
2,23,39.90,37.36,1,30.08,15.19,101.77,9.37,0.0625,0.87,6.14
2,24,15.66,21.02,2,13.39,41.93,278.55,13.39,0.0904,1.01,6.27
2,25,19.60,31.25,0,34.46,12.19,82.70,34.46,1.0000,1.10,0.34
2,26,32.41,41.94,1,25.77,14.25,95.72,8.03,0.0535,1.03,0.50
2,27,30.68,37.29,1,10.86,14.26,95.82,3.38,0.0226,1.15,0.07
3,0,24.19,21.58,2,28.36,21.80,145.06,28.36,0.1914,1.67,5.97
3,1,34.39,19.78,1,15.60,14.57,97.77,4.86,0.0324,1.62,0.86
3,2,33.77,25.08,1,14.85,14.88,99.80,4.63,0.0308,1.76,0.07
3,3,32.29,24.26,1,26.61,14.63,98.20,8.29,0.0553,0.98,0.58
3,4,25.34,43.23,1,34.08,12.33,83.55,10.62,0.0708,1.46,0.46
3,5,44.28,30.17,1,29.23,15.79,105.64,9.10,0.0607,0.92,5.73
3,6,32.98,31.17,1,26.10,14.26,95.79,8.13,0.0542,0.80,0.52
3,7,36.03,20.22,1,16.30,14.92,100.06,5.08,0.0338,1.20,0.61
3,8,23.17,24.13,2,26.41,23.06,153.37,26.41,0.1782,0.65,0.22
