step,ap_id,x,y,tx_power,channel,bandwidth,noise_floor,max_throughput,allocated_throughput,duty_cycle,num_clients,inc_energy_dbm
0,0,10.714285714285715,21.838728752841867,27.47912316829456,1,20,-95.0,150.0,25.22670595511282,0.1682,2,-44.39
0,1,16.42857142857143,27.99277229877954,29.009008051013087,6,20,-95.0,150.0,15.952188880969963,0.1063,1,-45.69
0,2,22.142857142857142,24.167676584502114,20.11848395348956,11,20,-95.0,150.0,65.0598657243131,0.4337,5,-38.89
0,3,27.857142857142858,29.849774152310452,22.835794084742226,1,20,-95.0,150.0,24.782073940084082,0.1652,2,-41.18
0,4,33.57142857142857,25.02399918833211,28.61567521691954,6,20,-95.0,150.0,55.24106884635647,0.3683,2,-46.93
0,5,39.285714285714285,20.748300259002423,20.344325452067338,11,20,-95.0,150.0,17.608313434610327,0.1174,1,-44.49
1,0,10.714285714285715,21.838728752841867,27.47912316829456,1,20,-95.0,150.0,25.22670595511282,0.1682,2,-43.96
1,1,16.42857142857143,27.99277229877954,29.009008051013087,6,20,-95.0,150.0,15.952188880969963,0.1063,1,-45.78
1,2,22.142857142857142,24.167676584502114,20.11848395348956,11,20,-95.0,150.0,0.0,0.0000,0,-41.33
1,3,27.857142857142858,29.849774152310452,22.835794084742226,1,20,-95.0,150.0,12.71853573153698,0.0848,2,-42.29
1,4,33.57142857142857,25.02399918833211,28.61567521691954,6,20,-95.0,150.0,149.972786213827,0.9998,8,-46.66
1,5,39.285714285714285,20.748300259002423,20.344325452067338,11,20,-95.0,150.0,0.0,0.0000,0,-44.46
2,0,10.714285714285715,21.838728752841867,27.47912316829456,1,20,-95.0,150.0,25.22670595511282,0.1682,2,-43.86
2,1,16.42857142857143,27.99277229877954,29.009008051013087,6,20,-95.0,150.0,15.952188880969963,0.1063,1,-45.85
2,2,22.142857142857142,24.167676584502114,20.11848395348956,11,20,-95.0,150.0,0.0,0.0000,0,-41.83
2,3,27.857142857142858,29.849774152310452,22.835794084742226,1,20,-95.0,150.0,5.847801240783248,0.0390,1,-42.60
2,4,33.57142857142857,25.02399918833211,28.61567521691954,6,20,-95.0,150.0,150.0,1.0000,9,-46.19
2,5,39.285714285714285,20.748300259002423,20.344325452067338,11,20,-95.0,150.0,0.0,0.0000,0,-44.40
3,0,10.714285714285715,21.838728752841867,27.47912316829456,1,20,-95.0,150.0,25.22670595511282,0.1682,2,-43.52
3,1,16.42857142857143,27.99277229877954,29.009008051013087,6,20,-95.0,150.0,15.952188880969963,0.1063,1,-45.90
3,2,22.142857142857142,24.167676584502114,20.11848395348956,11,20,-95.0,150.0,0.0,0.0000,0,-42.02
3,3,27.857142857142858,29.849774152310452,22.835794084742226,1,20,-95.0,150.0,0.0,0.0000,0,-43.04
3,4,33.57142857142857,25.02399918833211,28.61567521691954,6,20,-95.0,150.0,150.0,1.0000,10,-45.40
3,5,39.285714285714285,20.748300259002423,20.344325452067338,11,20,-95.0,150.0,0.0,0.0000,0,-44.31
4,0,10.714285714285715,21.838728752841867,27.47912316829456,1,20,-95.0,150.0,25.22670595511282,0.1682,2,-43.22
4,1,16.42857142857143,27.99277229877954,29.009008051013087,6,20,-95.0,150.0,15.952188880969963,0.1063,1,-45.93
4,2,22.142857142857142,24.167676584502114,20.11848395348956,11,20,-95.0,150.0,0.0,0.0000,0,-42.12
