step,client_id,x,y,associated_ap,demand_mbps,sinr_db,max_rate_mbps,throughput_mbps,airtime_fraction,velocity,direction
0,0,7.83,9.25,0,28.40,28.24,187.67,28.40,0.2524,1.00,0.00
0,1,27.77,23.30,2,20.35,20.30,135.11,20.35,0.1821,1.00,0.00
0,2,9.99,32.86,3,8.64,9.29,64.93,8.64,0.0955,1.00,0.00
0,3,20.90,34.50,2,17.24,0.93,23.27,17.24,0.1543,1.00,0.00
0,4,16.99,9.45,0,28.61,10.86,74.45,28.61,0.2543,1.00,0.00
0,5,26.19,5.42,1,23.46,37.06,246.20,23.46,0.2885,1.00,0.00
0,6,10.54,44.76,3,9.68,18.45,123.02,9.68,0.1071,1.00,0.00
0,7,6.83,12.14,0,6.85,20.81,138.51,6.85,0.0609,1.00,0.00
0,8,19.09,44.78,3,6.55,5.92,45.89,6.55,0.0724,1.00,0.00
0,9,6.90,32.15,3,13.69,8.22,58.64,13.69,0.1514,1.00,0.00
0,10,39.41,23.31,1,10.31,38.21,253.83,10.31,0.1268,1.00,0.00
0,11,10.14,39.92,3,11.17,61.17,406.39,11.17,0.1235,1.00,0.00
0,12,38.37,32.04,4,14.15,7.25,53.15,14.15,0.4321,1.00,0.00
0,13,21.01,14.03,2,28.20,-0.43,18.60,18.60,0.1665,1.00,0.00
0,14,18.59,12.28,0,29.08,5.41,43.24,29.08,0.2585,1.00,0.00
0,15,34.87,23.86,2,10.70,5.50,43.68,10.70,0.0958,1.00,0.00
0,16,23.86,35.67,2,15.01,1.43,25.15,15.01,0.1344,1.00,0.00
0,17,36.98,17.55,1,8.07,44.64,296.57,8.07,0.0993,1.00,0.00
0,18,5.90,28.20,3,23.64,2.15,28.01,23.64,0.2614,1.00,0.00
0,19,13.69,20.64,0,23.71,-0.13,19.58,19.58,0.1740,1.00,0.00
0,20,29.58,5.85,1,27.09,40.45,268.75,27.09,0.3331,1.00,0.00
0,21,40.55,5.21,1,12.39,51.46,341.87,12.39,0.1523,1.00,0.00
0,22,33.56,19.50,2,29.81,6.88,51.11,29.81,0.2669,1.00,0.00
0,23,11.89,36.79,3,17.05,18.40,122.65,17.05,0.1886,1.00,0.00
0,24,39.55,37.08,4,18.60,22.84,151.90,18.60,0.5679,1.00,0.00
1,0,8.70,9.00,0,28.40,32.42,215.44,28.40,0.3056,0.90,5.99
1,1,28.74,23.57,2,20.35,17.59,117.39,20.35,0.2005,1.01,0.27
1,2,10.93,32.62,3,8.64,8.19,58.51,8.64,0.0955,0.97,6.03
1,3,21.91,34.71,2,17.24,1.63,25.94,17.24,0.1699,1.04,0.21
1,4,17.91,9.83,0,28.61,8.83,62.19,28.61,0.3078,0.99,0.39
1,5,27.17,5.78,1,23.46,38.03,252.64,23.46,0.2111,1.04,0.35
1,6,11.58,44.98,3,9.68,17.10,114.16,9.68,0.1071,1.07,0.20
1,7,7.77,12.00,0,6.85,23.75,157.89,6.85,0.0737,0.95,6.13
1,8,20.11,44.74,3,6.55,4.47,38.49,6.55,0.0724,1.02,6.24
1,9,7.88,32.39,3,13.69,8.76,61.79,13.69,0.1514,1.00,0.24
1,10,40.36,23.05,1,10.31,38.47,255.62,10.31,0.0928,0.99,6.01
1,11,11.19,39.60,3,11.17,33.93,225.44,11.17,0.1235,1.10,5.99
1,12,39.44,32.09,4,14.15,8.32,59.23,14.15,0.4321,1.07,0.05
1,13,22.00,14.29,2,28.20,1.14,24.02,18.60,0.1833,1.02,0.25
1,14,19.45,12.63,0,29.08,3.55,34.14,29.08,0.3129,0.93,0.39
1,15,35.79,23.89,2,10.70,4.28,37.58,10.70,0.1054,0.92,0.04
1,16,24.79,36.01,2,15.01,1.17,24.14,15.01,0.1479,0.99,0.34
1,17,37.87,17.39,1,8.07,45.37,301.43,8.07,0.0727,0.90,6.10
1,18,6.91,27.87,3,23.64,1.59,25.76,23.64,0.2614,1.07,5.96
1,19,14.70,20.84,2,23.71,-0.22,19.28,19.58,0.1930,1.03,0.19
1,20,30.61,5.87,1,27.09,41.61,276.47,27.09,0.2437,1.03,0.02
1,21,41.51,5.37,1,12.39,51.32,340.98,12.39,0.1115,0.97,0.16
1,22,34.65,19.62,1,29.81,40.70,270.39,29.81,0.2683,1.10,0.11
1,23,12.96,36.55,3,17.05,15.25,102.14,17.05,0.1886,1.09,6.06
1,24,40.53,36.88,4,18.60,22.36,148.70,18.60,0.5679,1.01,6.08
2,0,9.42,8.59,0,28.40,33.39,221.88,28.40,0.3056,0.83,5.78
2,1,29.69,23.55,2,20.35,14.96,100.29,20.35,0.1909,0.96,6.26
2,2,11.87,32.56,3,8.64,7.27,53.25,8.64,0.0955,0.94,6.22
2,3,22.95,34.70,2,17.24,2.43,29.17,17.24,0.1617,1.03,6.27
2,4,18.94,10.03,0,28.61,6.84,50.86,28.61,0.3078,1.05,0.19
2,5,28.13,5.76,1,23.46,38.93,258.64,23.46,0.2111,0.96,6.26
2,6,12.58,45.36,3,9.68,15.24,102.09,9.68,0.1071,1.07,0.36
2,7,8.56,11.63,0,6.85,27.79,184.67,6.85,0.0737,0.87,5.85
2,8,21.05,44.66,3,6.55,3.17,32.41,6.55,0.0724,0.94,6.20
2,9,8.65,32.94,3,13.69,9.84,68.21,13.69,0.1514,0.95,0.62
2,10,41.28,22.72,1,10.31,38.74,257.42,10.31,0.0928,0.98,5.94
2,11,12.17,39.30,3,11.17,25.69,170.74,11.17,0.1235,1.03,5.98
2,12,40.51,31.99,4,14.15,8.82,62.14,14.15,0.4321,1.07,6.19
2,13,22.94,14.61,2,28.20,2.59,29.87,24.02,0.2253,0.99,0.34
2,14,20.33,13.17,0,29.08,1.55,25.59,29.08,0.3129,1.03,0.55
2,15,36.65,24.17,2,10.70,3.12,32.20,10.70,0.1004,0.90,0.31
2,16,25.52,36.54,2,15.01,0.44,21.51,15.01,0.1408,0.90,0.63
2,17,38.74,17.01,1,8.07,46.37,308.06,8.07,0.0727,0.95,5.87
2,18,7.81,27.24,3,23.64,0.55,21.87,23.64,0.2614,1.09,5.67
2,19,15.64,21.07,2,23.71,1.44,25.18,19.28,0.1809,0.96,0.24
2,20,31.66,6.28,1,27.09,43.12,286.51,27.09,0.2437,1.12,0.37
2,21,42.50,5.55,1,12.39,50.70,336.87,12.39,0.1115,1.01,0.18
2,22,35.70,19.58,1,29.81,41.31,274.46,29.81,0.2683,1.05,6.25
2,23,14.10,36.65,3,17.05,12.80,86.49,17.05,0.1886,1.14,0.09
2,24,41.62,36.89,4,18.60,21.57,143.49,18.60,0.5679,1.08,0.01
3,0,10.13,8.40,0,28.40,32.52,216.09,28.40,0.3175,0.73,6.01
3,1,30.66,23.73,2,20.35,12.75,86.21,20.35,0.1766,0.98,0.18
3,2,12.88,32.73,3,8.64,6.54,49.25,8.64,0.0974,1.02,0.18
3,3,24.00,35.03,2,17.24,2.42,29.14,17.24,0.1496,1.10,0.30
3,4,19.93,10.13,0,28.61,5.15,41.92,28.61,0.3198,1.00,0.10
3,5,29.07,5.75,1,23.46,39.87,264.91,23.46,0.2111,0.95,6.27
3,6,13.64,45.66,3,9.68,13.43,90.50,9.68,0.1092,1.10,0.28
3,7,9.43,11.46,0,6.85,31.81,211.36,6.85,0.0766,0.88,6.09
3,8,22.02,44.66,3,6.55,1.87,26.86,6.55,0.0739,0.97,0.01
3,9,9.43,33.54,3,13.69,11.05,75.58,13.69,0.1544,0.98,0.66
3,10,42.20,22.55,1,10.31,38.79,257.73,10.31,0.0928,0.93,6.10
3,11,13.18,39.16,3,11.17,20.51,136.50,11.17,0.1260,1.01,6.14
3,12,41.57,32.15,4,14.15,9.55,66.48,14.15,0.4321,1.07,0.16
3,13,23.85,14.78,2,28.20,3.64,34.58,28.20,0.2448,0.93,0.18
3,14,21.04,13.78,0,29.08,-0.26,19.15,25.59,0.2861,0.94,0.70
3,15,37.48,24.68,2,10.70,1.89,26.97,10.70,0.0929,0.98,0.55
3,16,26.20,37.19,2,15.01,-0.53,18.30,15.01,0.1303,0.94,0.76
3,17,39.58,16.87,1,8.07,46.81,310.99,8.07,0.0727,0.85,6.12
3,18,8.61,26.49,3,23.64,-0.71,17.73,21.87,0.2467,1.10,5.53
3,19,16.57,21.11,2,23.71,3.00,31.63,23.71,0.2058,0.93,0.04
3,20,32.70,6.64,1,27.09,44.79,297.61,27.09,0.2437,1.10,0.34
3,21,43.41,6.08,1,12.39,50.48,335.39,12.39,0.1115,1.05,0.53
