step,ap_id,x,y,tx_power,channel,bandwidth,noise_floor,max_throughput,allocated_throughput,duty_cycle,num_clients,inc_energy_dbm
0,0,36.54534585717185,43.16683906431374,22.351768795143748,1,20,-95.0,150.0,23.773731969457117,0.1585,1,-44.67
0,1,32.38761269838158,39.641959895476425,24.97774037936344,6,20,-95.0,150.0,150.00000000000003,1.0000,11,-45.70
0,2,39.988165367046896,11.152284466566606,20.326675939578667,11,20,-95.0,150.0,149.99999999999997,1.0000,14,-42.92
1,0,36.54534585717185,43.16683906431374,22.351768795143748,1,20,-95.0,150.0,23.773731969457117,0.1585,1,-44.72
1,1,32.38761269838158,39.641959895476425,24.97774037936344,6,20,-95.0,150.0,150.0,1.0000,14,-46.14
1,2,39.988165367046896,11.152284466566606,20.326675939578667,11,20,-95.0,150.0,150.0,1.0000,11,-45.95
2,0,36.54534585717185,43.16683906431374,22.351768795143748,1,20,-95.0,150.0,23.773731969457117,0.1585,1,-44.73
2,1,32.38761269838158,39.641959895476425,24.97774037936344,6,20,-95.0,150.0,150.0,1.0000,13,-46.19
2,2,39.988165367046896,11.152284466566606,20.326675939578667,11,20,-95.0,150.0,150.00000000000003,1.0000,12,-48.10
3,0,36.54534585717185,43.16683906431374,22.351768795143748,1,20,-95.0,150.0,23.773731969457117,0.1585,1,-44.71
3,1,32.38761269838158,39.641959895476425,24.97774037936344,6,20,-95.0,150.0,150.0,1.0000,13,-46.02
3,2,39.988165367046896,11.152284466566606,20.326675939578667,11,20,-95.0,150.0,150.00000000000003,1.0000,12,-49.56
4,0,36.54534585717185,43.16683906431374,22.351768795143748,1,20,-95.0,150.0,23.773731969457117,0.1585,1,-44.70
4,1,32.38761269838158,39.641959895476425,24.97774037936344,6,20,-95.0,150.0,150.0,1.0000,13,-45.79
4,2,39.988165367046896,11.152284466566606,20.326675939578667,11,20,-95.0,150.0,150.00000000000003,1.0000,12,-50.46
5,0,36.54534585717185,43.16683906431374,22.351768795143748,1,20,-95.0,150.0,35.27439032535918,0.2352,2,-44.67
5,1,32.38761269838158,39.641959895476425,24.97774037936344,6,20,-95.0,150.0,150.0,1.0000,11,-45.35
5,2,39.988165367046896,11.152284466566606,20.326675939578667,11,20,-95.0,150.0,150.0,1.0000,13,-50.88
6,0,36.54534585717185,43.16683906431374,22.351768795143748,1,20,-95.0,150.0,42.50737711852327,0.2834,3,-44.64
6,1,32.38761269838158,39.641959895476425,24.97774037936344,6,20,-95.0,150.0,150.0,1.0000,10,-44.76
6,2,39.988165367046896,11.152284466566606,20.326675939578667,11,20,-95.0,150.0,150.0,1.0000,13,-50.77
7,0,36.54534585717185,43.16683906431374,22.351768795143748,1,20,-95.0,150.0,42.50737711852327,0.2834,3,-44.61
7,1,32.38761269838158,39.641959895476425,24.97774037936344,6,20,-95.0,150.0,150.0,1.0000,10,-43.86
7,2,39.988165367046896,11.152284466566606,20.326675939578667,11,20,-95.0,150.0,150.0,1.0000,13,-49.71
8,0,36.54534585717185,43.16683906431374,22.351768795143748,1,20,-95.0,150.0,42.50737711852327,0.2834,3,-44.57
8,1,32.38761269838158,39.641959895476425,24.97774037936344,6,20,-95.0,150.0,150.0,1.0000,10,-42.78
8,2,39.988165367046896,11.152284466566606,20.326675939578667,11,20,-95.0,150.0,150.0,1.0000,13,-48.06
9,0,36.54534585717185,43.16683906431374,22.351768795143748,1,20,-95.0,150.0,33.843121203795754,0.2256,3,-44.47
9,1,32.38761269838158,39.641959895476425,24.97774037936344,6,20,-95.0,150.0,150.00000000000003,1.0000,9,-41.81
9,2,39.988165367046896,11.152284466566606,20.326675939578667,11,20,-95.0,150.0,150.0,1.0000,14,-46.45
10,0,36.54534585717185,43.16683906431374,22.351768795143748,1,20,-95.0,150.0,33.843121203795754,0.2256,3,-44.32
