step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0226,-48.86,9.54
0,0,2,0.0000,-40.99,5.21
0,0,3,0.5139,-49.41,9.94
0,0,4,0.0205,-53.73,13.86
0,0,5,0.0000,-50.71,10.99
0,0,6,0.5110,-50.23,10.59
0,1,0,0.0304,-50.57,9.54
0,1,2,0.0275,-55.87,14.33
0,1,3,0.0308,-39.73,4.15
0,1,4,0.5696,-60.44,20.33
0,1,5,0.0299,-51.58,10.30
0,1,6,0.0251,-60.30,20.12
0,2,0,0.0000,-41.28,5.21
0,2,1,0.0283,-54.46,14.33
0,2,3,0.0000,-55.18,15.14
0,2,4,0.0281,-54.82,14.73
0,2,5,0.6296,-55.63,15.68
0,2,6,0.0000,-43.86,6.35
0,3,0,0.5583,-52.63,9.94
0,3,1,0.0260,-41.24,4.15
0,3,2,0.0000,-58.11,15.14
0,3,4,0.0204,-60.18,17.76
0,3,5,0.0000,-46.93,6.42
0,3,6,0.4433,-61.83,20.15
0,4,0,0.0265,-57.78,13.86
0,4,1,0.5404,-62.77,20.33
0,4,2,0.0260,-58.57,14.73
0,4,3,0.0247,-61.00,17.76
0,4,5,0.0272,-56.57,12.63
0,4,6,0.0269,-56.98,13.04
0,5,0,0.0000,-53.29,10.99
0,5,1,0.0255,-52.45,10.30
0,5,2,0.5121,-57.92,15.68
0,5,3,0.0000,-46.29,6.42
0,5,4,0.0240,-55.11,12.63
0,5,6,0.0000,-60.38,18.92
0,6,0,0.6901,-49.75,10.59
0,6,1,0.0259,-58.12,20.12
0,6,2,0.0000,-43.09,6.35
0,6,3,0.5884,-58.13,20.15
0,6,4,0.0290,-52.47,13.04
0,6,5,0.0000,-57.32,18.92
1,0,1,0.0240,-48.86,9.54
1,0,2,0.0000,-40.99,5.21
1,0,3,0.5469,-49.41,9.94
1,0,4,0.0220,-53.73,13.86
1,0,5,0.0000,-50.71,10.99
1,0,6,0.5441,-50.23,10.59
1,1,0,0.0304,-50.57,9.54
1,1,2,0.0275,-55.87,14.33
1,1,3,0.0308,-39.73,4.15
1,1,4,0.5696,-60.44,20.33
1,1,5,0.0299,-51.58,10.30
1,1,6,0.0251,-60.30,20.12
1,2,0,0.0000,-41.28,5.21
1,2,1,0.0283,-54.46,14.33
1,2,3,0.0000,-55.18,15.14
1,2,4,0.0281,-54.82,14.73
1,2,5,0.6296,-55.63,15.68
1,2,6,0.0000,-43.86,6.35
1,3,0,0.5380,-52.63,9.94
1,3,1,0.0251,-41.24,4.15
1,3,2,0.0000,-58.11,15.14
1,3,4,0.0195,-60.18,17.76
1,3,5,0.0000,-46.93,6.42
1,3,6,0.4229,-61.83,20.15
1,4,0,0.0265,-57.78,13.86
1,4,1,0.5404,-62.77,20.33
1,4,2,0.0260,-58.57,14.73
1,4,3,0.0247,-61.00,17.76
1,4,5,0.0272,-56.57,12.63
1,4,6,0.0269,-56.98,13.04
1,5,0,0.0000,-53.29,10.99
1,5,1,0.0255,-52.45,10.30
1,5,2,0.5121,-57.92,15.68
1,5,3,0.0000,-46.29,6.42
1,5,4,0.0240,-55.11,12.63
1,5,6,0.0000,-60.38,18.92
1,6,0,0.7000,-49.75,10.59
1,6,1,0.0263,-58.12,20.12
1,6,2,0.0000,-43.09,6.35
1,6,3,0.5983,-58.13,20.15
1,6,4,0.0294,-52.47,13.04
1,6,5,0.0000,-57.32,18.92
2,0,1,0.0244,-48.86,9.54
2,0,2,0.0000,-40.99,5.21
2,0,3,0.5559,-49.41,9.94
2,0,4,0.0224,-53.73,13.86
2,0,5,0.0000,-50.71,10.99
2,0,6,0.5531,-50.23,10.59
2,1,0,0.0304,-50.57,9.54
2,1,2,0.0275,-55.87,14.33
2,1,3,0.0308,-39.73,4.15
2,1,4,0.5696,-60.44,20.33
2,1,5,0.0299,-51.58,10.30
2,1,6,0.0251,-60.30,20.12
2,2,0,0.0000,-41.28,5.21
2,2,1,0.0283,-54.46,14.33
2,2,3,0.0000,-55.18,15.14
2,2,4,0.0281,-54.82,14.73
2,2,5,0.6296,-55.63,15.68
2,2,6,0.0000,-43.86,6.35
2,3,0,0.5380,-52.63,9.94
2,3,1,0.0251,-41.24,4.15
2,3,2,0.0000,-58.11,15.14
2,3,4,0.0195,-60.18,17.76
2,3,5,0.0000,-46.93,6.42
