step,client_id,from_ap,to_ap,client_x,client_y
0,0,,4,42.08,43.20
0,1,,0,5.27,18.73
0,2,,3,5.76,38.91
0,3,,1,42.79,5.67
0,4,,2,32.13,30.79
0,5,,2,16.04,29.09
0,6,,4,37.95,33.21
0,7,,2,27.98,29.06
0,8,,1,42.43,19.11
0,9,,2,22.28,37.21
0,10,,4,44.46,29.25
0,11,,0,5.32,16.69
0,12,,2,31.43,22.21
0,13,,1,38.90,20.84
0,14,,2,32.69,28.25
0,15,,1,39.93,20.18
0,16,,2,17.93,30.30
0,17,,2,27.00,28.20
0,18,,3,21.94,44.12
0,19,,3,12.16,43.21
0,20,,4,41.05,42.65
0,21,,1,32.85,13.27
0,22,,3,10.93,36.99
0,23,,3,20.16,39.49
0,24,,0,9.70,5.82
3,4,2,4,35.16,30.76
4,18,3,4,25.88,45.37
4,23,3,2,23.77,37.92
5,9,2,4,27.47,39.10
6,14,2,4,37.51,28.42
7,7,2,4,34.11,30.91
7,12,2,1,39.40,23.25
9,1,0,2,12.77,23.85
9,10,4,1,48.18,24.78
9,17,2,4,35.70,29.81
9,22,3,2,20.01,34.63
12,11,0,2,17.28,18.32
13,8,1,4,47.56,25.65
13,19,3,2,22.42,36.64
14,15,1,4,48.46,25.63
14,16,2,4,33.16,32.95
15,2,3,2,19.40,33.22
16,23,2,4,33.02,32.11
18,5,2,4,40.10,25.45
18,22,2,4,27.57,37.53
19,5,4,1,41.12,24.46
19,6,4,1,46.33,24.44
20,10,1,2,35.42,20.99
20,24,0,1,25.09,7.10
23,13,1,2,38.27,23.45
25,20,4,2,34.24,29.52
26,5,1,4,50.00,25.38
30,10,2,1,27.31,12.21
32,1,2,4,30.15,35.72
32,2,2,1,34.97,19.96
34,3,1,4,39.63,25.54
35,11,2,1,39.21,23.47
35,19,2,0,10.99,23.47
37,21,1,4,45.26,25.75
38,9,4,2,25.11,38.15
38,10,1,0,24.97,2.93
38,24,1,2,28.70,14.37
39,23,4,1,48.26,24.79
40,9,2,3,22.27,38.04
40,16,4,1,43.72,24.60
43,13,2,3,14.60,31.08
44,6,1,2,24.92,10.58
44,20,2,1,26.65,11.26
45,6,2,0,23.90,10.56
47,17,4,3,24.60,45.76
49,5,4,2,26.77,37.55
50,0,4,2,27.28,37.39
50,2,1,4,43.35,25.59
50,18,4,1,47.18,25.00
55,5,2,3,19.59,34.84
57,0,2,3,23.63,39.02
58,4,4,3,24.97,41.64
58,7,4,2,30.10,34.84
58,12,1,2,29.90,16.04
62,10,0,2,15.13,20.70
66,4,3,2,20.33,35.13
66,20,1,2,34.29,19.39
67,24,2,3,18.64,34.61
68,21,4,3,24.35,45.01
70,4,2,3,17.08,32.18
71,4,3,2,16.50,31.22
72,20,2,4,37.42,28.64
73,7,2,3,23.19,38.61
73,9,3,2,19.28,32.35
75,11,1,2,24.90,10.25
75,12,2,3,11.29,27.44
76,11,2,0,24.04,10.22
