step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0000,-67.37,30.00
0,0,2,0.3745,-62.85,21.21
0,0,3,0.3180,-67.37,30.00
0,0,4,0.2616,-71.88,42.43
0,1,0,0.0000,-67.37,30.00
0,1,2,0.0000,-62.85,21.21
0,1,3,0.0000,-71.88,42.43
0,1,4,0.0000,-67.37,30.00
0,2,0,0.5346,-62.85,21.21
0,2,1,0.0000,-62.85,21.21
0,2,3,0.5346,-62.85,21.21
0,2,4,0.5346,-62.85,21.21
0,3,0,0.4829,-67.37,30.00
0,3,1,0.0000,-71.88,42.43
0,3,2,0.5393,-62.85,21.21
0,3,4,0.4829,-67.37,30.00
0,4,0,0.2917,-71.88,42.43
0,4,1,0.0000,-67.37,30.00
0,4,2,0.4046,-62.85,21.21
0,4,3,0.3482,-67.37,30.00
1,0,1,0.0000,-67.37,30.00
1,0,2,0.3745,-62.85,21.21
1,0,3,0.3180,-67.37,30.00
1,0,4,0.2616,-71.88,42.43
1,1,0,0.0000,-67.37,30.00
1,1,2,0.0000,-62.85,21.21
1,1,3,0.0000,-71.88,42.43
1,1,4,0.0000,-67.37,30.00
1,2,0,0.5049,-62.85,21.21
1,2,1,0.0000,-62.85,21.21
1,2,3,0.5049,-62.85,21.21
1,2,4,0.5049,-62.85,21.21
1,3,0,0.4829,-67.37,30.00
1,3,1,0.0000,-71.88,42.43
1,3,2,0.5393,-62.85,21.21
1,3,4,0.4829,-67.37,30.00
1,4,0,0.2917,-71.88,42.43
1,4,1,0.0000,-67.37,30.00
1,4,2,0.4046,-62.85,21.21
1,4,3,0.3482,-67.37,30.00
2,0,1,0.0000,-67.37,30.00
2,0,2,0.3745,-62.85,21.21
2,0,3,0.3180,-67.37,30.00
2,0,4,0.2616,-71.88,42.43
2,1,0,0.0000,-67.37,30.00
2,1,2,0.0000,-62.85,21.21
2,1,3,0.0000,-71.88,42.43
2,1,4,0.0000,-67.37,30.00
2,2,0,0.5354,-62.85,21.21
2,2,1,0.0000,-62.85,21.21
2,2,3,0.5354,-62.85,21.21
2,2,4,0.5354,-62.85,21.21
2,3,0,0.4712,-67.37,30.00
2,3,1,0.0000,-71.88,42.43
2,3,2,0.5276,-62.85,21.21
2,3,4,0.4712,-67.37,30.00
2,4,0,0.2917,-71.88,42.43
2,4,1,0.0000,-67.37,30.00
2,4,2,0.4046,-62.85,21.21
2,4,3,0.3482,-67.37,30.00
3,0,1,0.0000,-67.37,30.00
3,0,2,0.3745,-62.85,21.21
3,0,3,0.3180,-67.37,30.00
3,0,4,0.2616,-71.88,42.43
3,1,0,0.0000,-67.37,30.00
3,1,2,0.0000,-62.85,21.21
3,1,3,0.0000,-71.88,42.43
3,1,4,0.0000,-67.37,30.00
3,2,0,0.5393,-62.85,21.21
3,2,1,0.0000,-62.85,21.21
3,2,3,0.5393,-62.85,21.21
3,2,4,0.5393,-62.85,21.21
3,3,0,0.4519,-67.37,30.00
3,3,1,0.0000,-71.88,42.43
3,3,2,0.5084,-62.85,21.21
3,3,4,0.4519,-67.37,30.00
3,4,0,0.2917,-71.88,42.43
3,4,1,0.0000,-67.37,30.00
3,4,2,0.4046,-62.85,21.21
3,4,3,0.3482,-67.37,30.00
