step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0276,-43.15,6.08
0,0,2,0.0000,-53.68,13.64
0,0,3,0.5445,-56.74,17.26
0,0,4,0.0216,-60.90,23.75
0,0,5,0.0000,-63.57,29.14
0,1,0,0.0238,-46.21,6.08
0,1,2,0.0238,-49.51,7.84
0,1,3,0.0209,-55.21,12.14
0,1,4,0.4141,-60.12,17.69
0,1,5,0.0163,-63.63,23.15
0,2,0,0.0000,-54.76,13.64
0,2,1,0.0258,-47.53,7.84
0,2,3,0.0000,-52.00,11.04
0,2,4,0.0244,-52.50,11.47
0,2,5,0.4890,-57.80,17.23
0,3,0,0.5688,-55.38,17.26
0,3,1,0.0275,-50.79,12.14
0,3,2,0.0000,-49.56,11.04
0,3,4,0.0279,-48.54,10.21
0,3,5,0.0000,-52.47,13.81
0,4,0,0.0167,-67.02,23.75
0,4,1,0.4292,-63.18,17.69
0,4,2,0.0220,-57.53,11.47
0,4,3,0.0228,-56.02,10.21
0,4,5,0.0261,-48.55,5.76
0,5,0,0.0000,-66.42,29.14
0,5,1,0.0207,-63.42,23.15
0,5,2,0.5189,-59.57,17.23
0,5,3,0.0000,-56.69,13.81
0,5,4,0.0281,-45.29,5.76
1,0,1,0.0276,-43.15,6.08
1,0,2,0.0000,-53.68,13.64
1,0,3,0.5445,-56.74,17.26
1,0,4,0.0216,-60.90,23.75
1,0,5,0.0000,-63.57,29.14
1,1,0,0.0233,-46.21,6.08
1,1,2,0.0233,-49.51,7.84
1,1,3,0.0205,-55.21,12.14
1,1,4,0.4046,-60.12,17.69
1,1,5,0.0159,-63.63,23.15
1,2,0,0.0000,-54.76,13.64
1,2,1,0.0262,-47.53,7.84
1,2,3,0.0000,-52.00,11.04
1,2,4,0.0248,-52.50,11.47
1,2,5,0.4985,-57.80,17.23
1,3,0,0.5891,-55.38,17.26
1,3,1,0.0284,-50.79,12.14
1,3,2,0.0000,-49.56,11.04
1,3,4,0.0288,-48.54,10.21
1,3,5,0.0000,-52.47,13.81
1,4,0,0.0167,-67.02,23.75
1,4,1,0.4292,-63.18,17.69
1,4,2,0.0220,-57.53,11.47
1,4,3,0.0228,-56.02,10.21
1,4,5,0.0261,-48.55,5.76
1,5,0,0.0000,-66.42,29.14
1,5,1,0.0198,-63.42,23.15
1,5,2,0.4986,-59.57,17.23
1,5,3,0.0000,-56.69,13.81
1,5,4,0.0272,-45.29,5.76
