step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0300,-47.24,8.36
0,0,2,0.0000,-55.73,16.04
0,0,3,0.5419,-61.27,24.54
0,1,0,0.0289,-53.29,8.36
0,1,2,0.0286,-53.92,8.78
0,1,3,0.0236,-63.06,17.70
0,2,0,0.0000,-57.50,16.04
0,2,1,0.0276,-49.65,8.78
0,2,3,0.0000,-49.87,8.93
0,3,0,0.3141,-67.73,24.54
0,3,1,0.0161,-63.47,17.70
0,3,2,0.0000,-54.55,8.93
1,0,1,0.0308,-47.24,8.36
1,0,2,0.0000,-55.73,16.04
1,0,3,0.5591,-61.27,24.54
1,1,0,0.0234,-53.29,8.36
1,1,2,0.0230,-53.92,8.78
1,1,3,0.0180,-63.06,17.70
1,2,0,0.0000,-57.50,16.04
1,2,1,0.0308,-49.65,8.78
1,2,3,0.0000,-49.87,8.93
1,3,0,0.2899,-67.73,24.54
1,3,1,0.0151,-63.47,17.70
1,3,2,0.0000,-54.55,8.93
2,0,1,0.0308,-47.24,8.36
2,0,2,0.0000,-55.73,16.04
2,0,3,0.5591,-61.27,24.54
2,1,0,0.0230,-53.29,8.36
2,1,2,0.0226,-53.92,8.78
2,1,3,0.0176,-63.06,17.70
2,2,0,0.0000,-57.50,16.04
2,2,1,0.0308,-49.65,8.78
2,2,3,0.0000,-49.87,8.93
2,3,0,0.2899,-67.73,24.54
2,3,1,0.0151,-63.47,17.70
2,3,2,0.0000,-54.55,8.93
3,0,1,0.0308,-47.24,8.36
3,0,2,0.0000,-55.73,16.04
3,0,3,0.5591,-61.27,24.54
3,1,0,0.0230,-53.29,8.36
3,1,2,0.0226,-53.92,8.78
3,1,3,0.0176,-63.06,17.70
3,2,0,0.0000,-57.50,16.04
3,2,1,0.0308,-49.65,8.78
3,2,3,0.0000,-49.87,8.93
3,3,0,0.2899,-67.73,24.54
3,3,1,0.0151,-63.47,17.70
3,3,2,0.0000,-54.55,8.93
4,0,1,0.0308,-47.24,8.36
4,0,2,0.0000,-55.73,16.04
4,0,3,0.5591,-61.27,24.54
4,1,0,0.0230,-53.29,8.36
4,1,2,0.0226,-53.92,8.78
4,1,3,0.0176,-63.06,17.70
4,2,0,0.0000,-57.50,16.04
4,2,1,0.0308,-49.65,8.78
4,2,3,0.0000,-49.87,8.93
4,3,0,0.2899,-67.73,24.54
4,3,1,0.0151,-63.47,17.70
4,3,2,0.0000,-54.55,8.93
5,0,1,0.0308,-47.24,8.36
5,0,2,0.0000,-55.73,16.04
5,0,3,0.5591,-61.27,24.54
5,1,0,0.0207,-53.29,8.36
5,1,2,0.0204,-53.92,8.78
5,1,3,0.0154,-63.06,17.70
5,2,0,0.0000,-57.50,16.04
5,2,1,0.0308,-49.65,8.78
5,2,3,0.0000,-49.87,8.93
5,3,0,0.2899,-67.73,24.54
5,3,1,0.0151,-63.47,17.70
5,3,2,0.0000,-54.55,8.93
6,0,1,0.0289,-47.24,8.36
6,0,2,0.0000,-55.73,16.04
6,0,3,0.5165,-61.27,24.54
6,1,0,0.0207,-53.29,8.36
6,1,2,0.0204,-53.92,8.78
6,1,3,0.0154,-63.06,17.70
6,2,0,0.0000,-57.50,16.04
6,2,1,0.0308,-49.65,8.78
6,2,3,0.0000,-49.87,8.93
6,3,0,0.3297,-67.73,24.54
6,3,1,0.0168,-63.47,17.70
6,3,2,0.0000,-54.55,8.93
7,0,1,0.0281,-47.24,8.36
7,0,2,0.0000,-55.73,16.04
7,0,3,0.4977,-61.27,24.54
7,1,0,0.0207,-53.29,8.36
7,1,2,0.0204,-53.92,8.78
7,1,3,0.0154,-63.06,17.70
7,2,0,0.0000,-57.50,16.04
7,2,1,0.0308,-49.65,8.78
7,2,3,0.0000,-49.87,8.93
7,3,0,0.3297,-67.73,24.54
7,3,1,0.0168,-63.47,17.70
7,3,2,0.0000,-54.55,8.93
8,0,1,0.0281,-47.24,8.36
8,0,2,0.0000,-55.73,16.04
8,0,3,0.4977,-61.27,24.54
8,1,0,0.0207,-53.29,8.36
8,1,2,0.0204,-53.92,8.78
8,1,3,0.0154,-63.06,17.70
8,2,0,0.0000,-57.50,16.04
8,2,1,0.0308,-49.65,8.78
8,2,3,0.0000,-49.87,8.93
8,3,0,0.3297,-67.73,24.54
8,3,1,0.0168,-63.47,17.70
8,3,2,0.0000,-54.55,8.93
9,0,1,0.0261,-47.24,8.36
9,0,2,0.0000,-55.73,16.04
9,0,3,0.4538,-61.27,24.54
9,1,0,0.0207,-53.29,8.36
9,1,2,0.0204,-53.92,8.78
9,1,3,0.0154,-63.06,17.70
9,2,0,0.0000,-57.50,16.04
9,2,1,0.0308,-49.65,8.78
9,2,3,0.0000,-49.87,8.93
9,3,0,0.3297,-67.73,24.54
9,3,1,0.0168,-63.47,17.70
