step,client_id,x,y,associated_ap,demand_mbps,sinr_db,max_rate_mbps,throughput_mbps,airtime_fraction,velocity,direction
0,0,44.20,34.99,1,7.32,12.36,83.74,7.32,0.1360,1.92,0.00
0,1,25.79,28.74,0,24.53,22.11,147.08,24.53,0.3630,1.91,0.00
0,2,16.68,10.48,3,22.48,9.57,66.62,22.48,1.0000,0.53,0.00
0,3,38.54,34.09,1,17.06,14.85,99.57,17.06,0.3167,0.56,0.00
0,4,24.70,44.89,0,25.85,19.05,126.90,25.85,0.3825,0.87,0.00
0,5,27.88,21.99,0,17.20,8.15,58.23,17.20,0.2545,1.85,0.00
0,6,13.21,43.87,5,29.20,13.81,92.96,29.20,0.6520,1.14,0.00
0,7,29.11,18.22,4,33.91,6.05,46.57,33.91,0.7618,1.12,0.00
0,8,9.54,24.02,5,6.82,-2.87,12.01,6.82,0.1523,0.94,0.00
0,9,15.16,32.11,5,8.76,9.91,68.66,8.76,0.1957,1.84,0.00
0,10,17.74,20.67,4,5.41,10.19,70.35,5.41,0.1216,1.54,0.00
0,11,35.03,13.24,4,5.19,4.54,38.84,5.19,0.1166,1.05,0.00
0,12,37.20,21.37,1,29.46,6.77,50.51,29.46,0.5472,1.10,0.00
1,0,46.04,34.59,1,7.32,11.41,77.82,7.32,0.1360,1.88,6.07
1,1,27.66,28.95,0,24.53,24.36,161.97,24.53,0.2225,1.88,0.11
1,2,17.14,10.29,4,22.48,14.06,94.55,22.48,0.6795,0.50,5.89
1,3,39.09,33.95,1,17.06,15.68,104.97,17.06,0.3167,0.57,6.03
1,4,25.55,44.94,0,25.85,19.24,128.17,25.85,0.2345,0.85,0.06
1,5,29.66,21.90,0,17.20,8.71,61.52,17.20,0.1560,1.77,6.23
1,6,14.26,44.16,5,29.20,12.69,85.85,29.20,1.0000,1.09,0.28
1,7,30.21,18.60,0,33.91,3.71,34.89,33.91,0.3076,1.16,0.33
1,8,10.41,24.19,2,6.82,2.27,28.52,6.82,1.0000,0.89,0.18
1,9,16.85,32.66,0,8.76,14.54,97.58,8.76,0.0795,1.78,0.32
1,10,19.29,20.57,4,5.41,10.27,70.84,5.41,0.1636,1.54,6.22
1,11,35.98,12.89,4,5.19,3.97,36.11,5.19,0.1569,1.01,5.93
1,12,38.18,21.64,1,29.46,8.02,57.54,29.46,0.5472,1.02,0.27
2,0,47.97,34.70,1,7.32,10.00,69.21,7.32,0.1360,1.94,0.06
2,1,29.30,29.77,0,24.53,26.82,178.27,24.53,0.2225,1.83,0.46
2,2,17.71,10.15,4,22.48,15.07,101.04,22.48,0.6795,0.59,6.04
2,3,39.66,33.66,1,17.06,16.70,111.54,17.06,0.3167,0.64,5.82
2,4,26.41,45.00,0,25.85,19.38,129.06,25.85,0.2345,0.86,0.06
2,5,31.43,22.00,0,17.20,9.24,64.66,17.20,0.1560,1.78,0.06
2,6,15.29,44.31,5,29.20,11.72,79.77,29.20,1.0000,1.04,0.14
2,7,31.18,19.34,0,33.91,5.31,42.74,33.91,0.3076,1.22,0.65
2,8,11.19,24.09,2,6.82,2.52,29.57,6.82,1.0000,0.79,6.16
2,9,18.30,33.57,0,8.76,16.70,111.57,8.76,0.0795,1.72,0.56
2,10,20.72,20.87,4,5.41,9.56,66.56,5.41,0.1636,1.47,0.21
2,11,36.99,12.85,4,5.19,3.18,32.45,5.19,0.1569,1.01,6.24
2,12,39.24,21.89,1,29.46,9.07,63.62,29.46,0.5472,1.09,0.23
3,0,49.79,34.19,1,7.32,9.02,63.33,7.32,0.1360,1.88,6.01
3,1,31.11,30.38,0,24.53,25.12,167.01,24.53,0.1759,1.91,0.33
3,2,18.21,9.99,4,22.48,15.37,102.95,22.48,0.6795,0.52,5.96
