step,client_id,from_ap,to_ap,client_x,client_y
0,0,,3,35.05,15.34
0,1,,5,13.20,14.66
0,2,,5,7.64,7.13
0,3,,2,33.68,31.27
0,4,,4,13.29,39.94
0,5,,5,16.94,15.78
0,6,,3,32.67,9.26
0,7,,4,6.23,38.53
0,8,,3,38.02,10.72
0,9,,3,24.46,5.48
0,10,,5,11.03,13.43
0,11,,5,5.53,8.05
0,12,,3,35.18,16.14
0,13,,2,40.53,43.41
0,14,,1,25.10,20.03
0,15,,3,25.49,9.33
0,16,,2,27.85,33.76
0,17,,3,30.70,23.87
0,18,,1,29.26,22.99
0,19,,5,11.92,25.01
0,20,,2,42.13,28.71
0,21,,5,11.13,21.60
0,22,,3,33.54,22.87
0,23,,3,37.19,26.30
0,24,,2,44.91,30.39
0,25,,3,42.57,15.44
0,26,,3,44.25,5.88
0,27,,3,31.01,17.53
1,5,5,1,18.02,15.58
1,17,3,1,31.63,23.54
1,22,3,1,34.15,23.06
1,23,3,2,38.13,26.32
1,25,3,1,43.40,15.78
1,27,3,1,32.16,17.66
3,1,5,1,16.95,14.67
3,2,5,1,11.12,6.65
3,26,3,1,49.67,6.96
4,4,4,2,15.66,41.05
4,10,5,1,15.39,12.46
4,11,5,1,12.50,6.19
4,19,5,1,18.68,21.68
5,22,1,2,35.83,24.87
5,26,1,3,48.30,5.33
7,12,3,1,42.74,14.80
8,8,3,1,49.78,7.92
8,21,5,1,17.84,22.26
9,5,1,3,24.82,12.01
9,11,1,3,19.87,1.77
9,25,1,2,48.66,20.50
10,8,1,3,48.48,6.79
10,18,1,2,42.61,22.85
11,19,1,3,24.15,10.03
12,27,1,2,45.20,21.79
13,10,1,3,20.50,5.08
13,15,3,1,39.52,16.11
14,2,1,3,20.57,0.36
16,3,2,1,45.83,21.13
16,17,1,3,40.70,15.05
18,7,4,2,9.83,47.19
19,15,1,2,44.40,21.70
20,23,2,1,48.39,19.75
23,14,1,2,41.08,22.83
23,26,3,1,32.75,17.25
25,12,1,2,46.25,21.21
27,5,3,1,41.57,15.26
27,11,3,1,49.31,10.20
28,7,2,4,8.41,48.25
28,23,1,3,44.53,12.84
29,8,3,1,23.02,11.77
29,26,1,2,29.94,25.77
30,3,1,2,28.97,26.83
30,19,3,1,49.60,8.84
31,11,1,3,44.68,12.85
32,19,1,3,48.41,8.20
33,5,1,2,46.91,21.60
33,8,1,5,16.34,15.81
33,18,2,1,27.79,25.37
34,0,3,1,43.75,13.66
34,10,3,1,23.21,11.68
34,26,2,4,21.98,27.08
35,1,1,3,43.43,12.54
35,16,2,4,16.90,36.43
39,21,1,3,41.46,14.33
41,10,1,5,15.20,15.35
42,0,1,2,42.57,23.40
44,11,3,1,21.30,7.87
45,16,4,1,22.80,26.39
46,18,1,3,25.55,12.19
47,16,1,2,25.54,26.99
48,11,1,5,14.65,12.19
53,2,3,1,30.85,15.98
53,7,4,2,8.29,48.55
53,9,3,1,46.44,11.64
53,19,3,1,30.75,15.95
54,27,2,1,26.61,25.83
55,8,5,1,18.26,22.43
56,20,2,1,35.42,23.93
58,12,2,4,22.10,27.75
59,22,2,4,17.31,37.78
61,6,3,1,19.61,1.03
61,26,4,2,15.84,40.40
62,1,3,1,45.88,13.04
62,17,3,1,36.45,16.36
62,18,3,1,19.59,0.97
62,19,1,4,22.65,26.91
64,25,2,1,35.01,23.95
65,3,2,1,47.53,19.09
65,13,2,0,19.85,46.20
65,19,4,2,21.13,31.16
66,7,2,0,19.21,45.79
66,8,1,2,33.29,25.21
66,10,5,1,17.02,14.35
66,13,0,2,18.83,45.51
66,22,4,2,15.00,41.57
66,24,2,1,22.71,26.51
66,27,1,5,16.30,16.23
68,9,1,2,44.87,21.61
69,3,1,3,46.02,11.27
69,7,0,2,21.54,46.01
69,11,5,1,14.59,9.27
70,1,1,3,42.03,14.01
70,25,1,3,30.17,15.27
71,13,2,4,13.24,43.45
71,24,1,5,17.00,20.52
72,14,2,1,46.09,20.90
72,18,1,5,13.61,11.06
72,20,1,3,32.82,15.70
72,23,3,1,36.14,16.67
73,4,2,1,25.91,26.05
74,11,1,3,21.49,3.98
76,4,1,4,21.47,27.28
76,19,2,0,19.42,46.03
76,24,5,1,16.22,12.30
77,19,0,2,20.00,47.48
78,10,1,4,20.18,26.33
79,0,2,0,20.33,45.46
80,17,1,2,33.78,25.00
81,0,0,2,18.05,45.50
81,6,1,5,10.48,6.73
81,10,4,2,22.17,28.81
81,23,1,2,36.90,24.08
82,18,5,4,13.29,24.99
82,24,1,3,20.83,2.48
84,27,5,1,1.48,1.65
86,0,2,4,12.19,44.40
86,1,3,1,19.38,3.64
86,3,3,1,33.95,16.58
88,27,1,5,1.44,3.27
89,4,4,2,9.86,47.23
89,14,1,3,46.10,11.55
89,16,2,1,36.67,23.60
91,2,1,5,3.38,3.20
91,11,3,1,44.51,13.28
91,24,3,1,25.59,13.22
92,3,1,2,28.20,26.05
93,25,3,1,50.00,6.17
94,1,1,5,11.69,9.64
94,12,4,2,9.78,47.40
94,25,1,3,48.05,6.33
96,4,2,4,14.83,40.98
96,20,3,1,48.05,9.97
97,3,2,4,20.06,31.12
98,8,2,4,20.90,28.94
98,15,2,1,42.36,22.04
100,12,2,4,9.22,47.09
100,19,2,1,43.71,21.25
100,24,1,4,18.02,26.02
100,27,5,4,1.24,23.56
101,8,4,1,20.21,24.80
101,13,4,2,16.29,40.19
101,20,1,3,48.95,7.63
101,22,2,0,18.93,45.10
102,14,3,1,49.63,6.44
102,25,3,1,38.93,17.25
104,14,1,3,49.38,6.84
104,22,0,2,20.13,43.48
105,4,4,5,15.79,23.21
106,1,5,1,6.79,2.43
108,0,4,2,10.77,46.44
108,19,1,3,47.55,9.22
108,25,1,2,30.65,25.56
109,4,5,1,16.93,15.99
109,5,2,4,22.62,27.15
111,3,4,5,0.54,20.76
111,8,1,3,27.19,13.19
111,15,1,2,33.92,25.12
112,5,4,1,20.77,26.01
112,18,4,2,20.47,33.07
113,11,1,5,17.15,21.33
113,16,1,3,46.59,10.57
113,27,4,2,19.27,37.93
114,2,5,1,18.62,22.90
115,4,1,3,21.45,6.83
116,6,5,1,16.81,15.13
118,25,2,4,16.65,38.38
119,1,1,5,15.84,17.68
119,9,2,4,17.57,37.42
119,26,2,0,20.96,44.34
120,2,1,2,25.24,26.63
120,5,1,5,17.44,21.72
120,17,2,4,8.14,48.41
