step,client_id,from_ap,to_ap,client_x,client_y
0,0,,4,34.96,23.47
0,1,,0,10.44,6.82
0,2,,2,24.48,26.71
0,3,,1,15.37,17.79
0,4,,3,30.95,32.19
0,5,,1,14.30,14.01
0,6,,0,5.59,18.16
0,7,,1,22.22,14.03
0,8,,0,13.34,34.93
0,9,,0,6.08,35.54
0,10,,4,30.93,18.21
0,11,,1,19.23,10.86
0,12,,3,37.20,32.34
0,13,,0,11.83,25.01
0,14,,3,29.52,44.90
0,15,,4,40.63,22.30
0,16,,0,10.31,25.36
0,17,,0,7.85,17.80
0,18,,2,22.19,30.07
0,19,,0,14.53,26.65
0,20,,2,26.43,33.21
0,21,,1,18.32,22.33
0,22,,4,44.61,12.46
0,23,,1,23.86,5.08
0,24,,3,38.86,44.80
0,25,,4,40.45,20.32
0,26,,1,20.96,7.39
0,27,,4,36.80,16.96
0,28,,2,25.97,22.89
0,29,,0,12.28,24.37
0,30,,4,40.63,8.57
0,31,,3,28.42,35.53
0,32,,0,12.01,34.26
0,33,,1,22.44,15.91
0,34,,2,28.04,32.72
0,35,,0,13.92,29.49
0,36,,1,17.86,17.13
0,37,,2,17.16,35.00
0,38,,2,22.75,38.66
0,39,,0,8.43,13.20
0,40,,0,10.56,29.01
0,41,,0,6.07,19.06
0,42,,1,19.78,16.48
0,43,,3,32.26,33.19
0,44,,1,26.36,8.62
0,45,,0,13.07,30.72
0,46,,3,35.09,29.91
0,47,,2,27.81,22.82
1,1,0,1,11.41,7.15
1,8,0,2,15.13,34.29
1,9,0,2,7.73,35.91
1,14,3,2,31.18,44.84
1,19,0,1,16.35,27.34
1,23,1,2,24.34,5.22
1,24,3,2,39.59,45.01
1,26,1,2,22.12,6.95
1,31,3,2,29.86,36.02
1,32,0,2,13.57,34.38
1,39,0,1,10.43,13.12
1,44,1,2,27.99,8.22
1,45,0,2,14.77,30.57
2,31,2,3,31.25,36.33
2,34,2,3,30.03,32.99
2,35,0,1,15.28,29.46
2,46,3,4,38.11,31.00
3,7,1,2,25.33,15.26
3,11,1,2,24.16,11.62
3,12,3,4,39.05,31.65
3,16,0,1,14.85,22.79
3,19,1,2,20.23,28.09
3,20,2,3,29.88,31.47
3,29,0,1,15.89,25.20
3,33,1,2,25.37,15.51
3,47,2,4,32.25,22.14
4,13,0,1,15.70,25.53
4,28,2,4,32.26,22.19
4,35,1,2,16.54,29.33
4,41,0,1,12.92,17.61
5,2,2,3,30.79,26.65
5,21,1,2,23.12,23.68
6,42,1,2,24.01,12.46
6,43,3,4,37.65,29.48
7,5,1,2,19.34,6.31
7,6,0,1,12.74,17.13
7,36,1,2,25.33,17.08
7,40,0,2,14.72,30.66
8,2,3,4,34.62,25.98
8,17,0,1,13.23,18.55
8,20,3,4,35.46,27.83
8,29,1,2,22.12,26.32
9,7,2,4,32.85,14.77
9,11,2,4,32.33,17.14
9,13,1,2,21.35,25.81
9,16,1,2,25.07,19.22
9,37,2,3,29.51,32.03
9,39,1,2,25.75,13.09
10,33,2,4,32.75,15.96
11,31,3,4,43.36,36.19
12,18,2,3,29.24,28.20
12,41,1,2,25.07,18.86
13,1,1,2,24.59,15.21
13,3,1,2,25.01,17.77
13,16,2,4,32.21,18.41
13,39,2,4,33.49,14.39
14,11,4,3,34.06,26.20
14,21,2,4,32.06,22.09
14,37,3,4,35.01,26.38
15,25,4,2,35.03,9.02
15,26,2,4,37.69,7.59
15,44,2,4,42.11,5.66
16,5,2,1,18.50,6.70
17,4,3,2,42.38,39.65
17,29,2,4,32.20,20.06
17,36,2,4,32.37,23.16
17,41,2,4,33.42,20.06
18,23,2,4,35.84,9.39
18,27,4,3,42.05,37.04
19,6,1,2,23.84,11.01
19,36,4,3,33.26,24.93
20,36,3,4,33.95,25.72
21,13,2,4,32.40,22.94
21,18,3,4,35.86,27.99
21,39,4,2,42.76,3.37
22,11,3,2,39.89,40.02
22,14,2,3,40.34,39.81
22,17,1,0,9.11,12.40
22,25,2,1,21.59,9.89
22,31,4,2,45.60,38.97
22,36,4,3,35.13,27.49
22,47,4,2,49.73,0.56
23,3,2,3,31.06,24.10
23,9,2,0,0.56,34.51
23,27,3,2,32.83,38.86
23,34,3,2,38.03,40.43
24,1,2,3,29.79,27.71
24,15,4,2,39.82,5.05
24,17,0,1,8.36,11.43
24,22,4,2,35.76,8.75
25,47,2,4,48.02,3.25
26,28,4,2,40.91,4.04
26,45,2,3,36.24,39.05
27,19,2,3,30.82,33.65
28,0,4,3,38.21,31.31
28,42,2,4,38.17,8.18
29,1,3,2,29.17,34.00
29,10,4,2,49.62,39.65
29,25,1,0,8.85,12.99
29,29,4,2,39.04,4.35
29,30,4,2,38.58,6.03
30,5,1,2,17.92,29.36
30,7,4,2,38.86,5.56
30,14,3,2,30.82,36.77
31,36,3,4,40.69,33.62
31,45,3,4,41.29,33.17
31,46,4,2,31.86,17.35
32,16,4,2,32.71,10.88
32,19,3,4,35.51,26.77
32,28,2,4,40.24,5.25
33,24,2,4,48.57,38.90
34,33,4,2,33.21,9.94
35,27,2,0,12.24,31.79
35,37,4,2,33.51,9.64
36,4,2,3,39.00,39.88
36,6,2,4,35.64,10.00
36,17,1,2,4.89,4.90
36,38,2,4,50.00,38.89
36,39,2,1,18.77,7.24
38,9,0,1,12.41,14.54
38,16,2,1,21.35,9.37
38,20,4,2,37.85,6.53
38,21,4,2,33.64,11.96
38,41,4,3,41.20,36.43
39,2,4,2,46.88,1.51
39,8,2,1,20.74,25.97
40,0,3,2,32.38,38.57
40,44,4,3,43.34,38.41
41,16,1,2,17.44,4.93
41,44,3,2,42.40,39.42
42,25,0,1,12.94,17.76
42,32,2,4,40.20,5.55
42,37,2,1,21.91,11.56
42,41,3,2,36.45,40.94
43,19,4,2,34.97,9.87
44,2,2,4,50.00,2.25
44,39,1,0,3.46,9.48
45,4,3,2,29.07,33.80
45,7,2,4,32.74,15.41
45,8,1,0,13.27,19.84
46,3,3,2,39.98,40.95
46,9,1,2,16.89,4.59
47,7,4,2,31.56,18.12
47,12,4,2,32.30,15.88
47,14,2,0,9.46,34.24
47,26,4,3,38.87,32.33
47,36,4,2,48.92,39.40
47,47,4,3,43.16,37.16
48,8,0,1,11.55,15.50
48,29,2,1,23.81,14.46
48,40,2,3,35.47,39.17
49,18,4,2,44.91,38.73
49,22,2,1,19.34,7.45
49,25,1,2,25.37,15.12
49,27,0,2,11.24,34.30
49,42,4,3,40.28,34.57
49,47,3,2,42.29,39.94
50,13,4,2,46.93,39.09
50,15,2,1,14.74,5.55
50,17,2,1,10.15,4.37
51,31,2,3,36.01,39.49
51,37,1,0,9.22,13.69
51,43,4,2,31.31,19.15
52,16,2,0,2.18,7.59
53,39,0,1,11.37,13.93
54,9,2,1,18.38,6.01
54,28,4,2,45.32,38.46
54,30,2,1,18.30,5.79
54,42,3,2,40.48,40.40
55,25,2,4,34.44,11.56
55,45,4,2,45.74,1.71
56,15,1,0,7.15,11.93
56,32,4,2,42.87,3.51
57,8,1,2,7.20,3.36
57,29,1,0,10.71,16.27
57,33,2,0,1.32,7.34
58,23,4,2,42.02,3.53
59,30,1,2,13.40,3.50
59,31,3,4,40.14,33.36
59,38,4,2,31.48,22.10
59,43,2,1,24.18,17.58
59,45,2,4,45.52,3.28
59,46,2,4,33.63,14.93
60,37,0,2,0.75,7.13
60,39,1,2,24.87,13.80
61,19,2,4,36.27,9.50
61,20,2,4,32.93,16.59
62,21,2,3,29.94,29.80
62,26,3,2,41.26,40.07
62,40,3,4,39.50,32.78
63,9,1,2,25.08,17.49
64,8,2,1,7.26,6.04
65,33,0,1,9.59,12.67
65,39,2,4,34.60,13.35
66,10,2,4,46.68,38.60
66,34,2,4,45.10,38.21
66,38,2,1,23.94,19.20
67,20,4,3,32.62,24.03
68,16,0,1,15.91,29.01
68,47,2,3,31.62,36.66
69,16,1,2,17.59,29.77
69,28,2,4,44.43,37.26
70,2,4,3,33.12,25.19
70,3,2,3,42.50,38.99
70,9,2,3,30.95,26.09
70,14,0,1,14.83,21.45
70,17,1,2,24.49,14.10
70,21,3,2,41.65,40.19
70,47,3,2,29.70,34.55
72,25,4,2,42.01,2.45
73,20,3,2,28.64,31.84
73,39,4,2,43.36,2.90
74,2,3,2,29.15,27.37
74,22,1,2,22.85,23.79
74,29,0,1,14.44,20.34
74,45,4,2,30.62,22.08
75,0,2,3,30.54,33.55
75,27,2,3,30.46,34.57
75,38,1,0,12.00,18.04
