step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0159,-61.00,15.47
0,0,2,0.0000,-73.20,39.45
0,1,0,0.0234,-63.34,15.47
0,1,2,0.0202,-69.18,24.20
0,1,3,0.0175,-74.13,35.40
0,2,0,0.0000,-74.08,39.45
0,2,1,0.0191,-67.71,24.20
0,2,3,0.0000,-57.68,11.20
0,3,0,0.2472,-70.23,50.58
0,3,1,0.0134,-65.58,35.40
0,3,2,0.0000,-50.59,11.20
1,0,1,0.0172,-61.00,15.47
1,0,2,0.0000,-73.20,39.45
1,1,0,0.0200,-63.34,15.47
1,1,2,0.0168,-69.18,24.20
1,1,3,0.0141,-74.13,35.40
1,2,0,0.0000,-74.08,39.45
1,2,1,0.0141,-67.71,24.20
1,2,3,0.0000,-57.68,11.20
1,3,0,0.4472,-70.23,50.58
1,3,1,0.0222,-65.58,35.40
1,3,2,0.0000,-50.59,11.20
2,0,1,0.0172,-61.00,15.47
2,0,2,0.0000,-73.20,39.45
2,1,0,0.0200,-63.34,15.47
2,1,2,0.0168,-69.18,24.20
2,1,3,0.0141,-74.13,35.40
2,2,0,0.0000,-74.08,39.45
2,2,1,0.0141,-67.71,24.20
2,2,3,0.0000,-57.68,11.20
2,3,0,0.4472,-70.23,50.58
2,3,1,0.0222,-65.58,35.40
2,3,2,0.0000,-50.59,11.20
3,0,1,0.0172,-61.00,15.47
3,0,2,0.0000,-73.20,39.45
3,1,0,0.0186,-63.34,15.47
3,1,2,0.0154,-69.18,24.20
3,1,3,0.0127,-74.13,35.40
3,2,0,0.0000,-74.08,39.45
3,2,1,0.0130,-67.71,24.20
3,2,3,0.0000,-57.68,11.20
3,3,0,0.4472,-70.23,50.58
3,3,1,0.0222,-65.58,35.40
3,3,2,0.0000,-50.59,11.20
4,0,1,0.0172,-61.00,15.47
4,0,2,0.0000,-73.20,39.45
4,1,0,0.0186,-63.34,15.47
4,1,2,0.0154,-69.18,24.20
4,1,3,0.0127,-74.13,35.40
4,2,0,0.0000,-74.08,39.45
4,2,1,0.0130,-67.71,24.20
4,2,3,0.0000,-57.68,11.20
4,3,0,0.4472,-70.23,50.58
4,3,1,0.0222,-65.58,35.40
4,3,2,0.0000,-50.59,11.20
