step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0000,-67.37,30.00
0,0,2,0.3981,-62.85,21.21
0,0,3,0.3416,-67.37,30.00
0,0,4,0.2852,-71.88,42.43
0,1,0,0.0000,-67.37,30.00
0,1,2,0.0000,-62.85,21.21
0,1,3,0.0000,-71.88,42.43
0,1,4,0.0000,-67.37,30.00
0,2,0,0.5096,-62.85,21.21
0,2,1,0.0000,-62.85,21.21
0,2,3,0.5096,-62.85,21.21
0,2,4,0.5096,-62.85,21.21
0,3,0,0.3483,-67.37,30.00
0,3,1,0.0000,-71.88,42.43
0,3,2,0.4047,-62.85,21.21
0,3,4,0.3483,-67.37,30.00
0,4,0,0.3401,-71.88,42.43
0,4,1,0.0000,-67.37,30.00
0,4,2,0.4530,-62.85,21.21
0,4,3,0.3966,-67.37,30.00
1,0,1,0.0000,-67.37,30.00
1,0,2,0.3981,-62.85,21.21
1,0,3,0.3416,-67.37,30.00
1,0,4,0.2852,-71.88,42.43
1,1,0,0.0000,-67.37,30.00
1,1,2,0.0000,-62.85,21.21
1,1,3,0.0000,-71.88,42.43
1,1,4,0.0000,-67.37,30.00
1,2,0,0.5096,-62.85,21.21
1,2,1,0.0000,-62.85,21.21
1,2,3,0.5096,-62.85,21.21
1,2,4,0.5096,-62.85,21.21
1,3,0,0.3483,-67.37,30.00
1,3,1,0.0000,-71.88,42.43
1,3,2,0.4047,-62.85,21.21
1,3,4,0.3483,-67.37,30.00
1,4,0,0.3401,-71.88,42.43
1,4,1,0.0000,-67.37,30.00
1,4,2,0.4530,-62.85,21.21
1,4,3,0.3966,-67.37,30.00
2,0,1,0.0000,-67.37,30.00
2,0,2,0.3981,-62.85,21.21
2,0,3,0.3416,-67.37,30.00
2,0,4,0.2852,-71.88,42.43
2,1,0,0.0000,-67.37,30.00
2,1,2,0.0000,-62.85,21.21
2,1,3,0.0000,-71.88,42.43
2,1,4,0.0000,-67.37,30.00
2,2,0,0.5123,-62.85,21.21
2,2,1,0.0000,-62.85,21.21
2,2,3,0.5123,-62.85,21.21
2,2,4,0.5123,-62.85,21.21
2,3,0,0.3458,-67.37,30.00
2,3,1,0.0000,-71.88,42.43
2,3,2,0.4022,-62.85,21.21
2,3,4,0.3458,-67.37,30.00
2,4,0,0.3401,-71.88,42.43
2,4,1,0.0000,-67.37,30.00
2,4,2,0.4530,-62.85,21.21
2,4,3,0.3966,-67.37,30.00
3,0,1,0.0000,-67.37,30.00
3,0,2,0.3981,-62.85,21.21
3,0,3,0.3416,-67.37,30.00
3,0,4,0.2852,-71.88,42.43
3,1,0,0.0000,-67.37,30.00
3,1,2,0.0000,-62.85,21.21
3,1,3,0.0000,-71.88,42.43
3,1,4,0.0000,-67.37,30.00
3,2,0,0.4717,-62.85,21.21
3,2,1,0.0000,-62.85,21.21
3,2,3,0.4717,-62.85,21.21
3,2,4,0.4717,-62.85,21.21
3,3,0,0.3435,-67.37,30.00
3,3,1,0.0000,-71.88,42.43
3,3,2,0.4000,-62.85,21.21
3,3,4,0.3435,-67.37,30.00
3,4,0,0.3494,-71.88,42.43
3,4,1,0.0000,-67.37,30.00
3,4,2,0.4623,-62.85,21.21
3,4,3,0.4059,-67.37,30.00
4,0,1,0.0000,-67.37,30.00
4,0,2,0.3981,-62.85,21.21
4,0,3,0.3416,-67.37,30.00
4,0,4,0.2852,-71.88,42.43
4,1,0,0.0000,-67.37,30.00
4,1,2,0.0000,-62.85,21.21
4,1,3,0.0000,-71.88,42.43
4,1,4,0.0000,-67.37,30.00
4,2,0,0.5089,-62.85,21.21
