step,client_id,from_ap,to_ap,client_x,client_y
0,0,,3,6.78,16.89
0,1,,1,21.63,17.56
0,2,,1,14.12,7.18
0,3,,4,36.90,41.54
0,4,,3,6.89,41.31
0,5,,4,33.50,36.85
0,6,,1,40.71,12.10
0,7,,3,5.94,22.11
0,8,,1,24.00,19.21
0,9,,0,41.91,24.23
0,10,,1,29.32,13.75
0,11,,4,24.93,42.36
0,12,,1,25.33,22.65
0,13,,1,30.31,9.75
0,14,,2,16.21,42.04
0,15,,0,11.37,39.16
0,16,,0,35.02,27.51
0,17,,4,44.19,43.62
0,18,,1,34.93,17.31
0,19,,3,7.25,32.50
0,20,,1,32.05,16.32
0,21,,3,7.56,26.46
0,22,,3,7.16,28.19
0,23,,4,36.05,40.74
0,24,,3,10.15,24.30
0,25,,1,20.80,11.94
0,26,,1,35.94,13.73
0,27,,0,12.74,37.14
0,28,,3,9.78,24.30
0,29,,0,37.33,26.11
0,30,,0,29.16,35.30
0,31,,3,5.40,29.22
0,32,,4,38.28,41.73
0,33,,1,20.15,21.10
0,34,,1,43.66,12.17
0,35,,0,25.05,26.67
0,36,,3,15.75,25.60
0,37,,4,43.48,37.84
0,38,,1,35.24,22.48
0,39,,4,26.01,44.68
0,40,,1,24.54,20.55
0,41,,1,44.60,6.06
0,42,,4,33.35,40.55
0,43,,0,19.48,32.30
0,44,,1,33.94,14.19
0,45,,0,40.69,28.52
0,46,,1,23.19,20.64
0,47,,1,33.69,20.82
1,4,3,2,7.52,41.33
1,9,0,4,43.07,24.70
1,34,1,0,44.23,12.26
1,36,3,0,17.07,25.77
1,38,1,0,37.22,22.64
1,45,0,4,41.85,28.10
1,47,1,0,35.31,20.20
2,6,1,0,41.67,12.63
2,29,0,4,40.72,26.51
2,34,0,2,44.79,12.27
2,41,1,2,46.23,6.24
3,30,0,4,32.13,35.09
4,0,3,1,9.82,16.55
4,12,1,0,31.12,20.61
4,20,1,0,35.30,18.63
4,26,1,0,38.52,15.68
4,28,3,0,16.67,26.65
4,33,1,0,24.87,23.16
4,38,0,4,42.68,23.21
5,19,3,0,15.85,30.51
5,21,3,0,17.31,26.93
5,22,3,0,14.00,32.40
5,24,3,0,18.02,25.56
7,14,2,4,25.95,46.19
7,18,1,0,38.42,15.97
7,24,0,1,20.41,23.75
7,47,0,2,44.81,17.57
8,10,1,0,39.38,14.81
8,13,1,0,43.51,10.37
8,31,3,0,15.48,29.76
9,7,3,1,14.52,21.77
9,13,0,2,45.01,10.02
10,22,0,2,18.19,39.70
10,33,0,1,31.00,20.54
11,6,0,4,44.74,18.40
11,15,0,1,23.88,22.72
11,35,0,4,42.44,22.14
11,44,1,2,44.66,9.06
12,12,0,4,41.33,25.37
13,16,0,4,41.82,23.09
13,20,0,4,40.73,25.35
14,45,4,2,47.90,16.64
15,9,4,2,44.59,17.58
15,22,2,4,26.08,42.44
15,41,2,1,45.65,5.17
15,43,0,1,26.27,22.03
15,47,2,0,43.97,12.77
16,9,2,0,43.91,16.94
16,10,0,1,44.00,8.62
17,18,0,2,45.12,17.24
17,47,0,1,40.61,12.13
18,28,0,4,40.79,27.16
19,8,1,0,42.69,11.30
19,13,2,0,43.45,12.83
19,18,2,4,46.82,17.80
19,42,4,0,42.71,18.25
20,19,0,4,39.95,28.51
20,21,0,4,45.15,18.72
20,26,0,4,41.35,23.98
20,31,0,4,27.35,37.91
21,8,0,2,44.70,10.42
21,13,0,1,41.74,11.56
21,36,0,4,38.46,28.55
22,9,0,1,40.67,12.54
23,42,0,1,37.85,13.95
24,1,1,2,48.28,2.51
24,2,1,2,47.63,3.85
24,34,2,0,44.29,16.86
25,18,4,2,49.46,16.68
25,27,0,4,25.79,39.32
25,44,2,0,43.25,10.93
26,44,0,1,42.19,10.78
27,21,4,0,42.70,20.90
29,1,2,1,45.03,4.94
29,2,2,1,47.38,0.10
30,11,4,0,31.85,33.48
30,37,4,0,43.64,18.65
30,43,1,0,38.39,16.15
31,3,4,0,28.04,36.82
31,5,4,2,48.09,17.00
31,8,2,1,44.75,6.99
31,25,1,0,39.18,15.10
31,30,4,2,47.30,16.91
31,45,2,1,46.92,3.02
32,18,2,0,44.26,13.69
32,38,4,2,24.05,43.50
33,29,4,2,24.61,41.83
33,32,4,2,24.55,49.73
33,45,1,2,46.18,5.60
34,6,4,0,39.87,25.60
34,22,4,0,32.26,33.39
34,24,1,0,36.03,18.34
34,37,0,1,39.75,12.94
35,18,0,1,41.60,11.80
35,38,2,0,21.21,39.58
37,4,2,4,24.63,46.10
37,16,4,0,43.20,20.25
37,30,2,0,43.85,9.74
37,43,0,2,44.81,15.97
37,45,2,0,43.79,9.83
38,15,1,3,7.98,15.31
38,17,4,2,24.29,42.93
38,20,4,0,35.74,30.71
38,25,0,2,45.32,15.70
38,30,0,1,42.87,8.77
38,45,0,1,42.84,10.52
38,46,1,0,28.58,21.97
39,3,0,3,16.34,26.91
39,10,1,2,45.11,7.84
39,11,0,1,21.31,23.48
40,28,4,2,24.52,43.53
40,29,2,0,14.89,38.72
41,24,0,4,36.04,31.75
42,14,4,2,48.08,16.57
42,20,0,4,34.33,32.40
43,31,4,0,40.48,23.96
44,11,1,3,13.93,23.69
44,29,0,3,10.25,35.23
44,38,0,3,14.96,27.24
44,40,1,3,14.44,23.06
46,21,0,2,19.34,41.44
47,14,2,1,45.09,7.33
47,33,1,0,41.72,13.50
47,35,4,2,24.59,41.16
47,36,4,0,43.66,18.85
48,5,2,1,46.14,2.81
48,15,3,1,9.21,15.98
48,47,1,3,0.00,4.61
49,4,4,0,26.43,37.85
49,10,2,0,44.31,14.68
49,22,0,1,20.15,23.47
49,38,3,1,12.53,20.26
49,42,1,3,0.88,4.67
50,1,1,3,10.12,18.28
50,19,4,0,26.37,37.54
50,32,2,3,4.17,42.76
50,47,3,1,2.30,6.76
51,12,4,0,34.98,29.83
51,25,2,0,44.15,10.79
51,42,3,1,1.36,3.68
52,46,0,4,27.99,38.42
53,25,0,1,43.06,9.84
53,31,0,1,34.31,18.27
53,33,0,4,44.59,19.61
55,3,3,1,5.30,8.87
55,13,1,0,37.02,17.39
56,9,1,0,34.10,19.52
56,23,4,2,50.00,16.35
56,39,4,2,24.37,48.77
57,2,1,3,15.16,23.77
57,38,1,3,4.69,11.67
57,44,1,3,6.90,15.34
58,12,0,1,28.43,21.68
58,26,4,0,36.50,28.90
58,34,0,4,33.64,33.70
59,2,3,0,16.40,27.24
59,14,1,0,41.95,12.67
59,19,0,1,21.49,23.65
59,21,2,3,0.00,44.13
59,43,2,0,43.87,11.94
60,11,3,2,0.95,46.49
61,15,1,0,33.15,20.25
61,37,1,3,2.23,10.40
63,18,1,0,22.84,24.30
63,32,3,2,8.39,39.48
63,38,3,1,0.37,3.16
63,43,0,1,41.54,12.24
65,0,1,3,9.18,17.18
65,11,2,3,0.20,44.36
65,13,0,4,42.06,24.00
65,17,2,0,18.30,39.40
65,28,2,0,18.11,39.30
65,29,3,0,15.60,31.15
65,47,1,3,14.02,22.87
66,20,4,2,24.17,46.54
67,14,0,4,39.38,26.99
67,24,4,0,42.71,20.67
67,40,3,2,2.43,44.70
68,1,3,1,17.52,23.43
68,15,0,2,45.15,16.19
68,37,3,1,8.82,14.85
69,2,0,4,26.71,38.83
69,26,0,1,31.32,19.56
69,39,2,0,19.16,39.51
71,9,0,4,32.25,34.15
71,23,2,0,44.17,11.70
72,24,0,1,41.70,11.13
73,6,0,2,22.25,39.67
73,43,1,0,38.22,16.12
74,23,0,1,42.48,11.03
75,10,0,1,24.77,23.10
75,12,1,3,4.38,12.26
75,36,0,4,36.89,29.53
76,15,2,1,44.93,5.58
76,37,1,0,17.24,25.08
76,47,3,0,12.60,35.42
77,29,0,2,22.29,40.23
77,44,3,1,15.53,22.76
78,3,1,3,15.96,23.58
78,4,0,1,38.77,14.97
78,28,0,1,30.79,19.78
78,39,0,3,13.24,32.38
78,42,1,0,40.56,14.47
79,18,0,2,22.00,40.32
79,21,3,1,3.07,7.58
80,20,2,0,20.86,38.97
80,47,0,2,14.79,39.82
81,6,2,4,24.55,46.14
81,12,3,1,5.40,9.85
82,3,3,0,15.18,29.87
82,11,3,1,13.10,20.68
82,42,0,4,45.51,19.08
84,3,0,3,13.16,32.34
84,27,4,0,28.83,36.66
84,40,2,0,15.78,38.86
85,1,1,2,45.44,7.03
85,32,2,3,7.52,38.87
85,37,0,2,22.49,40.81
87,44,1,0,28.56,22.40
88,37,2,4,24.69,45.70
90,18,2,4,24.75,50.00
90,20,0,3,13.53,32.04
90,31,1,0,43.46,10.34
91,1,2,1,46.61,2.04
91,19,1,3,11.26,19.81
91,24,1,3,7.41,16.40
91,31,0,2,44.47,10.73
92,7,1,3,1.00,5.17
92,17,0,1,28.11,21.52
93,0,3,1,10.91,18.40
93,22,1,0,40.74,14.15
95,28,1,2,48.57,0.50
97,7,3,1,1.54,5.68
98,11,1,0,40.67,14.47
98,28,2,1,46.23,0.72
99,9,4,2,24.83,41.52
99,22,0,4,43.42,20.57
99,37,4,0,26.84,37.57
99,47,2,0,14.46,37.91
100,5,1,3,9.03,16.86
100,30,1,0,26.91,23.76
101,3,3,0,13.01,35.54
101,11,0,2,45.81,12.02
101,33,4,0,27.43,37.00
101,39,3,0,14.87,32.02
101,44,0,4,34.50,32.17
102,9,2,0,22.12,39.25
102,13,4,0,35.47,30.38
102,16,0,2,16.49,39.74
102,29,2,3,8.07,39.15
102,44,4,0,33.59,32.77
103,2,4,0,32.62,33.52
103,31,2,1,42.89,9.20
103,43,0,1,24.64,22.91
103,44,0,4,32.87,33.61
104,21,1,2,47.22,3.67
104,45,1,3,11.41,19.43
104,46,4,0,41.23,22.00
104,47,0,3,13.30,31.51
105,14,4,0,31.40,33.41
105,42,4,2,24.35,45.51
106,12,1,0,43.90,9.76
106,40,0,1,33.46,18.01
107,12,0,2,44.61,11.47
107,15,1,3,0.54,6.46
107,32,3,1,9.49,16.50
108,11,2,0,43.01,12.67
108,21,2,1,46.31,3.29
108,30,0,4,28.08,38.39
109,1,1,0,28.58,22.90
109,24,3,2,3.47,43.76
109,38,1,0,32.78,20.37
109,41,1,3,0.03,5.68
110,11,0,1,39.58,13.35
111,2,0,1,27.40,21.46
111,12,2,4,47.99,17.39
111,26,1,3,6.99,14.25
112,9,0,3,13.73,29.98
112,39,0,4,30.50,36.19
113,28,1,0,31.72,20.45
113,46,0,1,31.27,19.85
114,27,0,3,13.82,31.21
114,35,2,3,5.41,41.26
114,42,2,0,23.36,38.99
114,44,4,2,24.55,40.53
115,0,1,0,23.05,24.03
116,1,0,4,31.44,35.52
116,5,3,2,9.71,39.14
116,11,1,0,31.98,21.11
116,25,1,0,19.41,24.64
117,4,1,3,16.71,25.92
117,12,4,0,42.57,18.41
118,31,1,0,28.35,22.26
118,44,2,0,20.67,39.60
118,46,1,0,26.82,22.54
119,3,0,1,33.02,18.21
119,41,3,1,6.67,13.60
120,12,0,1,37.29,16.36
120,28,0,4,35.52,31.61
120,33,0,1,22.44,23.64
120,41,1,3,7.11,14.35
121,41,3,1,7.68,14.90
122,6,4,0,40.30,23.10
122,14,0,3,13.66,31.19
122,21,1,0,38.53,15.76
123,13,0,1,31.28,20.33
123,42,0,1,22.22,22.40
124,1,4,2,24.08,47.60
124,10,1,3,3.63,9.70
124,37,0,2,44.45,11.24
126,11,0,2,24.77,39.37
126,15,3,0,14.96,32.25
126,16,2,3,4.28,41.15
126,24,2,4,25.39,46.96
126,29,3,1,6.53,12.94
126,34,4,2,23.70,43.66
127,6,0,1,35.59,16.97
127,21,0,4,41.95,22.69
127,31,0,4,28.86,36.79
127,38,0,2,14.02,40.16
128,32,1,3,3.41,11.45
128,47,3,1,12.84,20.58
130,19,3,0,16.53,28.94
131,26,3,0,16.47,29.09
132,1,2,0,19.07,39.33
132,9,3,0,13.96,32.85
133,15,0,4,27.32,37.97
133,17,1,3,14.24,22.48
133,18,4,0,43.68,18.91
133,39,4,2,49.62,15.54
133,44,0,3,14.31,30.78
133,45,3,2,9.12,39.53
134,5,2,0,25.12,38.64
134,38,2,3,2.53,43.20
135,23,1,0,26.66,22.60
136,5,0,4,28.15,37.73
136,30,4,2,50.00,16.60
137,0,0,4,32.64,33.97
137,37,2,1,47.79,0.44
137,46,0,3,12.04,33.96
138,1,0,3,14.92,28.84
138,38,3,2,3.07,44.85
139,4,3,0,13.70,33.21
139,6,1,2,48.93,1.06
139,11,2,0,16.71,38.50
139,18,0,1,38.85,14.65
139,19,0,2,15.18,39.45
139,26,0,2,23.33,39.46
140,2,1,0,27.93,23.05
140,25,0,4,30.60,36.31
141,3,1,3,2.47,7.87
141,26,2,4,25.77,41.42
141,34,2,3,7.11,39.82
142,1,3,1,14.65,21.26
142,6,2,1,46.53,0.48
142,32,3,0,17.52,25.53
143,11,0,3,10.40,34.25
143,30,2,1,45.78,4.23
143,36,4,0,32.20,33.91
145,39,2,1,47.08,1.63
146,28,4,2,24.20,48.33
147,2,0,4,35.25,33.18
147,4,0,4,26.59,39.66
148,16,3,0,15.81,28.92
148,22,4,0,43.75,19.00
148,45,2,4,24.47,47.43
149,7,1,0,31.10,20.53
149,39,1,2,48.21,2.51
149,40,1,3,2.31,8.61
149,47,1,0,37.28,16.97
150,13,1,0,18.15,24.87
150,17,3,2,3.15,43.61
151,23,0,3,15.67,27.13
151,32,0,4,26.00,40.37
151,33,1,3,7.78,15.65
151,42,1,3,4.84,11.68
152,6,1,0,41.47,13.34
153,22,0,1,38.09,15.07
153,38,2,4,25.81,44.90
154,9,0,1,31.64,20.19
154,46,3,2,2.10,45.68
155,14,3,1,8.42,14.99
155,19,2,3,0.19,44.57
157,28,2,3,4.92,41.19
157,47,0,2,44.74,17.02
158,10,3,2,1.02,45.18
158,19,3,2,2.46,44.54
158,35,3,1,10.86,17.85
158,39,2,0,43.68,13.91
159,6,0,4,40.60,25.75
159,11,3,1,10.56,16.63
159,30,1,0,31.97,21.13
159,31,4,2,47.14,17.01
159,43,1,3,0.97,5.94
160,7,0,4,38.98,28.10
160,34,3,0,15.51,30.12
160,47,2,4,46.97,17.66
162,43,3,1,2.31,5.13
163,1,1,2,45.84,6.81
164,17,2,0,14.27,37.89
164,24,4,2,23.91,44.97
164,32,4,0,26.25,38.40
165,8,1,0,36.97,17.04
165,29,1,2,46.49,5.62
166,15,4,0,36.11,28.31
166,21,4,2,23.69,44.75
166,36,0,1,31.84,19.71
166,39,0,4,40.64,26.32
167,18,1,0,19.58,24.93
167,27,3,1,3.56,9.08
167,28,3,0,10.79,37.67
167,31,2,1,46.39,4.19
167,37,1,3,13.14,21.24
167,46,2,3,7.06,40.04
168,3,3,2,1.47,45.74
169,12,1,0,24.63,24.74
169,20,3,0,11.90,35.71
169,30,0,4,26.36,38.57
169,38,4,0,27.37,37.58
170,10,2,3,2.83,43.24
171,19,2,0,17.85,38.95
171,30,4,2,24.14,40.99
172,11,1,0,33.25,19.65
172,15,0,1,34.41,17.00
172,20,0,2,13.41,38.89
173,26,4,0,39.58,24.34
173,34,0,4,32.56,34.93
174,1,2,1,45.12,6.86
174,40,3,2,6.41,42.50
176,21,2,3,8.48,37.64
176,37,3,1,4.22,8.73
176,42,3,0,15.72,30.39
177,3,2,3,0.81,44.65
177,13,0,2,20.62,39.93
177,28,0,4,29.89,36.83
177,32,0,1,32.13,18.65
178,5,4,0,43.15,18.73
178,11,0,4,44.60,18.34
178,12,0,4,26.65,39.18
178,16,0,4,34.94,31.96
178,17,0,4,35.02,33.41
178,23,3,2,2.72,44.53
179,26,0,1,29.51,21.26
179,38,0,3,15.89,27.72
180,1,1,0,40.68,14.25
180,4,4,0,42.49,20.68
180,22,1,3,11.05,19.48
180,44,3,2,4.25,43.25
181,29,2,0,44.50,16.74
181,41,1,0,43.31,11.08
182,9,1,0,41.98,13.55
184,9,0,2,44.70,13.92
184,11,4,2,44.57,17.19
184,24,2,3,6.18,41.02
184,37,1,3,0.00,3.47
185,5,0,1,35.33,17.43
185,11,2,0,42.93,16.41
185,31,1,0,28.32,22.72
186,37,3,1,1.90,6.34
187,8,0,4,38.16,28.86
188,2,4,2,23.73,42.26
188,11,0,1,37.22,16.41
188,25,4,2,45.42,17.01
188,40,2,0,18.82,39.08
189,19,0,4,41.33,25.96
190,2,2,0,22.55,39.00
190,6,4,0,43.80,18.20
190,25,2,0,44.13,15.93
190,39,4,0,24.21,38.41
191,4,0,1,27.46,21.86
191,10,3,0,13.14,33.14
191,18,0,2,16.61,39.82
191,20,2,0,17.19,39.21
192,7,4,0,28.22,36.98
192,9,2,0,43.58,13.45
192,35,1,0,30.38,21.05
193,6,0,2,45.40,12.67
193,14,1,0,41.43,12.75
194,9,0,1,39.99,12.91
194,31,0,4,27.90,39.50
194,41,0,4,43.98,19.95
194,46,3,1,6.50,11.88
196,5,1,0,24.99,23.32
196,21,3,1,14.83,21.36
196,25,0,1,38.84,14.90
196,39,0,2,12.66,39.21
198,15,1,0,30.92,21.33
198,40,0,1,22.25,23.21
199,12,4,0,29.64,35.78
199,19,4,2,45.14,17.60
200,14,0,4,43.32,20.84
200,19,2,0,44.30,16.33
200,38,3,1,0.23,2.76
201,42,0,4,41.47,24.87
201,45,4,2,24.23,45.82
202,6,2,1,47.74,0.00
202,9,1,0,30.48,21.32
202,20,0,1,18.26,23.37
202,25,1,0,34.64,18.70
203,6,1,2,47.77,1.80
204,2,0,1,31.56,19.10
204,7,0,3,14.32,30.89
204,17,4,0,30.15,35.66
204,19,0,1,40.64,11.37
204,33,3,1,9.18,16.44
205,21,1,0,30.36,21.04
205,23,2,4,25.00,49.64
205,43,1,0,36.46,17.66
206,29,0,1,31.11,20.06
207,15,0,4,36.26,31.36
207,28,4,0,33.69,31.27
207,44,2,0,11.08,37.82
208,32,1,3,3.35,11.04
209,5,0,4,31.50,35.72
209,27,1,0,18.93,24.54
209,44,0,3,10.44,36.77
211,21,0,4,38.71,27.85
211,37,1,0,42.00,12.08
211,39,2,3,4.91,41.90
212,12,0,3,15.46,28.13
212,22,3,2,2.49,44.64
212,43,0,4,45.03,18.96
213,1,0,2,12.78,39.30
213,6,2,4,47.64,19.04
213,9,0,3,13.88,29.73
213,37,0,2,44.64,11.70
213,39,3,2,8.02,40.00
214,30,2,4,24.85,44.31
215,17,0,1,24.17,22.78
215,28,0,1,26.36,22.42
215,32,3,1,6.68,13.23
215,35,0,4,35.53,31.33
215,39,2,0,10.67,37.50
216,4,1,3,0.83,5.35
216,11,1,3,13.35,22.78
216,13,2,0,12.76,38.23
216,33,1,3,2.69,8.06
216,42,4,0,42.80,21.03
218,4,3,1,1.10,4.15
218,25,0,4,38.07,28.77
219,0,4,2,23.60,44.84
219,45,2,3,5.97,41.35
220,11,3,0,14.88,30.62
220,12,3,1,12.88,20.38
220,31,4,0,44.43,17.47
221,24,3,1,3.06,6.29
221,37,2,0,43.84,10.77
222,28,1,3,15.90,24.50
222,33,3,1,2.77,7.23
222,37,0,1,42.33,10.06
222,40,1,3,0.82,8.02
224,18,2,0,12.85,38.64
224,31,0,1,42.16,9.87
224,38,1,0,39.01,15.04
225,10,0,1,26.22,22.28
225,11,0,2,14.20,39.98
225,13,0,2,23.00,39.78
225,20,1,3,1.83,7.23
226,2,1,2,47.05,6.72
226,9,3,2,2.55,45.43
227,13,2,4,25.08,41.29
227,27,0,2,13.92,39.97
227,34,4,2,45.27,17.40
227,38,0,2,44.64,15.17
227,42,0,1,29.77,20.31
228,26,1,3,16.80,25.27
229,26,3,0,16.82,26.22
229,32,1,0,25.13,24.11
229,40,3,1,8.12,15.03
231,22,2,4,25.47,49.15
231,39,0,4,37.26,29.46
232,2,2,1,45.78,6.08
232,7,3,0,11.88,35.63
233,1,2,3,5.28,41.56
233,18,0,3,12.98,33.22
233,19,1,3,4.27,11.94
233,31,1,2,47.46,5.28
234,8,4,0,41.73,22.45
234,38,2,0,43.27,13.00
234,39,4,0,40.29,24.97
235,3,3,0,16.18,27.40
235,38,0,1,42.23,11.48
236,14,4,0,28.05,36.02
236,21,4,2,24.37,44.42
236,39,0,4,42.48,22.28
237,11,2,0,19.34,39.37
237,32,0,4,32.26,34.29
237,36,1,3,1.82,6.36
237,37,1,0,42.83,12.33
238,45,3,2,9.72,38.62
239,34,2,1,44.85,6.54
239,37,0,2,44.72,15.29
