step,client_id,from_ap,to_ap,client_x,client_y
0,0,,1,33.68,9.79
0,1,,0,44.00,27.33
0,2,,1,35.56,23.14
0,3,,1,6.60,25.58
0,4,,1,33.44,19.19
0,5,,1,20.00,13.21
0,6,,2,13.08,30.08
0,7,,2,29.40,36.31
0,8,,0,41.39,40.57
0,9,,2,18.38,42.85
0,10,,2,11.39,41.46
0,11,,2,12.98,38.59
0,12,,1,9.08,7.00
0,13,,0,32.84,37.10
0,14,,2,12.12,44.91
0,15,,0,44.71,42.72
0,16,,0,41.79,32.96
0,17,,2,24.70,33.02
0,18,,2,24.77,32.51
0,19,,1,6.09,5.53
0,20,,1,7.29,22.43
0,21,,1,26.50,23.43
0,22,,2,28.54,36.58
0,23,,2,12.68,28.65
0,24,,1,28.95,25.65
0,25,,2,29.32,35.83
0,26,,2,13.85,35.49
0,27,,2,6.74,27.41
0,28,,2,8.87,37.60
0,29,,1,41.16,21.41
0,30,,1,22.38,19.35
0,31,,1,31.13,11.75
0,32,,1,21.45,25.06
0,33,,1,16.43,10.31
0,34,,2,28.73,39.09
1,6,2,1,13.74,29.98
1,7,2,0,31.03,36.13
1,22,2,0,29.63,36.35
1,23,2,1,14.41,28.26
1,25,2,0,30.60,35.84
1,27,2,1,7.81,27.72
1,29,1,0,43.03,21.30
1,34,2,0,30.16,38.99
2,17,2,0,26.69,31.89
3,18,2,0,27.20,32.95
6,2,1,0,39.14,24.16
6,21,1,0,37.81,24.95
7,11,2,1,21.85,30.73
7,24,1,0,38.88,24.97
8,29,0,1,47.06,16.44
9,26,2,0,28.43,33.59
11,11,1,0,28.06,31.07
14,31,1,0,43.96,20.80
16,13,0,1,44.37,19.20
17,9,2,0,30.83,45.19
17,30,1,0,47.35,19.62
17,32,1,0,40.36,23.08
18,1,0,1,35.65,25.16
18,24,0,1,45.95,18.95
19,14,2,0,31.33,47.22
20,21,0,1,37.90,24.53
22,12,1,0,48.87,17.28
23,16,0,1,44.32,19.48
23,33,1,0,38.60,25.07
25,28,2,0,30.60,43.60
27,17,0,1,40.83,22.50
28,32,0,1,48.93,16.31
28,34,0,1,29.17,30.07
30,27,1,0,34.08,27.48
30,31,0,1,38.37,24.33
32,5,1,0,42.40,22.05
32,22,0,1,45.09,19.43
33,7,0,1,33.67,26.82
33,8,0,1,36.72,25.38
34,9,0,1,32.58,28.05
35,11,0,2,28.92,37.65
35,30,0,1,29.62,29.37
36,15,0,2,30.64,45.64
36,26,0,2,27.44,35.82
38,21,1,2,5.82,32.90
39,12,0,2,29.42,40.43
40,10,2,1,4.46,32.50
40,25,0,2,28.50,36.31
44,26,2,1,13.11,30.41
45,18,0,1,42.91,20.63
47,29,1,2,9.91,31.56
48,19,1,2,19.11,32.02
50,13,1,0,49.89,16.61
51,33,0,2,29.43,39.56
52,14,0,1,30.44,29.39
57,3,1,2,3.25,33.08
57,12,2,1,16.71,30.66
61,23,1,2,16.68,32.36
64,15,2,0,31.10,41.63
65,21,2,0,29.51,33.80
66,32,1,2,26.48,32.28
67,20,1,0,47.52,18.86
67,29,2,1,9.89,31.05
69,7,1,2,10.59,32.01
70,4,1,0,37.37,25.60
71,28,0,2,29.80,47.89
74,26,1,0,36.17,25.86
74,27,0,1,43.70,20.66
75,8,1,2,11.89,31.96
75,11,2,1,20.68,30.87
75,24,1,2,4.46,32.78
76,17,1,2,11.40,31.51
77,3,2,0,31.83,45.11
77,19,2,1,2.07,32.54
88,7,2,0,31.16,46.07
88,22,1,2,11.05,31.55
88,30,1,2,22.87,31.39
89,18,1,0,41.85,22.06
91,19,1,2,12.95,31.75
