step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0234,-48.30,8.40
0,0,2,0.0000,-52.58,11.66
0,0,3,0.4226,-58.88,18.92
0,0,4,0.0171,-61.47,23.08
0,0,5,0.0000,-64.26,28.59
0,1,0,0.0229,-46.77,8.40
0,1,2,0.0229,-44.17,6.88
0,1,3,0.0224,-50.95,11.58
0,1,4,0.4430,-56.26,17.40
0,1,5,0.0172,-60.44,23.98
0,2,0,0.0000,-59.94,11.66
0,2,1,0.0241,-53.06,6.88
0,2,3,0.0000,-55.12,8.06
0,2,4,0.0204,-59.71,11.46
0,2,5,0.3966,-65.21,17.48
0,3,0,0.3639,-63.53,18.92
0,3,1,0.0195,-57.13,11.58
0,3,2,0.0000,-52.41,8.06
0,3,4,0.0226,-51.43,7.48
0,3,5,0.0000,-60.16,14.61
0,4,0,0.0195,-60.33,23.08
0,4,1,0.4905,-56.65,17.40
0,4,2,0.0245,-51.21,11.46
0,4,3,0.0252,-45.65,7.48
0,4,5,0.0252,-45.04,7.14
0,5,0,0.0000,-71.40,28.59
0,5,1,0.0125,-69.10,23.98
0,5,2,0.3361,-64.99,17.48
0,5,3,0.0000,-62.65,14.61
0,5,4,0.0212,-53.32,7.14
1,0,1,0.0234,-48.30,8.40
1,0,2,0.0000,-52.58,11.66
1,0,3,0.4226,-58.88,18.92
1,0,4,0.0171,-61.47,23.08
1,0,5,0.0000,-64.26,28.59
1,1,0,0.0229,-46.77,8.40
1,1,2,0.0229,-44.17,6.88
1,1,3,0.0224,-50.95,11.58
1,1,4,0.4430,-56.26,17.40
1,1,5,0.0172,-60.44,23.98
1,2,0,0.0000,-59.94,11.66
1,2,1,0.0203,-53.06,6.88
1,2,3,0.0000,-55.12,8.06
1,2,4,0.0166,-59.71,11.46
1,2,5,0.3098,-65.21,17.48
1,3,0,0.3479,-63.53,18.92
1,3,1,0.0188,-57.13,11.58
1,3,2,0.0000,-52.41,8.06
1,3,4,0.0219,-51.43,7.48
1,3,5,0.0000,-60.16,14.61
1,4,0,0.0251,-60.33,23.08
1,4,1,0.6168,-56.65,17.40
1,4,2,0.0301,-51.21,11.46
1,4,3,0.0308,-45.65,7.48
1,4,5,0.0308,-45.04,7.14
1,5,0,0.0000,-71.40,28.59
1,5,1,0.0115,-69.10,23.98
1,5,2,0.3127,-64.99,17.48
1,5,3,0.0000,-62.65,14.61
1,5,4,0.0201,-53.32,7.14
2,0,1,0.0234,-48.30,8.40
2,0,2,0.0000,-52.58,11.66
2,0,3,0.4226,-58.88,18.92
2,0,4,0.0171,-61.47,23.08
2,0,5,0.0000,-64.26,28.59
2,1,0,0.0229,-46.77,8.40
2,1,2,0.0229,-44.17,6.88
2,1,3,0.0224,-50.95,11.58
2,1,4,0.4430,-56.26,17.40
2,1,5,0.0172,-60.44,23.98
2,2,0,0.0000,-59.94,11.66
2,2,1,0.0203,-53.06,6.88
2,2,3,0.0000,-55.12,8.06
2,2,4,0.0166,-59.71,11.46
2,2,5,0.3098,-65.21,17.48
2,3,0,0.3387,-63.53,18.92
2,3,1,0.0184,-57.13,11.58
2,3,2,0.0000,-52.41,8.06
2,3,4,0.0215,-51.43,7.48
2,3,5,0.0000,-60.16,14.61
2,4,0,0.0251,-60.33,23.08
2,4,1,0.6168,-56.65,17.40
2,4,2,0.0301,-51.21,11.46
2,4,3,0.0308,-45.65,7.48
2,4,5,0.0308,-45.04,7.14
2,5,0,0.0000,-71.40,28.59
2,5,1,0.0115,-69.10,23.98
2,5,2,0.3127,-64.99,17.48
2,5,3,0.0000,-62.65,14.61
2,5,4,0.0201,-53.32,7.14
3,0,1,0.0234,-48.30,8.40
3,0,2,0.0000,-52.58,11.66
3,0,3,0.4226,-58.88,18.92
3,0,4,0.0171,-61.47,23.08
3,0,5,0.0000,-64.26,28.59
3,1,0,0.0229,-46.77,8.40
