step,client_id,x,y,associated_ap,demand_mbps,sinr_db,max_rate_mbps,throughput_mbps,airtime_fraction,velocity,direction
0,0,16.57,19.00,2,22.98,0.28,20.93,20.93,0.1639,1.00,0.00
0,1,39.67,37.47,4,13.81,24.95,165.86,13.81,0.1620,1.00,0.00
0,2,40.27,33.53,4,13.64,11.88,80.77,13.64,0.1600,1.00,0.00
0,3,25.70,13.79,2,23.49,3.58,34.27,23.49,0.1840,1.00,0.00
0,4,43.55,40.60,4,15.74,23.00,152.97,15.74,0.1847,1.00,0.00
0,5,19.45,23.57,2,26.06,11.00,75.28,26.06,0.2041,1.00,0.00
0,6,42.27,8.30,1,7.97,58.36,387.75,7.97,0.1253,1.00,0.00
0,7,14.13,34.37,3,9.33,8.06,57.75,9.33,0.1902,1.00,0.00
0,8,10.44,8.79,0,16.61,35.17,233.65,16.61,0.3771,1.00,0.00
0,9,42.78,31.73,4,13.54,9.04,63.43,13.54,0.1588,1.00,0.00
0,10,41.85,40.69,4,11.55,30.20,200.66,11.55,0.1356,1.00,0.00
0,11,44.77,38.07,4,9.56,18.24,121.64,9.56,0.1122,1.00,0.00
0,12,32.71,23.23,2,9.60,8.85,62.33,9.60,0.0752,1.00,0.00
0,13,21.99,16.29,2,12.85,4.12,36.84,12.85,0.1007,1.00,0.00
0,14,43.58,6.62,1,7.00,51.18,340.02,7.00,0.1101,1.00,0.00
0,15,39.75,29.27,4,7.40,3.89,35.74,7.40,0.0868,1.00,0.00
0,16,25.48,26.98,2,5.76,25.45,169.14,5.76,0.0451,1.00,0.00
0,17,30.28,32.12,2,6.99,3.48,33.81,6.99,0.0547,1.00,0.00
0,18,28.44,31.09,2,22.00,7.81,56.34,22.00,0.1723,1.00,0.00
0,19,42.03,15.25,1,26.46,49.44,328.45,26.46,0.4160,1.00,0.00
0,20,5.94,7.37,0,27.43,19.69,131.15,27.43,0.6229,1.00,0.00
0,21,41.19,7.40,1,13.74,58.25,387.03,13.74,0.2161,1.00,0.00
0,22,9.80,28.40,3,28.34,1.48,25.33,25.33,0.5167,1.00,0.00
0,23,32.44,8.11,1,8.43,45.19,300.24,8.43,0.1326,1.00,0.00
0,24,8.01,28.13,3,14.36,1.74,26.35,14.36,0.2930,1.00,0.00
1,0,17.61,18.66,2,22.98,1.47,25.28,20.93,0.1639,1.10,5.96
1,1,40.56,37.21,4,13.81,23.85,158.54,13.81,0.1620,0.93,5.99
1,2,41.23,33.41,4,13.64,11.95,81.21,13.64,0.1600,0.97,6.16
1,3,26.59,13.57,2,23.49,3.72,34.93,23.49,0.1840,0.91,6.03
1,4,44.43,40.81,4,15.74,20.47,136.23,15.74,0.1847,0.91,0.23
1,5,20.39,23.90,2,26.06,13.77,92.67,26.06,0.2041,0.99,0.34
1,6,43.19,8.28,1,7.97,55.16,366.47,7.97,0.1253,0.92,6.26
1,7,15.12,34.19,3,9.33,6.06,46.64,9.33,0.1902,1.00,6.10
1,8,11.54,8.91,0,16.61,29.85,198.38,16.61,0.3771,1.10,0.11
1,9,43.71,31.68,4,13.54,8.98,63.12,13.54,0.1588,0.93,6.23
1,10,42.81,40.74,4,11.55,25.54,169.78,11.55,0.1356,0.96,0.05
1,11,45.67,38.03,4,9.56,16.59,110.87,9.56,0.1122,0.90,6.24
1,12,33.69,23.58,2,9.60,7.27,53.25,9.60,0.0752,1.04,0.34
1,13,22.90,16.51,2,12.85,5.47,43.57,12.85,0.1007,0.94,0.24
1,14,44.53,6.71,1,7.00,49.51,328.96,7.00,0.1101,0.94,0.09
1,15,40.70,29.15,4,7.40,4.39,38.10,7.40,0.0868,0.96,6.16
1,16,26.43,26.96,2,5.76,23.22,154.42,5.76,0.0451,0.95,6.26
1,17,31.23,32.24,2,6.99,1.88,26.91,6.99,0.0547,0.96,0.12
1,18,29.42,31.28,2,22.00,6.18,47.28,22.00,0.1723,0.99,0.19
1,19,42.97,15.52,1,26.46,48.03,319.08,26.46,0.4160,0.98,0.28
1,20,6.99,7.31,0,27.43,21.80,145.03,27.43,0.6229,1.05,6.23
1,21,42.20,7.45,1,13.74,56.12,372.84,13.74,0.2161,1.01,0.05
1,22,10.88,28.48,3,28.34,0.99,23.49,25.33,0.5167,1.08,0.08
1,23,33.50,8.07,1,8.43,47.00,312.29,8.43,0.1326,1.06,6.24
1,24,9.00,28.53,3,14.36,2.02,27.47,14.36,0.2930,1.07,0.38
2,0,18.67,18.40,2,22.98,2.82,30.87,22.98,0.1771,1.09,6.05
2,1,41.45,37.29,4,13.81,23.31,155.02,13.81,0.1620,0.90,0.10
2,2,42.19,33.23,4,13.64,11.68,79.51,13.64,0.1600,0.97,6.10
2,3,27.41,13.28,2,23.49,3.69,34.80,23.49,0.1811,0.87,5.95
2,4,45.30,41.05,4,15.74,18.47,123.11,15.74,0.1847,0.90,0.27
2,5,21.32,24.39,2,26.06,17.16,114.57,26.06,0.2009,1.06,0.49
2,6,44.13,8.20,1,7.97,52.32,347.61,7.97,0.1253,0.95,6.20
2,7,16.15,33.89,3,9.33,3.80,35.28,9.33,0.1977,1.07,6.00
2,8,12.49,9.22,0,16.61,25.19,167.44,16.61,0.3771,1.00,0.31
2,9,44.63,31.41,4,13.54,8.54,60.51,13.54,0.1588,0.96,6.00
