step,client_id,from_ap,to_ap,client_x,client_y
0,0,,4,31.36,43.48
0,1,,0,10.21,37.18
0,2,,1,22.13,13.19
0,3,,4,39.74,39.69
0,4,,3,23.56,40.67
0,5,,2,26.63,21.41
0,6,,1,18.51,7.56
0,7,,2,33.43,9.14
0,8,,0,11.40,37.60
0,9,,1,18.70,20.29
0,10,,4,43.52,16.39
0,11,,0,10.82,36.65
0,12,,1,18.64,12.25
0,13,,2,23.08,35.21
0,14,,4,38.92,40.25
0,15,,0,12.06,42.71
0,16,,4,31.55,43.87
0,17,,1,17.74,20.40
0,18,,1,19.35,8.04
0,19,,4,38.08,44.17
0,20,,2,20.73,27.37
0,21,,4,44.35,18.45
0,22,,1,6.54,5.41
0,23,,2,25.64,24.30
0,24,,0,14.15,26.69
0,25,,0,17.61,28.89
0,26,,1,16.39,7.10
0,27,,1,18.49,5.68
0,28,,1,17.31,6.84
0,29,,0,8.36,42.78
0,30,,3,30.17,44.44
0,31,,4,44.24,16.68
0,32,,2,24.00,34.55
0,33,,1,11.57,11.73
0,34,,4,34.09,41.03
0,35,,0,10.06,31.76
0,36,,2,27.42,19.91
0,37,,0,6.95,21.13
0,38,,4,36.80,26.78
1,4,3,4,24.10,40.86
1,7,2,4,34.66,9.28
1,13,2,4,24.61,35.22
1,22,1,0,7.82,5.31
1,30,3,4,31.56,44.29
1,32,2,4,24.89,34.27
2,25,0,1,20.53,29.30
2,36,2,3,30.63,20.27
3,2,1,4,27.13,11.88
3,22,0,1,10.30,4.74
3,23,2,3,29.37,23.99
3,24,0,1,17.92,27.73
3,25,1,2,21.90,28.94
3,36,3,4,32.02,20.83
3,37,0,1,12.81,21.58
4,9,1,2,23.29,23.54
4,20,2,3,28.50,26.51
5,12,1,4,27.82,12.30
5,26,1,4,24.10,2.77
5,27,1,4,25.32,5.51
5,32,4,3,27.65,32.07
6,5,2,3,29.93,22.41
6,24,1,2,21.41,29.57
7,6,1,4,26.72,10.75
7,23,3,4,34.49,23.75
7,25,2,3,27.52,29.65
8,15,0,4,22.16,43.34
8,20,3,4,36.15,26.31
9,9,2,3,29.36,24.62
9,17,1,2,21.73,24.84
10,11,0,4,23.10,41.17
10,24,2,3,26.49,32.43
10,25,3,4,31.44,32.07
10,35,0,1,17.81,27.20
11,24,3,4,27.87,33.13
