step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0130,-68.93,29.84
0,0,2,0.0000,-50.97,7.52
0,1,0,0.0227,-64.64,29.84
0,1,2,0.0231,-63.86,28.11
0,2,0,0.0000,-49.20,7.52
0,2,1,0.0218,-66.38,28.11
1,0,1,0.0130,-68.93,29.84
1,0,2,0.0000,-50.97,7.52
1,1,0,0.0227,-64.64,29.84
1,1,2,0.0231,-63.86,28.11
1,2,0,0.0000,-49.20,7.52
1,2,1,0.0218,-66.38,28.11
2,0,1,0.0130,-68.93,29.84
2,0,2,0.0000,-50.97,7.52
2,1,0,0.0227,-64.64,29.84
2,1,2,0.0231,-63.86,28.11
2,2,0,0.0000,-49.20,7.52
2,2,1,0.0218,-66.38,28.11
3,0,1,0.0135,-68.93,29.84
3,0,2,0.0000,-50.97,7.52
3,1,0,0.0227,-64.64,29.84
3,1,2,0.0231,-63.86,28.11
3,2,0,0.0000,-49.20,7.52
3,2,1,0.0218,-66.38,28.11
4,0,1,0.0143,-68.93,29.84
4,0,2,0.0000,-50.97,7.52
4,1,0,0.0227,-64.64,29.84
4,1,2,0.0231,-63.86,28.11
4,2,0,0.0000,-49.20,7.52
4,2,1,0.0218,-66.38,28.11
5,0,1,0.0143,-68.93,29.84
5,0,2,0.0000,-50.97,7.52
5,1,0,0.0227,-64.64,29.84
5,1,2,0.0231,-63.86,28.11
5,2,0,0.0000,-49.20,7.52
5,2,1,0.0218,-66.38,28.11
6,0,1,0.0158,-68.93,29.84
6,0,2,0.0000,-50.97,7.52
6,1,0,0.0227,-64.64,29.84
6,1,2,0.0231,-63.86,28.11
6,2,0,0.0000,-49.20,7.52
6,2,1,0.0218,-66.38,28.11
7,0,1,0.0158,-68.93,29.84
7,0,2,0.0000,-50.97,7.52
7,1,0,0.0227,-64.64,29.84
7,1,2,0.0231,-63.86,28.11
7,2,0,0.0000,-49.20,7.52
7,2,1,0.0218,-66.38,28.11
8,0,1,0.0171,-68.93,29.84
8,0,2,0.0000,-50.97,7.52
8,1,0,0.0227,-64.64,29.84
8,1,2,0.0231,-63.86,28.11
8,2,0,0.0000,-49.20,7.52
8,2,1,0.0218,-66.38,28.11
9,0,1,0.0171,-68.93,29.84
9,0,2,0.0000,-50.97,7.52
9,1,0,0.0227,-64.64,29.84
9,1,2,0.0231,-63.86,28.11
9,2,0,0.0000,-49.20,7.52
9,2,1,0.0218,-66.38,28.11
10,0,1,0.0171,-68.93,29.84
10,0,2,0.0000,-50.97,7.52
10,1,0,0.0213,-64.64,29.84
10,1,2,0.0217,-63.86,28.11
10,2,0,0.0000,-49.20,7.52
10,2,1,0.0218,-66.38,28.11
11,0,1,0.0171,-68.93,29.84
11,0,2,0.0000,-50.97,7.52
11,1,0,0.0213,-64.64,29.84
11,1,2,0.0217,-63.86,28.11
11,2,0,0.0000,-49.20,7.52
11,2,1,0.0218,-66.38,28.11
12,0,1,0.0171,-68.93,29.84
12,0,2,0.0000,-50.97,7.52
12,1,0,0.0213,-64.64,29.84
12,1,2,0.0217,-63.86,28.11
12,2,0,0.0000,-49.20,7.52
12,2,1,0.0218,-66.38,28.11
13,0,1,0.0171,-68.93,29.84
13,0,2,0.0000,-50.97,7.52
13,1,0,0.0213,-64.64,29.84
13,1,2,0.0217,-63.86,28.11
13,2,0,0.0000,-49.20,7.52
13,2,1,0.0218,-66.38,28.11
14,0,1,0.0189,-68.93,29.84
14,0,2,0.0000,-50.97,7.52
14,1,0,0.0213,-64.64,29.84
14,1,2,0.0217,-63.86,28.11
14,2,0,0.0000,-49.20,7.52
14,2,1,0.0218,-66.38,28.11
15,0,1,0.0200,-68.93,29.84
15,0,2,0.0000,-50.97,7.52
15,1,0,0.0213,-64.64,29.84
15,1,2,0.0217,-63.86,28.11
15,2,0,0.0000,-49.20,7.52
15,2,1,0.0218,-66.38,28.11
16,0,1,0.0200,-68.93,29.84
16,0,2,0.0000,-50.97,7.52
16,1,0,0.0213,-64.64,29.84
16,1,2,0.0217,-63.86,28.11
16,2,0,0.0000,-49.20,7.52
16,2,1,0.0218,-66.38,28.11
17,0,1,0.0204,-68.93,29.84
17,0,2,0.0000,-50.97,7.52
17,1,0,0.0213,-64.64,29.84
17,1,2,0.0217,-63.86,28.11
17,2,0,0.0000,-49.20,7.52
17,2,1,0.0218,-66.38,28.11
18,0,1,0.0204,-68.93,29.84
18,0,2,0.0000,-50.97,7.52
18,1,0,0.0196,-64.64,29.84
18,1,2,0.0200,-63.86,28.11
18,2,0,0.0000,-49.20,7.52
18,2,1,0.0218,-66.38,28.11
19,0,1,0.0204,-68.93,29.84
19,0,2,0.0000,-50.97,7.52
19,1,0,0.0196,-64.64,29.84
19,1,2,0.0200,-63.86,28.11
19,2,0,0.0000,-49.20,7.52
19,2,1,0.0218,-66.38,28.11
20,0,1,0.0204,-68.93,29.84
20,0,2,0.0000,-50.97,7.52
20,1,0,0.0206,-64.64,29.84
20,1,2,0.0210,-63.86,28.11
20,2,0,0.0000,-49.20,7.52
20,2,1,0.0218,-66.38,28.11
21,0,1,0.0204,-68.93,29.84
21,0,2,0.0000,-50.97,7.52
21,1,0,0.0194,-64.64,29.84
21,1,2,0.0198,-63.86,28.11
21,2,0,0.0000,-49.20,7.52
21,2,1,0.0218,-66.38,28.11
22,0,1,0.0204,-68.93,29.84
22,0,2,0.0000,-50.97,7.52
22,1,0,0.0194,-64.64,29.84
22,1,2,0.0198,-63.86,28.11
22,2,0,0.0000,-49.20,7.52
22,2,1,0.0218,-66.38,28.11
23,0,1,0.0204,-68.93,29.84
23,0,2,0.0000,-50.97,7.52
23,1,0,0.0194,-64.64,29.84
23,1,2,0.0198,-63.86,28.11
23,2,0,0.0000,-49.20,7.52
23,2,1,0.0218,-66.38,28.11
24,0,1,0.0204,-68.93,29.84
24,0,2,0.0000,-50.97,7.52
24,1,0,0.0190,-64.64,29.84
24,1,2,0.0194,-63.86,28.11
24,2,0,0.0000,-49.20,7.52
24,2,1,0.0218,-66.38,28.11
25,0,1,0.0204,-68.93,29.84
25,0,2,0.0000,-50.97,7.52
25,1,0,0.0227,-64.64,29.84
25,1,2,0.0231,-63.86,28.11
25,2,0,0.0000,-49.20,7.52
25,2,1,0.0218,-66.38,28.11
26,0,1,0.0204,-68.93,29.84
26,0,2,0.0000,-50.97,7.52
26,1,0,0.0227,-64.64,29.84
26,1,2,0.0231,-63.86,28.11
26,2,0,0.0000,-49.20,7.52
26,2,1,0.0218,-66.38,28.11
27,0,1,0.0201,-68.93,29.84
27,0,2,0.0000,-50.97,7.52
27,1,0,0.0227,-64.64,29.84
27,1,2,0.0231,-63.86,28.11
27,2,0,0.0000,-49.20,7.52
27,2,1,0.0218,-66.38,28.11
28,0,1,0.0201,-68.93,29.84
28,0,2,0.0000,-50.97,7.52
28,1,0,0.0227,-64.64,29.84
28,1,2,0.0231,-63.86,28.11
28,2,0,0.0000,-49.20,7.52
28,2,1,0.0218,-66.38,28.11
29,0,1,0.0201,-68.93,29.84
29,0,2,0.0000,-50.97,7.52
29,1,0,0.0227,-64.64,29.84
29,1,2,0.0231,-63.86,28.11
29,2,0,0.0000,-49.20,7.52
29,2,1,0.0218,-66.38,28.11
30,0,1,0.0193,-68.93,29.84
30,0,2,0.0000,-50.97,7.52
30,1,0,0.0227,-64.64,29.84
30,1,2,0.0231,-63.86,28.11
30,2,0,0.0000,-49.20,7.52
30,2,1,0.0218,-66.38,28.11
31,0,1,0.0189,-68.93,29.84
31,0,2,0.0000,-50.97,7.52
31,1,0,0.0227,-64.64,29.84
31,1,2,0.0231,-63.86,28.11
31,2,0,0.0000,-49.20,7.52
31,2,1,0.0218,-66.38,28.11
32,0,1,0.0189,-68.93,29.84
32,0,2,0.0000,-50.97,7.52
32,1,0,0.0227,-64.64,29.84
32,1,2,0.0231,-63.86,28.11
32,2,0,0.0000,-49.20,7.52
32,2,1,0.0218,-66.38,28.11
33,0,1,0.0189,-68.93,29.84
33,0,2,0.0000,-50.97,7.52
33,1,0,0.0227,-64.64,29.84
33,1,2,0.0231,-63.86,28.11
33,2,0,0.0000,-49.20,7.52
33,2,1,0.0218,-66.38,28.11
34,0,1,0.0189,-68.93,29.84
34,0,2,0.0000,-50.97,7.52
34,1,0,0.0227,-64.64,29.84
34,1,2,0.0231,-63.86,28.11
34,2,0,0.0000,-49.20,7.52
34,2,1,0.0218,-66.38,28.11
35,0,1,0.0188,-68.93,29.84
35,0,2,0.0000,-50.97,7.52
35,1,0,0.0227,-64.64,29.84
35,1,2,0.0231,-63.86,28.11
35,2,0,0.0000,-49.20,7.52
35,2,1,0.0218,-66.38,28.11
36,0,1,0.0204,-68.93,29.84
36,0,2,0.0000,-50.97,7.52
36,1,0,0.0227,-64.64,29.84
36,1,2,0.0231,-63.86,28.11
36,2,0,0.0000,-49.20,7.52
36,2,1,0.0218,-66.38,28.11
37,0,1,0.0204,-68.93,29.84
37,0,2,0.0000,-50.97,7.52
37,1,0,0.0227,-64.64,29.84
37,1,2,0.0231,-63.86,28.11
37,2,0,0.0000,-49.20,7.52
37,2,1,0.0218,-66.38,28.11
38,0,1,0.0204,-68.93,29.84
38,0,2,0.0000,-50.97,7.52
38,1,0,0.0227,-64.64,29.84
38,1,2,0.0231,-63.86,28.11
38,2,0,0.0000,-49.20,7.52
38,2,1,0.0218,-66.38,28.11
39,0,1,0.0204,-68.93,29.84
39,0,2,0.0000,-50.97,7.52
39,1,0,0.0227,-64.64,29.84
39,1,2,0.0231,-63.86,28.11
39,2,0,0.0000,-49.20,7.52
39,2,1,0.0218,-66.38,28.11
40,0,1,0.0204,-68.93,29.84
40,0,2,0.0000,-50.97,7.52
40,1,0,0.0227,-64.64,29.84
