step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0104,-71.04,28.60
0,0,2,0.0000,-52.59,6.94
0,0,3,0.3912,-58.70,11.09
0,0,4,0.0120,-68.24,23.06
0,0,5,0.0000,-72.16,31.16
0,0,6,0.2320,-71.44,29.47
0,1,0,0.0138,-66.01,28.60
0,1,2,0.0153,-63.34,23.30
0,1,3,0.0165,-61.18,19.74
0,1,4,0.5124,-50.16,8.47
0,1,5,0.0226,-44.01,5.29
0,1,6,0.0226,-23.62,1.11
0,2,0,0.0000,-43.43,6.94
0,2,1,0.0186,-59.22,23.30
0,2,3,0.0000,-48.60,10.32
0,2,4,0.0199,-56.78,19.32
0,2,5,0.4103,-60.21,25.15
0,2,6,0.0000,-59.63,24.05
0,3,0,0.4804,-53.82,11.09
0,3,1,0.0170,-61.33,19.74
0,3,2,0.0000,-52.88,10.32
0,3,4,0.0201,-55.59,12.70
0,3,5,0.0000,-63.62,23.53
0,3,6,0.3783,-62.00,20.77
0,4,0,0.0193,-65.93,23.06
0,4,1,0.6033,-52.89,8.47
0,4,2,0.0206,-63.63,19.32
0,4,3,0.0236,-58.17,12.70
0,4,5,0.0232,-58.95,13.50
0,4,6,0.0256,-54.49,9.58
0,5,0,0.0000,-67.23,31.16
0,5,1,0.0245,-44.12,5.29
0,5,2,0.3764,-64.44,25.15
0,5,3,0.0000,-63.57,23.53
0,5,4,0.0210,-56.33,13.50
0,5,6,0.0000,-41.53,4.33
0,6,0,0.3247,-66.71,29.47
0,6,1,0.0234,-23.93,1.11
0,6,2,0.0000,-64.06,24.05
0,6,3,0.3817,-62.15,20.77
0,6,4,0.0223,-52.06,9.58
0,6,5,0.0000,-41.73,4.33
1,0,1,0.0104,-71.04,28.60
1,0,2,0.0000,-52.59,6.94
1,0,3,0.3912,-58.70,11.09
1,0,4,0.0120,-68.24,23.06
1,0,5,0.0000,-72.16,31.16
1,0,6,0.2320,-71.44,29.47
1,1,0,0.0157,-66.01,28.60
1,1,2,0.0171,-63.34,23.30
1,1,3,0.0183,-61.18,19.74
1,1,4,0.5549,-50.16,8.47
1,1,5,0.0245,-44.01,5.29
1,1,6,0.0245,-23.62,1.11
1,2,0,0.0000,-43.43,6.94
1,2,1,0.0189,-59.22,23.30
1,2,3,0.0000,-48.60,10.32
1,2,4,0.0203,-56.78,19.32
1,2,5,0.4183,-60.21,25.15
1,2,6,0.0000,-59.63,24.05
1,3,0,0.5433,-53.82,11.09
1,3,1,0.0197,-61.33,19.74
1,3,2,0.0000,-52.88,10.32
1,3,4,0.0229,-55.59,12.70
1,3,5,0.0000,-63.62,23.53
1,3,6,0.4411,-62.00,20.77
1,4,0,0.0144,-65.93,23.06
1,4,1,0.4898,-52.89,8.47
1,4,2,0.0156,-63.63,19.32
1,4,3,0.0186,-58.17,12.70
1,4,5,0.0182,-58.95,13.50
1,4,6,0.0206,-54.49,9.58
1,5,0,0.0000,-67.23,31.16
1,5,1,0.0245,-44.12,5.29
1,5,2,0.3764,-64.44,25.15
1,5,3,0.0000,-63.57,23.53
1,5,4,0.0210,-56.33,13.50
1,5,6,0.0000,-41.53,4.33
1,6,0,0.3247,-66.71,29.47
1,6,1,0.0234,-23.93,1.11
1,6,2,0.0000,-64.06,24.05
1,6,3,0.3817,-62.15,20.77
1,6,4,0.0223,-52.06,9.58
1,6,5,0.0000,-41.73,4.33
2,0,1,0.0104,-71.04,28.60
