step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0245,-53.69,13.33
0,0,2,0.0000,-53.69,13.33
0,1,0,0.0267,-56.23,13.33
0,1,2,0.0242,-60.75,18.86
0,2,0,0.0000,-55.84,13.33
0,2,1,0.0246,-60.35,18.86
1,0,1,0.0260,-53.69,13.33
1,0,2,0.0000,-53.69,13.33
1,1,0,0.0251,-56.23,13.33
1,1,2,0.0227,-60.75,18.86
1,2,0,0.0000,-55.84,13.33
1,2,1,0.0246,-60.35,18.86
2,0,1,0.0245,-53.69,13.33
2,0,2,0.0000,-53.69,13.33
2,1,0,0.0267,-56.23,13.33
2,1,2,0.0242,-60.75,18.86
2,2,0,0.0000,-55.84,13.33
2,2,1,0.0246,-60.35,18.86
3,0,1,0.0245,-53.69,13.33
3,0,2,0.0000,-53.69,13.33
3,1,0,0.0267,-56.23,13.33
3,1,2,0.0242,-60.75,18.86
3,2,0,0.0000,-55.84,13.33
3,2,1,0.0246,-60.35,18.86
4,0,1,0.0245,-53.69,13.33
4,0,2,0.0000,-53.69,13.33
4,1,0,0.0267,-56.23,13.33
4,1,2,0.0242,-60.75,18.86
4,2,0,0.0000,-55.84,13.33
4,2,1,0.0246,-60.35,18.86
5,0,1,0.0245,-53.69,13.33
5,0,2,0.0000,-53.69,13.33
5,1,0,0.0267,-56.23,13.33
5,1,2,0.0242,-60.75,18.86
5,2,0,0.0000,-55.84,13.33
5,2,1,0.0246,-60.35,18.86
6,0,1,0.0233,-53.69,13.33
6,0,2,0.0000,-53.69,13.33
6,1,0,0.0273,-56.23,13.33
6,1,2,0.0249,-60.75,18.86
6,2,0,0.0000,-55.84,13.33
6,2,1,0.0246,-60.35,18.86
7,0,1,0.0233,-53.69,13.33
7,0,2,0.0000,-53.69,13.33
7,1,0,0.0273,-56.23,13.33
7,1,2,0.0249,-60.75,18.86
7,2,0,0.0000,-55.84,13.33
7,2,1,0.0246,-60.35,18.86
8,0,1,0.0233,-53.69,13.33
8,0,2,0.0000,-53.69,13.33
8,1,0,0.0273,-56.23,13.33
8,1,2,0.0249,-60.75,18.86
8,2,0,0.0000,-55.84,13.33
8,2,1,0.0246,-60.35,18.86
9,0,1,0.0221,-53.69,13.33
9,0,2,0.0000,-53.69,13.33
9,1,0,0.0273,-56.23,13.33
9,1,2,0.0249,-60.75,18.86
9,2,0,0.0000,-55.84,13.33
9,2,1,0.0250,-60.35,18.86
10,0,1,0.0221,-53.69,13.33
10,0,2,0.0000,-53.69,13.33
10,1,0,0.0273,-56.23,13.33
10,1,2,0.0249,-60.75,18.86
10,2,0,0.0000,-55.84,13.33
10,2,1,0.0241,-60.35,18.86
11,0,1,0.0221,-53.69,13.33
11,0,2,0.0000,-53.69,13.33
11,1,0,0.0273,-56.23,13.33
11,1,2,0.0249,-60.75,18.86
11,2,0,0.0000,-55.84,13.33
11,2,1,0.0241,-60.35,18.86
12,0,1,0.0221,-53.69,13.33
12,0,2,0.0000,-53.69,13.33
12,1,0,0.0273,-56.23,13.33
12,1,2,0.0249,-60.75,18.86
12,2,0,0.0000,-55.84,13.33
12,2,1,0.0241,-60.35,18.86
13,0,1,0.0221,-53.69,13.33
13,0,2,0.0000,-53.69,13.33
13,1,0,0.0273,-56.23,13.33
13,1,2,0.0249,-60.75,18.86
13,2,0,0.0000,-55.84,13.33
13,2,1,0.0241,-60.35,18.86
14,0,1,0.0221,-53.69,13.33
