step,client_id,from_ap,to_ap,client_x,client_y
0,0,,0,7.83,9.25
0,1,,2,27.77,23.30
0,2,,3,9.99,32.86
0,3,,2,20.90,34.50
0,4,,0,16.99,9.45
0,5,,1,26.19,5.42
0,6,,3,10.54,44.76
0,7,,0,6.83,12.14
0,8,,3,19.09,44.78
0,9,,3,6.90,32.15
0,10,,1,39.41,23.31
0,11,,3,10.14,39.92
0,12,,4,38.37,32.04
0,13,,2,21.01,14.03
0,14,,0,18.59,12.28
0,15,,2,34.87,23.86
0,16,,2,23.86,35.67
0,17,,1,36.98,17.55
0,18,,3,5.90,28.20
0,19,,0,13.69,20.64
0,20,,1,29.58,5.85
0,21,,1,40.55,5.21
0,22,,2,33.56,19.50
0,23,,3,11.89,36.79
0,24,,4,39.55,37.08
1,19,0,2,14.70,20.84
1,22,2,1,34.65,19.62
4,14,0,2,21.87,14.11
5,16,2,4,27.46,38.66
5,18,3,0,9.88,24.84
6,15,2,4,40.51,25.15
7,8,3,4,25.68,44.73
8,3,2,4,28.76,37.54
8,15,4,1,42.57,24.55
9,2,3,2,19.54,33.79
9,4,0,1,25.38,8.37
9,13,2,1,29.81,14.57
9,18,0,2,13.08,22.14
10,1,2,1,36.74,20.71
10,11,3,2,20.31,34.61
12,10,1,4,49.29,25.51
14,15,1,4,49.11,25.14
14,23,3,4,25.38,44.12
15,6,3,4,25.40,44.55
16,14,2,1,27.71,12.27
17,7,0,2,23.19,12.69
18,24,4,1,46.43,24.32
21,19,2,1,30.68,15.15
22,12,4,2,35.64,27.62
28,17,1,4,42.66,25.43
28,21,1,4,46.18,25.55
33,11,2,4,40.06,26.18
35,12,2,1,27.64,12.43
35,15,4,2,35.67,29.20
36,24,1,2,31.09,16.57
38,7,2,4,40.64,25.44
38,18,2,1,31.65,16.59
40,8,4,2,24.85,39.82
41,8,2,3,23.75,39.88
42,7,4,1,44.91,24.96
43,2,2,1,32.99,17.40
43,12,1,0,24.43,5.78
45,22,1,2,33.24,19.27
46,23,4,1,47.12,24.84
46,24,2,0,21.00,13.33
47,4,1,2,30.85,16.56
47,15,2,4,31.49,33.64
49,16,4,3,24.12,43.09
50,3,4,2,25.86,39.04
50,20,1,2,26.23,12.49
53,3,2,3,23.43,38.71
54,9,3,0,8.26,23.72
55,6,4,2,39.82,24.89
55,20,2,0,20.64,13.79
56,6,2,1,39.98,23.94
57,11,4,3,24.47,48.05
57,22,2,0,16.51,17.39
63,0,0,1,25.14,0.76
64,1,1,2,27.42,12.91
64,13,1,4,44.80,25.13
65,21,4,2,37.03,27.04
69,3,3,4,25.10,48.71
70,19,1,0,24.56,5.15
71,21,2,1,36.01,20.56
77,24,0,3,6.67,25.07
78,7,1,0,24.98,6.74
78,16,3,2,18.19,33.00
82,24,3,2,12.15,26.02
85,4,2,0,12.89,21.10
86,1,2,3,16.59,31.97
87,17,4,2,26.08,37.91
90,18,1,0,24.54,5.30
91,15,4,2,32.60,31.38
91,22,0,2,16.05,19.22
