step,client_id,x,y,associated_ap,demand_mbps,sinr_db,max_rate_mbps,throughput_mbps,airtime_fraction,velocity,direction
0,0,44.65,13.16,4,23.66,2.61,29.94,23.66,0.3208,1.46,0.00
0,1,32.59,32.38,3,33.49,10.51,72.31,33.49,0.5752,1.20,0.00
0,2,34.16,5.41,2,32.82,12.38,83.84,32.82,0.6542,1.44,0.00
0,3,32.17,35.85,3,24.74,6.87,51.03,24.74,0.4248,0.75,0.00
0,4,29.99,12.30,2,17.35,15.60,104.44,17.35,0.3458,1.42,0.00
0,5,19.89,44.93,1,29.92,8.14,58.21,29.92,1.0000,1.42,0.00
0,6,44.14,22.68,4,22.98,10.51,72.30,22.98,0.3116,1.84,0.00
0,7,17.19,39.99,0,27.82,2.86,31.03,27.82,0.6007,1.78,0.00
0,8,44.82,15.73,4,27.12,4.20,37.18,27.12,0.3677,1.04,0.00
0,9,6.10,26.82,0,18.49,15.37,102.93,18.49,0.3993,1.78,0.00
1,0,46.07,13.40,4,23.66,2.80,30.76,23.66,0.1792,1.44,0.17
1,1,33.72,32.14,4,33.49,6.28,47.83,33.49,0.2538,1.16,6.07
1,2,35.46,5.89,2,32.82,12.19,82.67,32.82,0.6542,1.38,0.36
1,3,32.88,36.12,4,24.74,1.80,26.61,24.74,0.1874,0.76,0.37
1,4,31.37,12.06,2,17.35,14.93,100.10,17.35,0.3458,1.40,6.11
1,5,21.32,44.92,1,29.92,7.57,54.94,29.92,0.5182,1.43,6.27
1,6,46.00,22.84,4,22.98,9.19,64.32,22.98,0.1741,1.86,0.08
1,7,18.92,39.67,1,27.82,10.71,73.53,27.82,0.4818,1.76,6.10
1,8,45.90,15.78,4,27.12,4.17,37.06,27.12,0.2054,1.09,0.05
1,9,7.88,26.32,0,18.49,18.44,122.94,18.49,1.0000,1.85,6.01
2,0,47.44,13.86,4,23.66,3.00,31.66,23.66,0.1792,1.44,0.32
2,1,34.85,32.23,4,33.49,8.52,60.39,33.49,0.2538,1.13,0.09
2,2,36.64,6.56,2,32.82,11.99,81.42,32.82,0.6542,1.36,0.51
2,3,33.72,36.22,4,24.74,2.77,30.66,24.74,0.1874,0.85,0.11
2,4,32.78,12.03,2,17.35,14.25,95.76,17.35,0.3458,1.41,6.26
