step,client_id,x,y,associated_ap,demand_mbps,sinr_db,max_rate_mbps,throughput_mbps,airtime_fraction,velocity,direction
0,0,7.87,12.58,0,29.19,22.03,146.55,29.19,0.3983,1.00,0.00
0,1,19.25,29.61,2,15.95,6.58,49.48,14.90,0.0993,1.00,0.00
0,2,29.39,11.66,1,21.05,41.02,272.55,21.05,0.2054,1.00,0.00
0,3,30.60,5.60,1,15.86,41.46,275.46,15.86,0.1548,1.00,0.00
0,4,22.55,15.95,2,15.43,4.20,37.19,14.42,0.0961,1.00,0.00
0,5,32.79,38.59,4,5.80,8.38,59.61,5.80,0.5268,1.00,0.00
0,6,27.28,21.20,2,7.85,16.46,109.98,7.33,0.0489,1.00,0.00
0,7,42.68,16.03,1,29.97,47.35,314.60,29.97,0.2926,1.00,0.00
0,8,27.97,28.64,2,16.14,14.00,94.13,15.08,0.1005,1.00,0.00
0,9,16.04,29.92,2,22.85,0.77,22.68,21.20,0.1413,1.00,0.00
0,10,33.14,19.86,2,9.93,7.46,54.32,9.28,0.0619,1.00,0.00
0,11,9.71,38.54,3,18.46,31.92,212.11,18.46,0.2882,1.00,0.00
0,12,13.90,34.53,3,28.05,8.78,61.90,28.05,0.4380,1.00,0.00
0,13,36.22,36.77,4,5.21,14.24,95.65,5.21,0.4732,1.00,0.00
0,14,42.73,20.70,1,13.37,40.65,270.09,13.37,0.1305,1.00,0.00
0,15,5.13,19.34,0,29.63,5.65,44.50,29.63,0.4042,1.00,0.00
0,16,10.70,37.47,3,17.54,23.75,157.92,17.54,0.2738,1.00,0.00
0,17,24.47,24.04,2,9.46,33.89,225.17,8.84,0.0589,1.00,0.00
0,18,35.79,27.65,2,18.89,1.42,25.09,17.65,0.1177,1.00,0.00
0,19,38.91,16.65,1,7.31,47.09,312.89,7.31,0.0713,1.00,0.00
0,20,42.08,20.63,1,14.90,40.91,271.79,14.90,0.1455,1.00,0.00
0,21,22.42,19.27,2,10.90,10.14,70.06,10.19,0.0679,1.00,0.00
0,22,32.81,30.41,2,17.16,2.33,28.76,16.03,0.1069,1.00,0.00
0,23,12.04,15.25,0,14.47,12.44,84.28,14.47,0.1975,1.00,0.00
0,24,23.65,34.73,2,16.14,2.74,30.51,15.08,0.1005,1.00,0.00
1,0,8.88,12.54,0,29.19,24.14,160.48,29.19,0.3983,1.01,6.24
1,1,20.16,29.46,2,15.95,8.45,59.99,14.90,0.0993,0.92,6.12
1,2,30.38,11.57,1,21.05,42.27,280.87,21.05,0.2054,0.99,6.19
1,3,31.63,5.23,1,15.86,42.43,281.89,15.86,0.1548,1.09,5.94
1,4,23.61,16.02,2,15.43,5.31,42.75,14.42,0.0961,1.07,0.06
1,5,33.77,38.60,4,5.80,10.65,73.15,5.80,0.5268,0.98,0.01
1,6,28.37,21.24,2,7.85,14.95,100.25,7.33,0.0489,1.09,0.03
1,7,43.72,15.90,1,29.97,46.63,309.84,29.97,0.2926,1.05,6.16
1,8,28.98,28.78,2,16.14,11.77,80.07,15.08,0.1005,1.01,0.13
1,9,16.93,29.78,2,22.85,2.37,28.94,21.20,0.1413,0.90,6.13
1,10,34.15,19.99,2,9.93,6.46,48.80,9.28,0.0619,1.03,0.13
1,11,10.62,38.38,3,18.46,29.49,195.97,18.46,0.2882,0.92,6.10
1,12,14.86,34.92,3,28.05,7.85,56.54,28.05,0.4380,1.03,0.38
1,13,37.21,36.79,4,5.21,16.82,112.34,5.21,0.4732,1.00,0.02
1,14,43.66,20.98,1,13.37,40.04,266.01,13.37,0.1305,0.97,0.29
1,15,6.12,19.03,0,29.63,6.28,47.81,29.63,0.4042,1.04,5.99
1,16,11.61,37.45,3,17.54,21.55,143.34,17.54,0.2738,0.91,6.26
1,17,25.39,23.77,2,9.46,31.95,212.27,8.84,0.0589,0.96,5.99
1,18,36.89,27.65,2,18.89,-0.00,19.99,17.65,0.1177,1.10,0.01
1,19,39.86,16.75,1,7.31,47.07,312.74,7.31,0.0713,0.96,0.10
1,20,43.05,20.88,1,14.90,40.36,268.12,14.90,0.1455,1.00,0.25
1,21,23.33,18.99,2,10.90,10.61,72.89,10.19,0.0679,0.95,5.98
1,22,33.81,30.51,2,17.16,0.59,22.01,16.03,0.1069,1.00,0.10
1,23,13.06,15.60,0,14.47,10.13,69.95,14.47,0.1975,1.09,0.33
1,24,24.69,34.78,2,16.14,2.93,31.37,15.08,0.1005,1.03,0.05
2,0,9.96,12.71,0,29.19,23.98,159.46,29.19,0.3983,1.10,0.16
2,1,20.92,29.08,2,15.95,10.54,72.44,15.95,0.1279,0.85,5.81
2,2,31.35,11.33,1,21.05,43.68,290.21,21.05,0.2054,1.00,6.04
2,3,32.77,5.04,1,15.86,43.66,290.09,15.86,0.1548,1.16,6.12
2,4,24.62,16.07,2,15.43,6.13,47.02,15.43,0.1238,1.01,0.05
2,5,34.74,38.21,4,5.80,12.75,86.19,5.80,0.1233,1.05,5.91
2,6,29.45,21.27,2,7.85,13.29,89.62,7.85,0.0630,1.08,0.03
2,7,44.85,15.87,1,29.97,45.50,302.27,29.97,0.2926,1.13,6.25
2,8,29.89,29.16,2,16.14,9.32,65.11,16.14,0.1295,0.99,0.40
2,9,17.77,29.63,2,22.85,3.97,36.11,22.85,0.1833,0.85,6.11
2,10,35.17,20.28,2,9.93,5.50,43.69,9.93,0.0797,1.06,0.27
2,11,11.53,38.46,3,18.46,26.26,174.53,18.46,0.2882,0.92,0.09
