step,client_id,from_ap,to_ap,client_x,client_y
0,0,,1,33.54,23.61
0,1,,2,25.38,37.28
0,2,,1,26.60,18.95
0,3,,1,43.01,6.35
0,4,,2,27.30,28.08
0,5,,0,12.13,22.41
0,6,,2,23.33,27.88
0,7,,2,36.38,42.16
0,8,,2,30.51,42.93
0,9,,1,30.87,13.60
0,10,,2,26.62,44.82
0,11,,2,14.61,33.79
0,12,,0,24.23,10.99
0,13,,0,16.29,10.04
0,14,,0,9.71,14.27
0,15,,2,27.44,37.97
0,16,,1,42.17,17.51
1,4,2,1,28.30,28.31
1,5,0,2,12.72,22.54
1,12,0,1,25.04,11.32
2,5,2,0,13.35,22.42
2,6,2,1,26.97,27.04
2,13,0,1,20.16,9.43
5,1,2,1,34.29,35.69
5,7,2,1,39.83,42.67
8,15,2,1,33.69,33.73
10,10,2,1,38.71,41.99
10,14,0,1,20.62,9.61
19,8,2,1,42.77,48.36
25,10,1,2,41.93,47.30
28,2,1,2,25.34,26.67
29,5,0,1,23.04,14.93
29,7,1,2,39.24,43.57
31,10,2,1,42.08,45.85
37,1,1,0,21.97,14.41
41,6,1,0,17.05,8.87
43,4,1,2,30.42,31.93
45,0,1,2,39.26,43.63
47,11,2,1,41.00,44.24
48,1,0,1,8.43,5.53
49,6,0,2,2.54,12.81
49,12,1,2,39.69,46.01
54,6,2,0,5.26,14.99
54,13,1,2,40.40,45.72
57,15,1,2,30.77,33.14
58,8,1,2,31.68,34.18
62,3,1,0,21.55,13.00
63,6,0,1,17.36,7.19
63,9,1,0,21.22,12.34
67,1,1,0,14.58,6.62
70,2,2,0,10.24,20.30
75,6,1,0,20.27,11.39
75,13,2,1,24.58,24.44
76,8,2,0,21.97,23.06
77,1,0,2,19.86,23.61
77,3,0,1,9.92,5.22
78,9,0,1,8.86,5.49
78,10,1,0,20.70,11.25
78,13,1,0,21.41,21.10
79,2,0,1,20.62,9.75
82,6,0,1,23.77,23.32
84,10,0,1,22.98,22.25
86,4,2,0,16.19,23.08
86,8,0,1,22.51,12.69
86,10,1,2,23.85,26.09
89,13,0,2,4.65,16.15
90,3,1,0,7.87,6.30
96,4,0,1,19.23,7.91
96,9,1,2,0.60,7.07
97,13,2,0,4.88,11.94
98,6,1,2,39.90,44.29
99,5,1,2,37.85,41.96
101,6,2,1,43.04,47.38
101,13,0,1,6.75,5.79
103,12,2,0,4.26,12.94
104,9,2,0,5.10,13.59
109,11,1,0,22.41,15.69
110,12,0,1,12.86,5.43
110,13,1,0,8.45,6.83
112,3,0,2,18.08,24.00
112,6,1,2,42.86,50.00
113,1,2,0,15.48,21.39
113,15,2,1,34.13,35.34
114,0,2,1,25.41,25.17
114,10,2,0,14.93,22.98
118,9,0,1,21.26,10.72
120,13,0,2,10.90,21.93
121,1,0,1,19.75,7.31
122,10,0,2,4.46,14.31
124,11,0,1,5.53,6.86
128,10,2,0,5.26,12.35
132,14,1,2,0.55,6.85
137,10,0,1,18.88,7.70
