step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0167,-60.92,22.30
0,0,2,0.0000,-50.89,10.33
0,0,3,0.4189,-57.89,17.67
0,0,4,0.0227,-41.73,5.11
0,1,0,0.0153,-64.93,22.30
0,1,2,0.0188,-58.64,13.76
0,1,3,0.0218,-53.03,8.95
0,1,4,0.3797,-62.44,18.42
0,2,0,0.0000,-54.56,10.33
0,2,1,0.0187,-58.30,13.76
0,2,3,0.0000,-57.78,13.22
0,2,4,0.0233,-46.06,5.38
0,3,0,0.5598,-61.22,17.67
0,3,1,0.0295,-52.35,8.95
0,3,2,0.0000,-57.44,13.22
0,3,4,0.0255,-59.60,15.61
0,4,0,0.0220,-40.44,5.11
0,4,1,0.4107,-57.15,18.42
0,4,2,0.0220,-41.10,5.38
0,4,3,0.0192,-54.98,15.61
1,0,1,0.0173,-60.92,22.30
1,0,2,0.0000,-50.89,10.33
1,0,3,0.4321,-57.89,17.67
1,0,4,0.0233,-41.73,5.11
1,1,0,0.0159,-64.93,22.30
1,1,2,0.0193,-58.64,13.76
1,1,3,0.0224,-53.03,8.95
1,1,4,0.3926,-62.44,18.42
1,2,0,0.0000,-54.56,10.33
1,2,1,0.0182,-58.30,13.76
1,2,3,0.0000,-57.78,13.22
1,2,4,0.0227,-46.06,5.38
1,3,0,0.4956,-61.22,17.67
1,3,1,0.0266,-52.35,8.95
1,3,2,0.0000,-57.44,13.22
1,3,4,0.0227,-59.60,15.61
1,4,0,0.0242,-40.44,5.11
1,4,1,0.4613,-57.15,18.42
1,4,2,0.0242,-41.10,5.38
1,4,3,0.0215,-54.98,15.61
2,0,1,0.0176,-60.92,22.30
2,0,2,0.0000,-50.89,10.33
2,0,3,0.4385,-57.89,17.67
2,0,4,0.0236,-41.73,5.11
2,1,0,0.0163,-64.93,22.30
2,1,2,0.0198,-58.64,13.76
2,1,3,0.0229,-53.03,8.95
2,1,4,0.4027,-62.44,18.42
2,2,0,0.0000,-54.56,10.33
2,2,1,0.0182,-58.30,13.76
2,2,3,0.0000,-57.78,13.22
2,2,4,0.0227,-46.06,5.38
2,3,0,0.4856,-61.22,17.67
2,3,1,0.0262,-52.35,8.95
2,3,2,0.0000,-57.44,13.22
2,3,4,0.0222,-59.60,15.61
2,4,0,0.0251,-40.44,5.11
2,4,1,0.4818,-57.15,18.42
2,4,2,0.0251,-41.10,5.38
2,4,3,0.0224,-54.98,15.61
3,0,1,0.0176,-60.92,22.30
3,0,2,0.0000,-50.89,10.33
3,0,3,0.4385,-57.89,17.67
3,0,4,0.0236,-41.73,5.11
3,1,0,0.0183,-64.93,22.30
3,1,2,0.0218,-58.64,13.76
3,1,3,0.0249,-53.03,8.95
3,1,4,0.4483,-62.44,18.42
3,2,0,0.0000,-54.56,10.33
3,2,1,0.0182,-58.30,13.76
3,2,3,0.0000,-57.78,13.22
3,2,4,0.0227,-46.06,5.38
3,3,0,0.4400,-61.22,17.67
3,3,1,0.0242,-52.35,8.95
3,3,2,0.0000,-57.44,13.22
3,3,4,0.0202,-59.60,15.61
3,4,0,0.0251,-40.44,5.11
3,4,1,0.4818,-57.15,18.42
3,4,2,0.0251,-41.10,5.38
3,4,3,0.0224,-54.98,15.61
4,0,1,0.0176,-60.92,22.30
