step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0237,-46.49,6.17
0,0,2,0.0000,-54.27,11.20
0,0,3,0.5095,-52.41,9.71
0,0,4,0.0237,-31.76,1.99
0,1,0,0.0254,-42.61,6.17
0,1,2,0.0221,-55.91,17.11
0,1,3,0.0254,-39.36,4.80
0,1,4,0.5775,-46.16,8.10
0,2,0,0.0000,-55.70,11.20
0,2,1,0.0219,-61.22,17.11
0,2,3,0.0000,-62.81,19.33
0,2,4,0.0263,-53.16,9.22
0,3,0,0.5584,-51.16,9.71
0,3,1,0.0252,-41.99,4.80
0,3,2,0.0000,-60.13,19.33
0,3,4,0.0234,-53.14,11.31
0,4,0,0.0244,-28.44,1.99
0,4,1,0.5551,-46.72,8.10
0,4,2,0.0244,-48.42,9.22
0,4,3,0.0238,-51.07,11.31
1,0,1,0.0220,-46.49,6.17
1,0,2,0.0000,-54.27,11.20
1,0,3,0.4699,-52.41,9.71
1,0,4,0.0220,-31.76,1.99
1,1,0,0.0254,-42.61,6.17
1,1,2,0.0221,-55.91,17.11
1,1,3,0.0254,-39.36,4.80
1,1,4,0.5775,-46.16,8.10
1,2,0,0.0000,-55.70,11.20
1,2,1,0.0205,-61.22,17.11
1,2,3,0.0000,-62.81,19.33
1,2,4,0.0249,-53.16,9.22
1,3,0,0.5584,-51.16,9.71
1,3,1,0.0252,-41.99,4.80
1,3,2,0.0000,-60.13,19.33
1,3,4,0.0234,-53.14,11.31
1,4,0,0.0275,-28.44,1.99
1,4,1,0.6268,-46.72,8.10
1,4,2,0.0275,-48.42,9.22
1,4,3,0.0270,-51.07,11.31
2,0,1,0.0220,-46.49,6.17
2,0,2,0.0000,-54.27,11.20
2,0,3,0.4699,-52.41,9.71
2,0,4,0.0220,-31.76,1.99
2,1,0,0.0254,-42.61,6.17
2,1,2,0.0221,-55.91,17.11
2,1,3,0.0254,-39.36,4.80
2,1,4,0.5775,-46.16,8.10
2,2,0,0.0000,-55.70,11.20
2,2,1,0.0205,-61.22,17.11
2,2,3,0.0000,-62.81,19.33
2,2,4,0.0249,-53.16,9.22
2,3,0,0.5584,-51.16,9.71
2,3,1,0.0252,-41.99,4.80
2,3,2,0.0000,-60.13,19.33
2,3,4,0.0234,-53.14,11.31
2,4,0,0.0275,-28.44,1.99
2,4,1,0.6268,-46.72,8.10
2,4,2,0.0275,-48.42,9.22
2,4,3,0.0270,-51.07,11.31
3,0,1,0.0220,-46.49,6.17
3,0,2,0.0000,-54.27,11.20
3,0,3,0.4699,-52.41,9.71
3,0,4,0.0220,-31.76,1.99
3,1,0,0.0254,-42.61,6.17
3,1,2,0.0221,-55.91,17.11
3,1,3,0.0254,-39.36,4.80
3,1,4,0.5775,-46.16,8.10
3,2,0,0.0000,-55.70,11.20
3,2,1,0.0205,-61.22,17.11
3,2,3,0.0000,-62.81,19.33
3,2,4,0.0249,-53.16,9.22
3,3,0,0.5584,-51.16,9.71
3,3,1,0.0252,-41.99,4.80
3,3,2,0.0000,-60.13,19.33
3,3,4,0.0234,-53.14,11.31
3,4,0,0.0275,-28.44,1.99
3,4,1,0.6268,-46.72,8.10
3,4,2,0.0275,-48.42,9.22
3,4,3,0.0270,-51.07,11.31
4,0,1,0.0220,-46.49,6.17
4,0,2,0.0000,-54.27,11.20
4,0,3,0.4699,-52.41,9.71
4,0,4,0.0220,-31.76,1.99
4,1,0,0.0242,-42.61,6.17
4,1,2,0.0210,-55.91,17.11
4,1,3,0.0242,-39.36,4.80
