step,client_id,x,y,associated_ap,demand_mbps,sinr_db,max_rate_mbps,throughput_mbps,airtime_fraction,velocity,direction
0,0,18.53,39.17,3,9.92,5.98,46.24,9.92,0.1689,1.00,0.00
0,1,19.54,41.26,3,9.09,5.14,41.86,9.09,0.1547,1.00,0.00
0,2,28.35,24.74,2,24.85,19.57,130.36,24.85,0.1888,1.00,0.00
0,3,29.41,27.64,2,17.09,12.99,87.72,17.09,0.1299,1.00,0.00
0,4,44.61,29.80,4,6.72,6.53,49.17,6.72,0.1104,1.00,0.00
0,5,42.64,15.49,1,15.15,48.41,321.61,15.15,0.1731,1.00,0.00
0,6,33.54,25.76,2,22.24,6.53,49.18,22.24,0.1690,1.00,0.00
0,7,33.64,22.50,2,5.20,7.47,54.37,5.20,0.0395,1.00,0.00
0,8,7.13,17.30,0,6.75,9.45,65.87,6.75,0.1685,1.00,0.00
0,9,21.64,16.29,2,11.34,3.70,34.85,11.34,0.0861,1.00,0.00
0,10,44.47,19.88,1,29.97,40.90,271.70,29.97,0.3423,1.00,0.00
0,11,30.33,37.75,4,25.94,2.93,31.34,25.94,0.4260,1.00,0.00
0,12,31.96,26.50,2,11.34,8.82,62.13,11.34,0.0861,1.00,0.00
0,13,26.55,29.05,2,17.42,15.07,100.98,17.42,0.1323,1.00,0.00
0,14,39.51,39.74,4,5.55,45.48,302.18,5.55,0.0912,1.00,0.00
0,15,23.97,18.87,2,13.19,10.95,74.95,13.19,0.1002,1.00,0.00
0,16,10.62,10.25,0,23.06,43.06,286.08,23.06,0.5758,1.00,0.00
0,17,39.22,22.02,1,10.72,39.53,262.60,10.72,0.1225,1.00,0.00
0,18,14.24,12.36,0,10.24,14.90,99.94,10.24,0.2558,1.00,0.00
0,19,36.44,41.01,4,22.68,19.93,132.69,22.68,0.3724,1.00,0.00
0,20,30.64,19.76,2,8.95,10.07,69.59,8.95,0.0680,1.00,0.00
0,21,43.49,10.34,1,16.46,55.58,369.30,16.46,0.1880,1.00,0.00
0,22,5.72,27.01,3,19.69,0.57,21.95,19.69,0.3352,1.00,0.00
0,23,19.46,35.05,3,29.47,0.01,20.04,20.04,0.3412,1.00,0.00
0,24,36.43,20.94,1,15.25,40.11,266.50,15.25,0.1742,1.00,0.00
1,0,19.54,39.43,3,9.92,4.33,37.83,9.92,0.2563,1.05,0.25
1,1,20.49,41.11,3,9.09,3.56,34.19,9.09,0.2348,0.95,6.12
1,2,29.39,24.83,2,24.85,16.04,107.30,24.57,0.1638,1.05,0.09
1,3,30.40,27.86,2,17.09,10.45,71.94,16.91,0.1127,1.01,0.22
1,4,45.71,29.78,4,6.72,6.54,49.21,6.72,0.1104,1.09,6.26
1,5,43.62,15.31,1,15.15,47.72,317.01,15.15,0.1731,0.99,6.10
