step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0297,-49.86,6.71
0,0,2,0.0000,-59.03,13.56
0,0,3,0.4965,-64.38,20.45
0,0,4,0.0199,-67.84,26.67
0,1,0,0.0245,-49.27,6.71
0,1,2,0.0242,-50.54,7.39
0,1,3,0.0195,-59.08,14.24
0,1,4,0.3882,-63.51,20.01
0,2,0,0.0000,-55.20,13.56
0,2,1,0.0264,-47.29,7.39
0,2,3,0.0000,-46.41,6.91
0,2,4,0.0235,-55.22,13.58
0,3,0,0.5531,-61.75,20.45
0,3,1,0.0269,-57.04,14.24
0,3,2,0.0000,-47.61,6.91
0,3,4,0.0308,-49.51,7.99
0,4,0,0.0177,-67.68,26.67
0,4,1,0.4492,-63.94,20.01
0,4,2,0.0225,-58.90,13.58
0,4,3,0.0263,-51.98,7.99
1,0,1,0.0241,-49.86,6.71
1,0,2,0.0000,-59.03,13.56
1,0,3,0.3687,-64.38,20.45
1,0,4,0.0143,-67.84,26.67
1,1,0,0.0226,-49.27,6.71
1,1,2,0.0224,-50.54,7.39
1,1,3,0.0177,-59.08,14.24
1,1,4,0.3466,-63.51,20.01
1,2,0,0.0000,-55.20,13.56
1,2,1,0.0308,-47.29,7.39
1,2,3,0.0000,-46.41,6.91
1,2,4,0.0279,-55.22,13.58
1,3,0,0.5531,-61.75,20.45
1,3,1,0.0269,-57.04,14.24
1,3,2,0.0000,-47.61,6.91
1,3,4,0.0308,-49.51,7.99
1,4,0,0.0170,-67.68,26.67
1,4,1,0.4330,-63.94,20.01
1,4,2,0.0218,-58.90,13.58
1,4,3,0.0256,-51.98,7.99
2,0,1,0.0226,-49.86,6.71
2,0,2,0.0000,-59.03,13.56
2,0,3,0.3346,-64.38,20.45
2,0,4,0.0128,-67.84,26.67
2,1,0,0.0235,-49.27,6.71
2,1,2,0.0232,-50.54,7.39
2,1,3,0.0185,-59.08,14.24
2,1,4,0.3652,-63.51,20.01
2,2,0,0.0000,-55.20,13.56
2,2,1,0.0308,-47.29,7.39
2,2,3,0.0000,-46.41,6.91
2,2,4,0.0279,-55.22,13.58
2,3,0,0.5531,-61.75,20.45
2,3,1,0.0269,-57.04,14.24
2,3,2,0.0000,-47.61,6.91
2,3,4,0.0308,-49.51,7.99
2,4,0,0.0170,-67.68,26.67
2,4,1,0.4330,-63.94,20.01
2,4,2,0.0218,-58.90,13.58
2,4,3,0.0256,-51.98,7.99
3,0,1,0.0226,-49.86,6.71
3,0,2,0.0000,-59.03,13.56
3,0,3,0.3346,-64.38,20.45
3,0,4,0.0128,-67.84,26.67
3,1,0,0.0235,-49.27,6.71
3,1,2,0.0232,-50.54,7.39
3,1,3,0.0185,-59.08,14.24
3,1,4,0.3652,-63.51,20.01
3,2,0,0.0000,-55.20,13.56
3,2,1,0.0308,-47.29,7.39
3,2,3,0.0000,-46.41,6.91
3,2,4,0.0279,-55.22,13.58
3,3,0,0.5531,-61.75,20.45
3,3,1,0.0269,-57.04,14.24
3,3,2,0.0000,-47.61,6.91
3,3,4,0.0308,-49.51,7.99
3,4,0,0.0177,-67.68,26.67
3,4,1,0.4492,-63.94,20.01
3,4,2,0.0225,-58.90,13.58
3,4,3,0.0263,-51.98,7.99
4,0,1,0.0226,-49.86,6.71
4,0,2,0.0000,-59.03,13.56
4,0,3,0.3346,-64.38,20.45
4,0,4,0.0128,-67.84,26.67
4,1,0,0.0235,-49.27,6.71
4,1,2,0.0232,-50.54,7.39
4,1,3,0.0185,-59.08,14.24
4,1,4,0.3652,-63.51,20.01
4,2,0,0.0000,-55.20,13.56
4,2,1,0.0308,-47.29,7.39
4,2,3,0.0000,-46.41,6.91
4,2,4,0.0279,-55.22,13.58
4,3,0,0.5531,-61.75,20.45
4,3,1,0.0269,-57.04,14.24
4,3,2,0.0000,-47.61,6.91
4,3,4,0.0308,-49.51,7.99
4,4,0,0.0177,-67.68,26.67
4,4,1,0.4492,-63.94,20.01
4,4,2,0.0225,-58.90,13.58
4,4,3,0.0263,-51.98,7.99
5,0,1,0.0226,-49.86,6.71
5,0,2,0.0000,-59.03,13.56
5,0,3,0.3346,-64.38,20.45
5,0,4,0.0128,-67.84,26.67
5,1,0,0.0235,-49.27,6.71
5,1,2,0.0232,-50.54,7.39
5,1,3,0.0185,-59.08,14.24
5,1,4,0.3652,-63.51,20.01
5,2,0,0.0000,-55.20,13.56
5,2,1,0.0308,-47.29,7.39
5,2,3,0.0000,-46.41,6.91
5,2,4,0.0279,-55.22,13.58
5,3,0,0.5531,-61.75,20.45
5,3,1,0.0269,-57.04,14.24
5,3,2,0.0000,-47.61,6.91
5,3,4,0.0308,-49.51,7.99
5,4,0,0.0177,-67.68,26.67
5,4,1,0.4492,-63.94,20.01
5,4,2,0.0225,-58.90,13.58
5,4,3,0.0263,-51.98,7.99
6,0,1,0.0220,-49.86,6.71
6,0,2,0.0000,-59.03,13.56
6,0,3,0.3202,-64.38,20.45
6,0,4,0.0122,-67.84,26.67
6,1,0,0.0241,-49.27,6.71
6,1,2,0.0238,-50.54,7.39
6,1,3,0.0191,-59.08,14.24
6,1,4,0.3796,-63.51,20.01
6,2,0,0.0000,-55.20,13.56
6,2,1,0.0308,-47.29,7.39
6,2,3,0.0000,-46.41,6.91
6,2,4,0.0279,-55.22,13.58
6,3,0,0.5531,-61.75,20.45
6,3,1,0.0269,-57.04,14.24
6,3,2,0.0000,-47.61,6.91
6,3,4,0.0308,-49.51,7.99
6,4,0,0.0207,-67.68,26.67
6,4,1,0.5186,-63.94,20.01
6,4,2,0.0256,-58.90,13.58
6,4,3,0.0294,-51.98,7.99
7,0,1,0.0220,-49.86,6.71
7,0,2,0.0000,-59.03,13.56
7,0,3,0.3202,-64.38,20.45
7,0,4,0.0122,-67.84,26.67
7,1,0,0.0226,-49.27,6.71
7,1,2,0.0223,-50.54,7.39
7,1,3,0.0176,-59.08,14.24
7,1,4,0.3455,-63.51,20.01
7,2,0,0.0000,-55.20,13.56
7,2,1,0.0308,-47.29,7.39
7,2,3,0.0000,-46.41,6.91
7,2,4,0.0279,-55.22,13.58
7,3,0,0.5531,-61.75,20.45
7,3,1,0.0269,-57.04,14.24
7,3,2,0.0000,-47.61,6.91
7,3,4,0.0308,-49.51,7.99
7,4,0,0.0204,-67.68,26.67
7,4,1,0.5111,-63.94,20.01
7,4,2,0.0252,-58.90,13.58
7,4,3,0.0290,-51.98,7.99
8,0,1,0.0220,-49.86,6.71
8,0,2,0.0000,-59.03,13.56
8,0,3,0.3202,-64.38,20.45
8,0,4,0.0122,-67.84,26.67
8,1,0,0.0226,-49.27,6.71
8,1,2,0.0223,-50.54,7.39
8,1,3,0.0176,-59.08,14.24
8,1,4,0.3455,-63.51,20.01
8,2,0,0.0000,-55.20,13.56
8,2,1,0.0308,-47.29,7.39
8,2,3,0.0000,-46.41,6.91
8,2,4,0.0279,-55.22,13.58
8,3,0,0.5531,-61.75,20.45
8,3,1,0.0269,-57.04,14.24
8,3,2,0.0000,-47.61,6.91
8,3,4,0.0308,-49.51,7.99
8,4,0,0.0210,-67.68,26.67
8,4,1,0.5257,-63.94,20.01
8,4,2,0.0259,-58.90,13.58
8,4,3,0.0297,-51.98,7.99
9,0,1,0.0220,-49.86,6.71
9,0,2,0.0000,-59.03,13.56
9,0,3,0.3202,-64.38,20.45
9,0,4,0.0122,-67.84,26.67
9,1,0,0.0226,-49.27,6.71
9,1,2,0.0223,-50.54,7.39
9,1,3,0.0176,-59.08,14.24
9,1,4,0.3455,-63.51,20.01
9,2,0,0.0000,-55.20,13.56
9,2,1,0.0299,-47.29,7.39
9,2,3,0.0000,-46.41,6.91
9,2,4,0.0270,-55.22,13.58
9,3,0,0.5531,-61.75,20.45
9,3,1,0.0269,-57.04,14.24
9,3,2,0.0000,-47.61,6.91
9,3,4,0.0308,-49.51,7.99
9,4,0,0.0210,-67.68,26.67
9,4,1,0.5257,-63.94,20.01
9,4,2,0.0259,-58.90,13.58
9,4,3,0.0297,-51.98,7.99
10,0,1,0.0220,-49.86,6.71
10,0,2,0.0000,-59.03,13.56
10,0,3,0.3202,-64.38,20.45
10,0,4,0.0122,-67.84,26.67
10,1,0,0.0226,-49.27,6.71
10,1,2,0.0223,-50.54,7.39
10,1,3,0.0176,-59.08,14.24
10,1,4,0.3455,-63.51,20.01
10,2,0,0.0000,-55.20,13.56
10,2,1,0.0285,-47.29,7.39
10,2,3,0.0000,-46.41,6.91
10,2,4,0.0256,-55.22,13.58
10,3,0,0.5531,-61.75,20.45
10,3,1,0.0269,-57.04,14.24
10,3,2,0.0000,-47.61,6.91
10,3,4,0.0308,-49.51,7.99
10,4,0,0.0210,-67.68,26.67
10,4,1,0.5257,-63.94,20.01
10,4,2,0.0259,-58.90,13.58
10,4,3,0.0297,-51.98,7.99
11,0,1,0.0220,-49.86,6.71
11,0,2,0.0000,-59.03,13.56
11,0,3,0.3202,-64.38,20.45
11,0,4,0.0122,-67.84,26.67
11,1,0,0.0226,-49.27,6.71
11,1,2,0.0223,-50.54,7.39
11,1,3,0.0176,-59.08,14.24
11,1,4,0.3455,-63.51,20.01
11,2,0,0.0000,-55.20,13.56
11,2,1,0.0277,-47.29,7.39
11,2,3,0.0000,-46.41,6.91
11,2,4,0.0248,-55.22,13.58
11,3,0,0.5531,-61.75,20.45
11,3,1,0.0269,-57.04,14.24
11,3,2,0.0000,-47.61,6.91
11,3,4,0.0308,-49.51,7.99
11,4,0,0.0210,-67.68,26.67
11,4,1,0.5257,-63.94,20.01
11,4,2,0.0259,-58.90,13.58
11,4,3,0.0297,-51.98,7.99
12,0,1,0.0220,-49.86,6.71
12,0,2,0.0000,-59.03,13.56
12,0,3,0.3202,-64.38,20.45
12,0,4,0.0122,-67.84,26.67
12,1,0,0.0226,-49.27,6.71
12,1,2,0.0223,-50.54,7.39
12,1,3,0.0176,-59.08,14.24
12,1,4,0.3455,-63.51,20.01
12,2,0,0.0000,-55.20,13.56
12,2,1,0.0277,-47.29,7.39
12,2,3,0.0000,-46.41,6.91
12,2,4,0.0248,-55.22,13.58
12,3,0,0.5531,-61.75,20.45
12,3,1,0.0269,-57.04,14.24
12,3,2,0.0000,-47.61,6.91
12,3,4,0.0308,-49.51,7.99
12,4,0,0.0210,-67.68,26.67
12,4,1,0.5257,-63.94,20.01
12,4,2,0.0259,-58.90,13.58
12,4,3,0.0297,-51.98,7.99
13,0,1,0.0220,-49.86,6.71
13,0,2,0.0000,-59.03,13.56
13,0,3,0.3202,-64.38,20.45
13,0,4,0.0122,-67.84,26.67
13,1,0,0.0226,-49.27,6.71
13,1,2,0.0223,-50.54,7.39
13,1,3,0.0176,-59.08,14.24
13,1,4,0.3455,-63.51,20.01
13,2,0,0.0000,-55.20,13.56
13,2,1,0.0277,-47.29,7.39
13,2,3,0.0000,-46.41,6.91
13,2,4,0.0248,-55.22,13.58
13,3,0,0.5531,-61.75,20.45
13,3,1,0.0269,-57.04,14.24
13,3,2,0.0000,-47.61,6.91
13,3,4,0.0308,-49.51,7.99
13,4,0,0.0210,-67.68,26.67
13,4,1,0.5257,-63.94,20.01
13,4,2,0.0259,-58.90,13.58
13,4,3,0.0297,-51.98,7.99
14,0,1,0.0220,-49.86,6.71
14,0,2,0.0000,-59.03,13.56
14,0,3,0.3202,-64.38,20.45
14,0,4,0.0122,-67.84,26.67
14,1,0,0.0226,-49.27,6.71
14,1,2,0.0223,-50.54,7.39
14,1,3,0.0176,-59.08,14.24
14,1,4,0.3455,-63.51,20.01
14,2,0,0.0000,-55.20,13.56
14,2,1,0.0265,-47.29,7.39
14,2,3,0.0000,-46.41,6.91
14,2,4,0.0237,-55.22,13.58
14,3,0,0.5531,-61.75,20.45
14,3,1,0.0269,-57.04,14.24
14,3,2,0.0000,-47.61,6.91
14,3,4,0.0308,-49.51,7.99
14,4,0,0.0210,-67.68,26.67
14,4,1,0.5257,-63.94,20.01
14,4,2,0.0259,-58.90,13.58
14,4,3,0.0297,-51.98,7.99
15,0,1,0.0220,-49.86,6.71
15,0,2,0.0000,-59.03,13.56
15,0,3,0.3202,-64.38,20.45
15,0,4,0.0122,-67.84,26.67
15,1,0,0.0226,-49.27,6.71
15,1,2,0.0223,-50.54,7.39
15,1,3,0.0176,-59.08,14.24
15,1,4,0.3455,-63.51,20.01
15,2,0,0.0000,-55.20,13.56
15,2,1,0.0265,-47.29,7.39
15,2,3,0.0000,-46.41,6.91
15,2,4,0.0237,-55.22,13.58
15,3,0,0.5531,-61.75,20.45
15,3,1,0.0269,-57.04,14.24
15,3,2,0.0000,-47.61,6.91
