step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0161,-63.18,26.02
0,0,2,0.0000,-61.93,23.65
0,0,3,0.4008,-60.40,21.03
0,0,4,0.0131,-68.69,39.71
0,0,5,0.0000,-61.37,22.64
0,1,0,0.0231,-64.02,26.02
0,1,2,0.0207,-68.30,36.13
0,1,3,0.0237,-62.81,23.70
0,1,4,0.5703,-60.37,19.66
0,1,5,0.0308,-42.34,4.93
0,2,0,0.0000,-62.56,23.65
0,2,1,0.0193,-68.08,36.13
0,2,3,0.0000,-55.01,13.24
0,2,4,0.0190,-68.67,37.79
0,2,5,0.4412,-68.00,35.90
0,3,0,0.5951,-58.39,21.03
0,3,1,0.0253,-59.95,23.70
0,3,2,0.0000,-52.37,13.24
0,3,4,0.0249,-60.75,25.19
0,3,5,0.0000,-60.33,24.41
0,4,0,0.0186,-72.09,39.71
0,4,1,0.5383,-62.93,19.66
0,4,2,0.0190,-71.45,37.79
0,4,3,0.0219,-66.16,25.19
0,4,5,0.0221,-65.75,24.41
0,5,0,0.0000,-63.02,22.64
0,5,1,0.0308,-43.15,4.93
0,5,2,0.4622,-69.02,35.90
0,5,3,0.0000,-64.00,24.41
0,5,4,0.0231,-64.00,24.41
1,0,1,0.0201,-63.18,26.02
1,0,2,0.0000,-61.93,23.65
1,0,3,0.4932,-60.40,21.03
1,0,4,0.0171,-68.69,39.71
1,0,5,0.0000,-61.37,22.64
1,1,0,0.0231,-64.02,26.02
1,1,2,0.0207,-68.30,36.13
1,1,3,0.0237,-62.81,23.70
1,1,4,0.5703,-60.37,19.66
1,1,5,0.0308,-42.34,4.93
1,2,0,0.0000,-62.56,23.65
1,2,1,0.0160,-68.08,36.13
1,2,3,0.0000,-55.01,13.24
1,2,4,0.0157,-68.67,37.79
1,2,5,0.3662,-68.00,35.90
1,3,0,0.5951,-58.39,21.03
1,3,1,0.0253,-59.95,23.70
1,3,2,0.0000,-52.37,13.24
1,3,4,0.0249,-60.75,25.19
1,3,5,0.0000,-60.33,24.41
1,4,0,0.0186,-72.09,39.71
1,4,1,0.5383,-62.93,19.66
1,4,2,0.0190,-71.45,37.79
1,4,3,0.0219,-66.16,25.19
1,4,5,0.0221,-65.75,24.41
1,5,0,0.0000,-63.02,22.64
1,5,1,0.0272,-43.15,4.93
1,5,2,0.3815,-69.02,35.90
1,5,3,0.0000,-64.00,24.41
1,5,4,0.0195,-64.00,24.41
